,20140101_N,max_ndvi,20150720_N,20150602_N,20150517_N,20150501_N,20150415_N,20150330_N,20150314_N,20150226_N,20150210_N,20150125_N,20150109_N,20141117_N,20141101_N,20141016_N,20140930_N,20140813_N,20140626_N,20140610_N,20140525_N,20140509_N,20140423_N,20140407_N,20140322_N,20140218_N,20140202_N,20140117_N,class
1119,2279.15,8285.5,6367.92,6325.72,8285.5,6997.66,5390.85,6478.0,2653.8,7391.3,6921.55,5800.07,1514.5,5283.41,1630.32,7793.44,2508.31,461.478,1939.15,8222.56,6085.38,5321.0,3657.68,1229.42,938.688,548.119,6612.95,5674.04,forest
8208,1676.94,7529.1,6893.62,7529.1,6583.63,5103.74,569.479,5109.59,4896.18,5262.26,5640.67,4375.58,1558.12,899.337,4656.4,2623.48,736.5060000000001,958.068,1649.83,7511.79,6260.43,4039.55,1752.41,3559.41,1036.11,4517.22,5145.97,4689.25,grass
6828,7615.11,7971.48,7971.48,6692.69,6517.55,6899.46,6943.49,7221.3,376.01099999999997,5381.42,4069.28,7480.64,7625.38,4937.01,421.876,1268.9,299.339,3722.26,1523.77,6850.6,4376.63,760.498,3047.08,430.837,6577.55,509.899,6737.93,883.541,forest
4734,5430.01,7075.02,7075.02,2111.46,5871.69,5581.88,233.136,1542.15,715.577,6876.79,578.76,1584.81,1017.38,2440.85,1571.87,1107.06,715.633,1522.94,3440.48,1300.4,4129.94,1133.81,4854.8,311.506,5160.54,911.373,5442.04,448.20300000000003,forest
3072,803.538,7972.44,7651.77,7412.82,1920.39,7734.51,6064.01,7915.41,727.695,2310.85,4968.29,7679.57,3277.03,7972.44,6948.47,5687.2,6628.78,811.89,2116.85,7670.86,977.038,3419.98,521.7919999999999,3773.82,927.934,6023.39,7028.84,7543.97,forest
576,1197.46,7912.44,7752.81,991.539,2969.49,653.863,1330.19,2731.87,7755.4,5111.76,7664.92,7134.93,1201.73,1693.92,1367.7,7715.65,2050.42,900.318,2163.74,7554.98,5110.01,7912.44,246.59900000000002,4577.4,2936.26,996.174,7622.73,1504.84,forest
9778,602.367,6864.33,6738.78,6487.06,2957.44,3858.62,699.768,5680.43,6222.52,6636.06,2119.35,4787.43,6864.33,5309.1,1971.83,657.204,2099.75,1270.73,6251.12,6498.3,5230.63,5063.22,5089.53,5856.46,633.153,320.496,1916.29,2347.74,farm
1027,702.64,8190.74,7378.62,8190.74,3117.56,4711.64,7773.39,7764.46,2328.95,7619.46,6937.45,5521.43,1829.9,7745.43,6085.12,7861.98,4754.98,546.372,4637.44,7957.7,3839.25,2206.44,1978.79,664.045,1109.32,497.034,7449.34,4376.36,forest
2530,1297.13,8294.08,7454.81,8191.1,5031.81,2805.96,2720.2,7918.97,833.418,5342.82,7997.55,7324.89,1718.88,1624.31,959.961,8294.08,5299.5,371.211,2415.56,8132.73,4156.19,4910.02,456.963,7235.77,888.105,5144.79,7870.49,2151.48,forest
2930,719.682,8239.04,7781.97,8239.04,5660.44,5138.81,7751.34,7922.2,5362.78,7900.24,7768.28,7704.94,1903.03,4444.27,1675.63,7573.07,5773.92,550.39,966.1210000000001,8154.35,475.07300000000004,3070.81,912.4019999999999,2291.39,7845.81,6716.99,7680.45,5624.09,forest
7123,1307.52,7403.38,1216.02,6707.68,7200.84,3087.28,301.603,6854.22,6126.12,722.265,5318.39,5860.39,5560.81,762.677,4066.76,726.645,566.191,3936.79,1376.67,7403.38,3646.39,467.54699999999997,6089.65,395.778,530.882,1246.92,5976.98,3730.03,forest
1394,2498.09,8174.35,6220.23,7476.74,1154.21,6472.75,6703.95,7512.95,647.3480000000001,7918.15,4613.84,7885.01,3409.9,8174.35,7399.84,7003.95,7200.23,1266.7,3074.93,8004.73,4090.04,2938.71,741.409,4413.72,1321.86,5503.78,7719.85,4890.87,forest
9923,384.083,6123.0,3464.38,698.627,3423.3,3296.77,3106.66,3865.31,1877.11,1696.78,3651.82,4609.15,426.23699999999997,625.055,459.186,4453.28,5920.92,703.449,1551.23,6123.0,3592.23,2999.9,562.877,347.01,502.719,333.57300000000004,3812.8,4163.59,grass
9442,4739.53,6919.64,6919.64,2306.16,1526.92,2032.11,655.863,4014.71,3984.51,4064.64,401.61199999999997,4786.49,657.7260000000001,3826.37,3168.45,696.455,1010.07,1133.56,5030.73,4987.97,2770.18,2447.8,1815.18,1774.18,972.48,1035.12,2455.25,847.885,farm
1444,715.703,8225.5,5965.59,8225.5,318.693,7885.71,7765.5,1897.87,5384.77,7327.14,7983.95,7900.42,387.52,6482.09,4329.18,2569.72,7580.48,450.829,5166.51,8110.24,414.005,936.904,815.461,7798.95,5033.4,7811.53,7924.76,7819.38,forest
487,526.621,7601.01,4897.75,634.308,381.175,861.961,357.55300000000005,1496.03,479.792,1131.43,1370.35,1766.8,339.436,635.866,239.793,1497.21,1920.22,1965.67,2907.39,1215.91,1572.72,2775.78,568.297,1025.95,570.812,312.842,7601.01,768.6469999999999,forest
10386,8281.98,8326.34,6927.02,7783.88,6966.76,7862.45,1305.51,8016.11,1942.76,8156.64,8326.34,8296.56,5973.79,6299.34,6094.64,3805.05,1863.34,752.9110000000001,5240.56,935.628,1397.57,4072.09,665.745,3108.86,5298.67,798.815,8209.49,3856.92,grass
6341,1017.52,7849.68,7121.43,841.84,6077.47,7738.92,691.4860000000001,1458.62,908.8330000000001,7340.03,7849.68,7417.76,573.415,1567.92,420.657,1317.17,891.3489999999999,3098.73,1692.04,7119.77,4609.17,6032.56,3651.8,355.082,433.431,418.74300000000005,7008.78,886.2819999999999,forest
4558,8195.91,8195.91,8191.62,5640.22,497.955,4394.25,7233.87,7602.52,930.1619999999999,8061.27,8116.43,8189.42,4548.32,1904.62,592.362,1513.02,282.526,4120.37,657.37,7011.21,6019.03,2407.78,1009.1,523.439,7293.3,1516.2,7388.17,2610.07,forest
9589,1134.88,2635.26,2635.26,1511.13,1268.32,1263.37,1689.53,1338.72,640.1709999999999,1958.4,1360.26,2049.47,1652.01,2194.52,2224.93,2621.86,2227.68,688.696,1634.06,500.147,1814.11,1447.94,1070.0,1544.37,1247.83,1037.77,1969.66,2177.0,impervious
5171,6735.14,7532.91,7250.55,6411.98,7132.22,5807.23,395.827,7532.91,6894.64,7353.32,2646.94,6944.18,4043.99,752.7139999999999,2208.64,1151.26,745.1039999999999,3160.32,3348.15,1194.95,860.418,2896.67,654.386,2786.99,1632.29,963.245,6442.97,1881.92,forest
1988,511.111,8175.71,7401.68,7556.48,412.912,7037.93,2875.04,6938.18,6789.6,6727.47,7239.04,7612.06,606.08,7690.17,5762.33,8175.71,6017.97,499.44199999999995,5075.83,7129.47,6645.68,3646.09,6176.94,6862.14,584.999,6152.19,7562.73,7606.03,forest
6714,1078.5,8444.47,7992.64,395.13,8444.47,8405.28,363.836,708.388,2672.98,7373.44,1027.03,119.17299999999999,778.1210000000001,819.529,361.423,1175.59,410.789,1146.16,1801.41,471.13599999999997,7797.99,1731.07,1659.38,339.085,2350.28,419.38300000000004,7521.35,392.467,forest
5394,7797.34,7797.34,6742.5,7276.91,1589.63,5893.01,2501.04,6779.67,2824.19,6460.57,6508.73,7793.78,951.681,1637.12,516.137,720.429,362.68800000000005,2644.96,1606.98,5183.06,691.14,5465.89,3988.85,817.3330000000001,6168.13,1180.01,5913.93,3060.98,forest
3064,656.17,8244.3,7272.58,6668.52,1149.65,6805.43,6822.94,7104.62,6950.69,7506.63,7702.5,7697.2,583.885,5682.21,6882.93,8244.3,4903.82,688.068,3183.2,7814.51,652.825,2369.51,2224.41,6789.66,1496.28,6992.65,7541.01,7555.16,forest
3948,1231.33,7938.96,7938.96,6190.96,7470.39,3393.93,324.045,7938.03,5897.44,804.829,1311.97,7858.49,5042.56,2353.8,315.315,3259.62,536.123,2815.8,3136.31,5155.73,7444.94,748.3330000000001,6496.39,3778.37,6508.07,355.539,7619.35,514.881,forest
8636,6197.38,7914.43,2101.22,5945.45,5168.82,3777.64,3633.64,7411.67,7479.61,2493.73,2612.56,1132.35,1565.74,2313.09,2641.95,869.197,107.741,1029.35,1769.69,934.811,4996.08,3182.02,6863.01,2551.34,2866.41,3261.6,7914.43,1259.78,farm
5222,7795.3,8300.73,7648.91,8043.68,8300.73,8123.73,147.064,563.1469999999999,5180.83,6896.98,808.293,7711.5,1604.76,1257.46,1316.21,777.444,513.734,2291.31,1710.25,831.385,350.845,5756.21,1760.07,172.12099999999998,7856.02,1662.81,7409.1,963.372,forest
5270,7614.45,7768.26,7600.04,4103.42,6881.14,5035.51,808.9910000000001,6991.27,4886.05,2028.73,6972.45,7768.26,2004.1,555.819,314.41700000000003,878.513,996.2339999999999,2691.25,1631.21,3932.84,6104.63,2345.46,3212.95,330.096,3739.23,356.57800000000003,7005.49,506.784,forest
2034,2748.71,8341.23,2549.09,8341.23,710.0880000000001,5166.51,7886.99,6739.23,901.7460000000001,7948.21,7530.08,7715.06,782.8889999999999,7818.88,6683.41,7199.19,7350.44,625.184,4491.64,8198.13,732.841,3218.11,792.4580000000001,1620.93,766.153,2535.53,7783.68,6869.82,forest
2605,1875.03,8092.32,4248.29,8092.32,582.295,7498.88,7655.69,7732.95,5095.56,7709.84,7310.06,7317.0,425.48699999999997,6444.86,3070.41,4518.56,4871.38,587.48,3654.37,7741.2,291.085,903.3889999999999,2545.38,1789.9,6330.78,7218.29,7430.11,6980.14,forest
5588,7890.94,7983.12,7537.84,4542.86,1203.13,7543.04,318.491,7238.38,7594.33,7974.12,7951.49,7983.12,4938.9,874.424,3044.69,908.82,861.09,2825.48,2325.23,2298.44,1587.15,3328.1,1367.07,367.73400000000004,2864.28,5105.27,7279.86,1145.71,forest
4361,6978.42,8322.51,4933.9,1570.98,8322.51,5078.93,503.596,7738.34,2780.03,4226.14,7678.96,7631.65,5553.17,494.539,5198.18,1003.87,601.067,3808.92,3787.2,826.935,1239.8,399.598,6847.39,515.39,2357.87,5136.21,6588.97,4380.0,forest
2391,1057.87,6860.74,5848.66,3480.25,635.3330000000001,4173.11,3010.6,4041.53,3700.65,4113.57,5512.24,6127.26,468.461,2689.93,5077.78,3813.36,5872.24,962.428,5408.03,6860.74,5774.32,3403.91,3184.58,3113.67,576.318,3433.93,4123.89,3032.37,forest
9901,485.705,2043.96,1360.84,1603.1,233.801,1304.43,567.262,1087.28,1143.97,483.949,1158.14,1275.13,316.117,784.225,526.566,178.067,1563.45,1434.82,962.237,2043.96,1408.62,844.363,336.892,431.506,401.162,307.519,1231.77,-159.19,impervious
656,770.39,8175.48,7690.5,7089.35,7550.11,5990.24,5922.24,6272.48,672.421,6791.74,6976.61,7259.84,4353.92,8175.48,7550.86,3497.42,5282.0,832.785,2847.03,7370.13,380.592,2001.19,4557.83,3925.02,3819.84,6839.98,6853.71,5946.53,forest
7785,447.75,2605.19,2160.21,1847.65,1799.73,2036.35,1557.94,1215.25,1821.09,1859.84,1752.54,2349.39,1078.43,2195.69,2361.61,2509.87,2605.19,575.053,1881.86,1027.82,2054.93,1715.36,1839.21,1709.0,1647.38,1001.84,1795.38,1636.99,impervious
7097,7732.61,7836.13,7836.13,1061.46,7147.53,869.62,7440.26,7616.84,1305.87,6118.58,3008.02,7671.57,5708.45,667.209,502.605,1003.54,876.7360000000001,3495.85,654.511,7521.3,1080.68,6799.34,803.306,315.152,6888.46,4492.73,7212.08,649.393,forest
8424,1196.76,2218.42,1591.51,1150.37,2190.24,1210.57,1591.1,1121.94,1018.42,846.7819999999999,857.7080000000001,823.554,1970.5,1304.81,1468.55,1284.6,444.269,928.1360000000001,1659.53,1485.48,2018.63,1823.7,1140.32,1368.54,525.3430000000001,1032.06,935.1619999999999,2218.42,impervious
3871,918.3739999999999,8151.28,8094.57,475.05199999999996,8151.28,8144.42,307.941,7354.99,3486.16,1664.4,579.314,7872.05,4497.02,552.419,501.651,2059.62,625.0409999999999,1762.87,5121.55,2143.84,6459.05,927.365,6394.05,1676.87,5585.41,644.2090000000001,7225.54,608.242,forest
9100,5501.41,7370.63,7239.97,5556.29,1182.71,5623.88,556.187,4966.54,4179.45,6548.43,1187.87,7288.3,5349.42,1372.07,2108.68,4871.51,3500.07,1059.42,6261.77,7370.63,3594.1,6949.22,1116.38,352.267,617.173,514.908,6615.96,1260.34,farm
1198,1513.89,8109.52,815.798,8109.52,8096.01,2050.13,2099.02,7921.69,7165.38,2960.15,7321.62,5329.64,966.6110000000001,659.9019999999999,5410.57,6541.83,5012.18,749.6360000000001,2065.53,2861.48,6093.55,4094.05,563.928,7426.75,692.5139999999999,2340.32,7449.03,4349.34,forest
9361,569.359,6879.69,6604.15,6470.2,5804.69,1003.18,5452.28,5961.56,3147.22,880.571,6351.67,6370.03,2189.75,4294.0,6081.58,4676.82,6879.69,4244.89,1356.59,6447.15,4465.23,4570.64,2586.44,513.977,1586.66,860.445,4626.79,1844.93,farm
8770,717.6239999999999,7504.77,6089.85,4917.15,2918.1,5292.91,783.178,7504.77,4529.28,1379.24,427.603,2036.22,652.936,2797.81,4652.56,342.13,4298.52,2678.69,3337.71,4955.36,3973.29,663.2310000000001,6366.93,5970.72,380.69,3312.5,2091.77,643.55,farm
3779,4302.52,7637.28,7580.79,5073.43,1331.62,4057.73,285.812,7522.42,6546.95,5180.7,7481.69,7039.17,5701.63,1964.11,337.925,2280.51,821.227,1576.89,5001.07,1111.0,6920.6,1196.75,1205.99,3047.33,6115.06,277.372,7637.28,1574.8,forest
9092,3293.38,7681.29,6384.26,2119.42,2313.62,2292.79,484.037,3597.53,5455.88,7681.29,5872.9,525.001,1000.31,1274.17,295.764,1545.42,682.995,1132.04,3698.34,1736.28,538.159,2385.06,3056.25,701.577,1362.34,874.44,7661.24,314.274,farm
1864,3354.07,8173.71,4076.25,7836.42,7957.21,6937.29,6847.92,7036.62,1022.51,7249.74,7256.28,7104.11,2459.28,8000.0,1342.44,7230.77,6882.56,661.534,1867.06,8173.71,320.395,3420.57,3924.62,3641.77,6952.08,5205.27,6878.79,6937.41,forest
5140,444.43300000000005,8153.51,7852.91,1142.01,1728.07,8153.51,414.23,860.497,382.07599999999996,8073.44,6253.2,1863.79,314.688,4532.01,321.08099999999996,1103.9,594.602,1739.51,989.128,7748.52,5879.63,441.796,3580.69,361.957,1063.73,363.434,7249.13,750.403,forest
10508,2310.36,6734.63,2674.22,3760.95,4240.73,5368.45,4817.78,5676.83,3466.98,1100.57,1532.05,2579.0,950.456,4506.47,2256.75,5773.89,1579.65,1410.27,2660.31,2980.91,895.571,762.319,1682.98,1715.26,727.7460000000001,1498.42,6734.63,2653.14,grass
535,3886.55,8344.23,7356.83,7786.62,2305.8,1165.11,929.0,7139.22,3012.76,2119.27,7828.75,7633.81,355.68300000000005,1043.16,1855.45,933.732,242.179,1767.3,3146.01,7132.18,7226.28,8344.23,692.5880000000001,1163.93,768.3839999999999,567.447,8037.44,7058.67,forest
10262,5691.56,6506.8,6506.8,5067.6,4993.55,4721.5,4918.62,5275.8,5533.71,4195.99,6292.51,6482.79,2698.01,5498.06,3083.83,6506.3,1918.1,2744.54,4325.01,3474.2,2522.35,1641.45,2183.42,2137.86,906.916,1634.56,6060.19,961.1030000000001,grass
3039,569.047,8148.65,7358.64,7732.46,7589.62,7096.91,7068.96,7423.91,1320.67,7690.05,3636.55,7860.34,1613.33,8148.65,7157.85,2654.39,7023.69,646.008,4889.43,8062.16,7013.87,1487.11,3694.64,4676.29,5447.27,624.304,7582.33,1866.63,forest
6896,6443.65,7642.03,1763.13,2711.76,338.73,7642.03,5535.9,7485.62,409.974,7421.92,7408.06,7546.67,899.65,1241.15,3191.69,911.1619999999999,394.79,3511.91,1247.73,7109.42,1534.13,5384.52,431.336,291.943,1184.77,1440.53,6728.43,2106.45,forest
5225,6068.41,7980.92,7610.81,4238.91,6862.38,7980.92,6511.74,1582.8,865.99,7942.51,2571.2,7960.91,1144.12,1906.66,941.937,1095.41,239.115,4270.17,831.36,7577.14,6798.55,1709.79,930.181,357.423,1317.66,472.49,7219.29,7272.16,forest
2592,403.27099999999996,8342.18,3948.88,7627.76,6885.13,6180.56,6266.84,2896.88,6701.42,6938.72,7776.59,7683.79,562.823,8161.33,3309.22,8342.18,7764.78,512.1080000000001,5494.45,7829.99,1546.87,2911.66,5274.09,3676.56,1824.37,7378.34,7475.05,5400.22,forest
6960,7896.5,7896.5,6877.03,4468.73,5996.82,6716.1,6729.77,1190.91,600.148,3973.34,6683.45,7098.72,425.103,706.28,5886.94,1362.62,476.191,4087.18,2129.15,4207.75,6181.64,290.212,1382.03,553.484,6968.48,344.26599999999996,6431.73,2985.32,forest
5542,7815.96,8003.7,7563.69,5926.25,7990.61,8003.7,7575.11,2661.14,290.825,7670.03,7915.43,7833.51,743.648,1270.83,2895.66,1542.6,273.885,2895.63,2895.15,7474.71,6874.17,7663.12,432.79,516.994,5937.1,825.127,7207.57,6135.66,forest
4889,5916.42,7252.91,6627.44,3496.2,688.315,1095.82,2550.88,4654.75,3611.16,901.5830000000001,1109.06,6229.58,7252.91,463.866,3882.35,850.322,790.1030000000001,2371.02,4797.63,3118.73,871.957,959.887,1548.39,1985.04,1025.64,1346.25,5712.01,2150.14,forest
258,637.987,7777.9,7076.13,7636.78,7777.9,7675.01,901.085,5324.04,6389.35,3220.01,1231.34,7569.06,5122.72,6420.11,5765.79,321.556,5549.18,1954.02,5287.77,7458.12,4569.07,2168.77,6659.05,6412.04,754.8560000000001,5956.18,7064.05,592.359,forest
3810,703.811,7384.12,6151.23,805.39,5373.48,6525.3,450.349,6557.12,6349.61,5454.11,1079.88,7384.12,6843.72,673.801,409.82599999999996,4165.31,4937.62,2336.47,4563.86,4505.34,4688.73,2427.72,3157.19,1842.38,2577.83,1217.47,6566.39,2938.08,forest
8313,1926.15,6660.17,5513.14,2100.5,243.459,3424.48,2584.18,3498.38,852.7439999999999,355.48,6660.17,6606.57,364.86699999999996,1011.27,2335.89,966.387,646.39,501.346,2233.2,2298.37,2540.4,379.583,1386.48,383.526,297.61,350.911,4431.39,2584.83,farm
2787,3998.47,8380.67,5362.32,8028.01,8013.85,7370.17,7326.33,7617.56,1114.19,7653.86,7658.97,7778.99,2766.5,8196.63,1156.57,8380.67,7165.57,602.112,2728.82,7882.02,244.271,3179.41,3702.87,3039.68,7198.89,5441.41,7398.8,7170.06,forest
7108,524.779,7650.41,7259.46,1632.41,2005.1,7650.41,331.36699999999996,1985.35,2510.79,6567.74,992.191,460.58,742.747,866.867,382.025,621.112,1078.99,1537.01,2845.79,3151.7,6846.93,1388.6,1662.63,217.74099999999999,504.54900000000004,602.237,6605.73,465.392,forest
3423,8110.11,8110.11,4279.35,7483.02,5215.84,7250.9,4893.19,7649.17,6636.68,5446.55,7016.33,8078.16,1458.13,5208.26,5866.02,1151.81,526.112,1413.03,5978.58,2148.79,6633.88,956.888,2404.31,3367.0,6646.71,513.177,7662.26,2603.17,forest
1040,799.826,8090.39,7238.12,5710.3,1031.77,5789.77,2209.1,5866.6,4913.31,6343.36,6862.89,7392.11,479.71,895.689,5299.5,2469.69,7166.55,1088.87,6162.0,8090.39,6727.03,4459.35,4650.91,5632.08,792.058,5443.83,6401.98,5534.39,forest
8962,3593.58,7520.25,5125.28,4120.95,3076.67,6949.89,351.45099999999996,7520.25,6011.3,6842.71,3497.11,1872.18,3231.24,565.505,1201.29,1066.7,2014.63,2349.52,4423.63,2200.12,3735.39,4012.5,4026.2,740.67,1110.52,829.512,5163.0,705.8989999999999,farm
5348,7808.86,7808.86,5735.33,4300.06,2182.78,2987.63,455.083,431.525,6979.42,3475.77,7640.7,7490.13,7338.9,345.73900000000003,5055.37,1414.01,2571.22,2427.36,5174.09,7378.08,681.8589999999999,7552.38,526.001,795.1360000000001,634.414,2853.8,7175.04,3752.18,forest
5783,439.749,8188.24,7707.58,4623.06,8188.24,8126.84,102.60600000000001,1183.7,4963.09,7765.52,673.697,403.565,256.45599999999996,1124.25,378.539,988.328,482.07300000000004,1480.59,1869.76,507.996,3023.64,7743.05,2129.51,410.04699999999997,7463.28,451.903,7108.04,288.12,forest
10159,1489.87,5421.19,4458.48,2495.69,539.486,2840.17,2710.97,3343.82,2401.09,1297.69,2564.58,4738.03,4141.78,3950.93,4663.65,1750.11,2744.39,2550.87,1528.61,5421.19,1160.37,2968.06,1741.85,433.94199999999995,1918.47,345.852,4269.78,2083.98,impervious
4796,4838.05,7224.24,2752.9,4917.68,860.801,1125.49,339.36,422.389,2076.16,1959.86,3587.17,7224.24,4357.62,361.175,1028.68,913.8989999999999,1033.24,2891.42,4380.41,5690.47,909.1139999999999,3305.36,6467.06,389.22900000000004,1418.56,1721.27,6457.29,986.666,forest
4154,4807.07,8274.75,2553.33,8274.75,8155.26,519.785,5628.44,4694.43,3528.91,8183.53,8058.81,8231.71,7318.92,538.122,3651.45,1704.24,3817.53,933.804,1378.08,7984.07,3265.72,1851.42,1003.14,7665.51,1244.43,8028.98,8007.38,5793.91,forest
10070,2985.18,4369.51,3822.86,619.4209999999999,1841.15,1744.21,1917.78,2255.99,2730.62,3029.19,2174.54,4369.51,707.653,3232.67,1633.71,3388.96,1983.07,1183.54,2375.31,2821.71,2429.14,1880.6,335.587,1751.91,903.456,406.841,2361.11,2628.64,impervious
7789,840.1110000000001,1212.73,834.929,321.383,331.603,189.658,377.092,158.515,405.74800000000005,244.333,769.2310000000001,272.431,471.27,241.7,447.634,1212.73,624.586,420.19,616.585,900.704,786.102,266.923,721.0089999999999,422.205,432.13800000000003,384.269,22.6905,551.323,impervious
3901,2137.53,7749.57,7586.33,1241.15,5871.36,7749.57,210.16,3744.72,6866.3,7283.43,3487.87,6301.12,5752.47,1414.11,1295.01,1911.46,2194.59,2084.71,4522.03,3098.36,7093.93,1922.13,3798.14,1382.81,4922.55,675.3510000000001,6796.3,1991.13,forest
8209,1076.53,5117.88,4941.72,3652.24,1253.3,1938.02,4987.69,5032.73,4561.38,3689.99,4042.8,1599.91,1533.1,3499.15,480.216,1782.86,1558.5,1360.3,2170.92,4569.9,4826.3,3121.14,721.765,1905.87,4988.0,997.492,5117.88,3694.07,impervious
1072,4272.92,7836.08,7533.19,7836.08,7439.06,6334.55,6312.11,6638.86,5473.48,7112.7,6986.43,7035.84,1617.77,7543.5,4765.68,7835.64,5560.42,602.153,3726.67,5427.81,4368.61,2692.0,1034.05,3949.52,1245.59,6036.76,6217.81,6497.35,forest
276,3511.11,7617.58,7514.11,7538.48,2671.99,7617.58,499.227,5505.14,4424.19,2757.18,650.242,7008.21,4687.08,2387.89,5634.74,313.788,6053.34,2260.49,5063.91,7509.17,6217.17,456.735,5942.01,6933.14,522.934,3598.79,7538.98,1808.26,forest
2174,2405.55,7941.88,4279.95,7941.88,1763.96,2627.96,7643.17,7740.69,2723.19,1988.39,1961.06,7437.5,1770.35,7469.69,6761.18,7367.76,2962.17,1435.59,2607.56,1504.35,5404.73,3147.08,253.753,2057.97,1135.63,5379.54,7413.22,5738.4,forest
4493,3465.12,8181.56,1262.53,7858.11,8181.56,1689.66,962.316,7857.98,1401.91,3738.3,6301.73,7873.37,2599.99,576.344,2033.96,771.0139999999999,372.838,4166.63,1300.2,7718.49,402.38199999999995,670.4119999999999,1322.55,482.74300000000005,337.11,623.136,7230.14,1625.67,forest
3205,1479.18,8540.08,6492.49,7494.97,1428.72,3740.53,1080.35,5821.69,1573.1,7765.5,7786.57,7923.02,1373.58,1256.7,3215.04,8540.08,5654.16,468.99,2234.34,8057.27,5986.64,5271.28,692.888,1174.82,942.2810000000001,4448.19,7740.04,7824.56,forest
3686,497.39,7966.37,7497.5,655.34,5553.19,7113.86,415.527,7457.57,1981.04,6039.3,3944.85,7966.37,7192.42,644.685,579.439,3648.47,7788.13,1984.99,3577.87,1709.38,6112.53,3638.2,1485.59,2165.32,932.953,306.154,6947.95,2621.22,forest
3466,7858.18,8084.65,7237.79,7627.42,4788.56,591.044,511.92900000000003,3738.93,4794.7,8084.65,3498.9,6298.83,4772.51,4293.72,2152.18,933.9810000000001,1116.25,2110.49,6384.42,5765.19,6569.17,3783.06,810.477,2508.7,6042.88,1159.73,5942.03,955.7610000000001,forest
9787,670.503,7131.93,6709.13,7131.93,2439.21,1215.61,692.937,5334.89,4446.18,3877.37,1443.84,3520.97,2048.52,5666.84,1603.88,621.364,1917.95,1273.12,6662.85,6788.13,3559.11,4409.45,4501.78,3981.85,626.242,331.03,2829.87,3268.14,farm
4198,2337.59,8186.62,7999.18,7978.32,7437.9,6361.18,6517.43,5648.69,4907.14,7718.25,7711.99,7438.78,7410.43,7614.44,3151.43,1274.36,4368.35,1136.19,1565.88,8186.62,6549.8,1511.76,4569.54,6084.58,6016.98,6503.23,6945.51,1067.97,forest
4569,459.665,7649.28,7649.28,515.438,7534.68,3274.51,492.925,618.146,797.085,3019.35,928.203,589.919,322.959,1239.67,414.279,1095.38,373.01099999999997,1499.97,3683.86,818.279,6213.55,386.565,5456.31,318.08299999999997,531.1569999999999,628.743,6770.43,355.57800000000003,forest
7238,680.693,8192.76,7832.89,1541.82,7995.67,8192.76,2061.82,7833.03,836.995,7940.99,7904.46,8014.71,618.07,1730.33,701.637,1196.51,397.593,3870.81,1078.54,6940.66,3276.89,1077.19,1042.6,369.716,3594.94,414.474,7241.98,4784.8,forest
10051,6499.58,6499.58,6109.01,1337.24,3268.94,3189.62,3354.31,3748.5,3543.63,4466.12,3467.03,6322.36,592.382,4236.64,1553.52,5183.62,2494.99,1266.55,2654.35,5748.34,1588.84,3840.07,385.31800000000004,1535.29,961.262,396.745,5621.05,4760.88,impervious
9093,1893.42,7633.63,3242.45,2720.01,2675.5,3177.69,748.559,6441.53,3387.03,4003.54,4764.89,422.395,594.888,2041.25,233.606,910.572,1196.15,1495.15,1941.44,1201.5,1357.47,1651.8,2176.97,1273.23,473.42699999999996,858.1,7633.63,397.478,farm
1845,1344.84,7504.48,7415.08,7128.86,5101.77,5285.17,1040.44,6482.02,2167.64,7463.35,7276.26,7504.48,888.813,1636.45,1168.62,4655.18,1869.64,471.158,1555.54,6529.84,4747.31,3565.74,2597.38,3563.8,1095.32,3589.88,6259.58,3949.43,forest
8785,3961.9,7935.24,3308.42,7154.67,5963.19,6265.43,4769.73,5210.4,7053.24,7935.24,1990.81,6701.91,3742.6,1600.14,3392.35,2137.89,234.31799999999998,973.372,4142.18,6515.83,5750.93,1398.69,3692.76,391.061,2696.82,2168.41,6550.39,2036.62,farm
6070,1464.42,7615.15,7496.04,5921.17,7110.67,1616.83,7412.72,7185.55,2826.37,6062.47,1196.04,7190.79,2094.69,761.061,588.989,1158.43,361.415,3783.24,652.009,7615.15,6885.07,469.843,5057.54,531.313,7172.22,883.355,7285.68,535.797,forest
9768,371.458,7618.5,7286.32,6998.6,6408.99,7618.5,335.935,3135.02,1651.17,7499.12,1129.53,1925.26,687.1510000000001,558.737,333.858,537.873,2785.56,858.078,3039.1,886.592,5343.67,7100.23,4673.54,204.278,311.055,515.595,6513.72,477.254,farm
5343,1331.65,7671.06,2567.48,4759.34,5222.57,3551.34,530.078,7542.75,2737.16,4339.4,3990.99,7671.06,6608.77,998.8610000000001,986.6519999999999,697.541,398.892,3890.34,2166.23,6812.6,2460.06,669.33,7029.71,523.595,1969.03,654.576,6625.33,1011.35,forest
764,1061.18,8438.11,7271.31,5960.76,5568.42,2087.32,7305.72,7142.38,1167.19,7438.86,7802.06,8023.56,5453.79,8438.11,1668.73,2793.24,7582.57,920.117,1869.05,1836.17,313.265,2850.25,1693.14,1089.66,6756.67,6031.28,7361.32,5712.26,forest
5999,688.915,7940.51,7542.79,601.822,7940.51,7832.43,257.962,691.89,569.639,7452.46,805.817,408.17199999999997,501.29900000000004,1417.65,795.635,902.299,352.526,1449.96,3235.95,617.275,1402.04,994.742,7148.46,242.054,7364.49,492.0,6907.62,345.755,forest
