20140101_N,max_ndvi,20150720_N,20150602_N,20150517_N,20150501_N,20150415_N,20150330_N,20150314_N,20150226_N,20150210_N,20150125_N,20150109_N,20141117_N,20141101_N,20141016_N,20140930_N,20140813_N,20140626_N,20140610_N,20140525_N,20140509_N,20140423_N,20140407_N,20140322_N,20140218_N,20140202_N,20140117_N,Label
1360.31,7015.55,2337.6,843.2,1418.99,1560.4,832.695,419.852,1356.36,2091.04,1729.13,2725.5,1038.28,1471.48,4398.3,7015.55,5923.12,875.803,2489.51,587.38,3643.97,1326.81,3071.52,2629.54,1457.55,392.583,6506.36,3771.91,1
3776.97,5300.61,4702.11,5300.61,3654.54,3656.26,494.57,678.51,777.7610000000002,2312.34,3280.99,1935.21,875.3330000000002,3100.27,1688.63,-2.13654,1084.84,1409.22,2922.05,2370.38,1313.0,2976.31,895.426,3059.78,607.694,523.668,1769.74,1893.06,4
743.6619999999998,7175.75,635.064,4283.51,1873.16,850.592,455.62,7175.75,6937.23,569.71,1945.41,7057.33,702.377,628.187,1004.93,758.7389999999998,782.3510000000001,2792.55,1132.72,4821.56,494.48800000000006,455.375,2241.29,317.533,549.49,1353.66,6481.32,2880.95,0
1842.83,7737.78,5709.66,3517.3,673.643,2925.38,566.942,5944.93,6800.92,1507.01,2560.4,1315.22,1473.16,4072.31,3416.36,1144.21,3914.89,970.059,3135.15,3196.45,2695.97,3857.56,4481.49,218.33,2446.77,519.881,7737.78,689.9069999999998,2
1408.62,8194.1,7784.36,7737.55,1006.93,6967.79,7160.52,7557.35,795.711,7790.52,7625.96,7861.36,3640.0,8194.1,5868.89,5679.27,7020.57,683.007,4337.01,8052.47,6549.9,3158.21,233.216,3333.04,5823.58,5673.93,7620.08,6257.14,0
5479.27,7819.36,6796.11,3599.42,2415.5,4391.31,423.684,4220.18,4123.07,6643.68,5287.28,6779.68,1558.41,1062.68,1590.76,960.486,282.8540000000001,847.6439999999999,6206.64,3325.85,1770.99,2592.3,4417.96,2488.33,3606.64,918.115,7819.36,522.63,2
884.197,8274.11,7563.38,8274.11,2093.65,2781.79,7986.3,8159.53,1577.24,6398.56,3516.7,6555.08,2640.29,7097.01,5655.06,8185.03,6434.51,505.006,4617.13,8083.57,3122.36,1713.43,4195.03,810.702,1210.46,1414.37,7915.7,3317.24,0
1206.63,8127.19,7387.19,7845.19,2712.35,563.439,6989.15,7032.77,1970.67,5119.77,7895.22,8127.19,5825.04,7301.03,2377.93,1459.36,1384.62,724.2919999999998,1367.91,8030.17,1040.28,2658.08,1394.24,6213.51,6620.5,5772.01,7025.33,5169.97,0
720.834,8185.97,7737.59,8185.97,8130.39,4127.23,7906.29,8127.96,2556.47,5506.76,5290.86,7940.12,2947.73,8144.22,4959.29,6523.46,1163.81,1067.53,4699.05,8037.11,1226.04,3302.42,5086.63,6173.58,661.545,499.274,7788.0,7292.19,0
570.266,7770.06,2903.83,5527.56,5434.81,4093.18,3238.23,6744.31,7182.3,7770.06,529.372,352.246,3668.66,5475.57,412.34,4626.24,7293.79,1112.69,3531.76,6336.02,6142.43,5399.85,1315.95,3191.16,3413.04,406.777,6307.39,1334.76,2
7326.5,8030.67,7119.6,2388.14,5698.58,3811.87,796.97,7692.27,4260.02,7989.26,7395.63,8030.67,956.738,3625.85,6048.26,4446.77,1754.93,627.112,5150.17,3985.05,1033.34,5707.22,6155.33,3080.67,2218.81,781.448,7962.75,3981.0,3
991.919,6684.76,6533.02,5935.97,2267.89,4183.59,629.703,3766.65,5391.34,6055.61,3782.87,6684.76,6579.79,4746.78,1335.49,608.768,6190.64,3146.85,5075.94,5365.77,5041.93,4801.12,4658.57,5344.51,485.045,358.575,2148.61,4093.34,2
3504.91,7842.52,3386.14,5816.12,4353.73,1977.51,1460.42,4007.42,4867.61,7842.52,6390.83,244.286,1015.46,3042.23,346.974,1460.03,437.38,854.948,3334.42,2644.03,1563.92,4056.93,4312.61,3763.29,522.604,646.595,7660.83,372.858,2
5441.42,6301.06,5854.35,914.441,2972.53,3297.81,876.5830000000002,462.107,4538.36,5252.77,4437.36,2840.37,5926.23,6301.06,5891.76,1902.0,4822.42,948.597,1909.95,5764.07,1768.02,3022.78,2355.28,3228.65,3481.66,835.847,3470.47,3799.11,1
559.756,8168.39,7650.17,605.91,8168.39,7887.43,511.019,3798.1,960.206,6239.66,7159.18,1364.43,330.0130000000001,4655.4,341.708,998.233,491.951,1692.84,1138.58,7524.94,1316.43,757.3910000000002,861.5169999999998,352.151,643.59,338.86800000000005,7331.67,646.705,0
657.4069999999998,7099.75,7099.75,301.663,5755.5,5210.58,745.967,642.188,1912.11,858.742,1677.94,518.895,399.772,1075.06,419.425,1189.8,473.36300000000006,1375.6,3754.8,980.679,5099.7,1409.28,3939.3,316.223,2976.69,668.9580000000002,5820.28,392.527,0
4001.08,7268.23,4329.19,3718.43,3075.21,3082.81,2217.12,6341.96,3920.1,5241.64,7268.23,4680.17,633.322,3143.96,2455.73,367.25,1716.25,1905.44,2679.05,2982.34,3722.4,2928.05,3015.86,1227.13,4861.25,2240.52,5114.64,3695.52,2
649.009,8021.06,2027.43,8021.06,438.989,5352.46,2489.95,1872.49,7122.94,7353.29,4477.72,7310.73,625.507,7779.26,5680.81,3205.15,7392.15,400.504,4152.54,7970.25,5562.85,3865.87,1225.76,7421.95,834.181,6300.31,7381.88,2788.11,0
686.693,8322.62,7794.91,1086.02,8322.62,6229.53,610.357,3192.09,1280.21,514.55,749.3939999999999,7224.07,5269.13,499.776,417.668,2219.42,726.558,2267.1,5130.06,558.12,1833.84,1038.43,4377.01,1383.72,746.444,3451.72,6827.24,762.867,0
2270.75,8368.16,7526.13,8368.16,8265.78,7603.11,3420.32,2618.26,4248.76,6647.64,7761.13,5732.7,804.7189999999998,7494.83,7187.63,4925.12,5269.42,408.017,2411.73,7981.89,6491.7,4414.48,1526.59,1170.97,822.8589999999998,7701.19,7678.94,700.551,0
1409.29,8206.33,7636.84,7255.4,7370.51,5164.29,5321.6,5724.92,782.701,6753.0,1340.3,7569.02,2949.83,8206.33,2639.12,4710.78,1080.5,534.996,1359.97,7973.72,4261.76,2398.22,2465.92,3613.81,3363.35,5219.38,6628.55,1990.47,0
617.4730000000002,8081.4,6551.77,7326.45,1571.42,6948.23,7294.52,5468.74,7132.89,3635.31,7625.73,7256.51,493.538,1581.1,626.394,8081.4,6879.52,575.677,5292.78,7724.45,6105.81,1994.94,6048.46,4318.53,1208.91,6754.1,7101.09,7109.34,0
1322.37,8354.29,7423.5,8354.29,5735.99,6159.92,6140.03,7873.56,2644.68,7950.86,6969.07,6431.44,1596.55,1625.65,748.665,8302.98,2882.22,385.651,2473.7,8142.65,1439.08,5023.74,466.456,3056.11,1014.44,5291.73,7877.3,3542.75,0
1737.34,8221.96,4799.63,7263.15,2169.28,2405.32,495.093,7375.63,687.664,718.306,7832.93,7572.19,7415.02,470.265,4050.25,1252.81,768.675,2624.05,5815.54,7841.28,4526.82,8221.96,2674.26,430.619,721.0010000000002,7628.38,6955.65,5106.59,0
926.622,7785.78,7190.31,7459.78,7558.39,2645.6,1261.1,7090.86,834.8639999999998,5247.01,7227.57,2379.94,910.649,1138.88,4309.85,7785.78,6936.8,619.34,5090.0,7366.86,5180.65,3678.31,2818.66,5848.22,837.07,499.6230000000001,7128.09,1827.41,0
426.258,8311.79,7962.5,4703.9,8018.33,8311.79,291.547,7149.91,1068.6,7181.42,714.2510000000002,92.7125,694.561,871.3,381.86,942.127,492.596,1275.92,3129.61,1166.94,7411.57,8156.49,846.936,258.189,1388.0,409.895,7215.6,334.846,0
1107.72,7974.95,6747.92,4803.72,4919.55,3880.47,514.5169999999998,4556.01,3481.91,6300.05,6507.11,4385.24,719.1289999999998,6079.96,5236.6,7584.23,1627.5,1089.26,3727.46,7974.95,6371.96,3700.47,2997.48,429.365,609.811,2533.49,6366.06,1066.67,0
7665.69,7802.73,2859.95,7651.26,6882.97,6888.93,5333.33,6779.46,6614.47,626.947,3956.82,7203.04,7343.94,7500.1,2081.04,1127.67,661.079,2856.95,6143.74,7802.73,5706.89,1635.01,1414.1,2183.26,1684.27,937.336,2214.37,2588.94,2
1199.0,7982.13,7792.2,4770.7,1869.54,7982.13,7717.51,3999.26,174.554,7336.68,7549.32,6055.02,1488.84,1265.59,4052.21,1572.32,345.457,5100.33,2411.59,7658.03,7108.7,580.374,5328.51,622.072,7221.42,5072.21,5242.17,5673.53,0
1308.14,8038.38,5070.63,8038.38,3089.86,581.431,2246.93,7526.81,3798.21,5524.18,7395.21,7530.95,894.8919999999998,5340.92,6951.78,8007.57,7455.69,630.566,5269.66,7981.42,6610.45,4669.19,1306.63,6093.86,753.0939999999998,852.528,7186.99,754.362,0
7362.31,8149.7,7477.98,6814.41,5630.87,3765.76,5189.75,5403.6,4118.58,3434.53,6826.36,7389.75,4768.88,8149.7,7443.46,1251.77,4255.4,1477.01,2208.6,2998.59,1976.3,1729.44,3463.12,4969.62,3939.18,5549.05,5940.11,6664.62,0
1572.1,7970.28,7469.05,7645.84,7719.04,7287.34,839.362,5509.35,3237.78,2270.6,7405.4,7301.6,628.034,7941.02,4723.8,1559.85,3654.66,978.791,1117.15,6596.44,6822.94,7492.29,5974.96,3355.55,1102.16,4904.77,7970.28,3464.21,5
726.59,8040.28,7680.52,4561.79,2791.75,8040.28,694.5060000000002,747.184,468.49300000000005,7745.22,7701.49,1986.33,495.549,2183.73,369.119,1207.66,487.516,3580.38,1255.14,7521.65,5485.59,1216.89,1953.1,373.937,702.2310000000001,382.656,7234.11,2988.08,0
4584.56,8184.25,5966.53,1132.78,8184.25,8083.37,231.002,2209.07,582.994,7624.17,547.578,2569.76,492.395,2039.82,2097.45,1010.2,446.708,1420.82,3218.79,1477.03,4193.15,663.328,6681.45,299.057,7635.35,867.6289999999998,7022.73,376.239,0
3935.41,7762.85,6916.06,7762.85,7559.95,5869.84,4443.72,6049.13,6236.95,6614.2,6510.51,6934.97,6851.68,5412.42,6896.69,1346.98,2779.27,1060.69,1197.21,7677.88,639.4680000000002,1771.86,601.346,5760.23,574.327,5599.97,6218.4,5812.49,0
3536.76,7751.97,7751.97,7219.42,884.4839999999998,6412.04,6374.81,6997.41,775.579,7338.48,6932.45,772.5,621.188,7478.58,444.379,3598.68,3867.35,1382.85,3105.93,6023.32,6752.65,3712.58,1101.9,6081.7,4579.33,1995.99,7031.89,4981.32,2
1348.74,7853.54,7788.92,5513.21,6850.11,3241.51,7769.94,7820.35,4550.06,5088.84,7439.38,7623.93,1605.02,7853.54,2521.84,7812.69,2496.0,1075.53,1217.69,2831.16,2167.84,3479.72,1019.54,499.473,3864.73,4336.25,7579.05,7359.18,0
3569.94,3569.94,1920.16,754.8710000000002,-641.58,750.837,238.636,477.05800000000005,349.164,-1359.94,2419.3,3075.44,828.948,2945.96,2106.79,101.292,427.716,1915.05,2467.66,1850.7,1000.92,-178.821,594.231,1486.2,1177.42,326.012,3130.64,640.553,4
419.68,6570.98,3780.81,2791.42,2785.34,3286.72,3845.41,3997.68,4206.22,2943.74,514.599,5084.22,704.051,643.097,5619.89,6570.98,5611.64,608.388,1059.19,390.403,3827.96,2952.3,2127.1,400.88,544.94,335.7519999999999,4845.48,283.915,3
441.489,3396.67,3318.48,3141.5,293.119,3001.86,773.362,3396.67,882.082,451.592,252.742,1947.16,369.578,1390.85,411.769,901.212,2120.85,698.187,502.694,997.572,2266.63,2611.2,387.315,298.588,355.958,294.934,2268.75,775.681,1
397.961,8135.47,1443.24,1066.79,8135.47,8061.55,311.331,774.6,662.757,4344.43,677.2689999999999,970.746,276.568,5334.71,433.727,1047.41,414.93,1438.04,1044.13,3401.66,7177.13,4010.49,2696.7,400.08,549.9209999999998,365.42800000000005,5966.39,310.525,0
3316.09,8245.05,5537.67,8245.05,256.018,6918.92,7649.73,1136.67,1889.3,7817.59,7770.74,7648.66,520.096,8036.09,4584.58,6495.66,7106.94,494.389,3230.13,8033.76,244.503,2360.95,904.131,7471.78,1210.6,4230.24,7663.04,7474.08,0
1746.51,8288.66,7054.44,5560.93,4167.91,4834.25,2312.98,6790.35,6455.45,6378.63,7518.83,3624.14,454.809,3211.31,6022.39,4083.17,5843.15,1736.48,6159.17,8288.66,6748.37,3902.26,4697.43,5038.12,496.076,3338.99,6698.82,5605.54,0
1459.24,7435.53,4636.93,4563.38,763.4830000000002,1442.6,1999.55,7195.47,7435.53,6830.35,4035.82,3299.0,1104.57,5514.91,4760.24,1209.95,180.932,1326.81,6142.94,6206.3,4953.25,2837.5,3600.19,2807.09,1458.54,865.809,4969.11,630.373,2
4628.81,7001.76,7001.76,6555.3,2031.67,4771.56,388.61300000000006,1543.27,1082.03,4992.01,6774.35,6829.49,6809.64,454.925,6119.06,1441.23,1483.87,2612.87,5412.33,2737.63,3044.18,5853.27,1068.06,1369.75,438.981,3526.93,6506.65,5091.0,0
1470.69,7629.5,1005.04,913.504,7035.26,632.271,581.111,5690.52,4484.16,846.66,4899.41,6775.79,3661.95,438.112,1780.69,746.405,310.869,4777.28,2647.11,7629.5,1055.85,5489.68,4501.44,426.237,778.672,601.46,7294.65,1146.7,0
627.215,7836.99,6194.15,2324.1,6183.17,7065.18,5975.54,7646.95,641.9580000000002,6226.73,7788.28,7836.99,4321.23,7536.35,5517.99,7243.04,2579.83,711.688,1629.34,7232.34,225.768,2834.7,603.138,2679.28,1896.14,7682.47,7829.87,7757.91,0
836.0310000000002,2298.01,1445.87,1347.31,1284.24,1069.51,1285.07,858.488,627.135,1078.79,1468.72,2223.07,2132.59,1750.3,887.346,2295.74,1234.99,883.64,1817.23,1050.05,1810.29,1812.28,484.622,1378.29,663.505,517.774,1056.75,2298.01,1
3610.04,7424.11,6817.52,1667.45,5326.92,4375.97,869.955,7424.11,1610.13,3590.3,528.758,3997.39,1492.0,4339.3,1078.36,2977.84,3535.62,698.166,3386.49,3354.58,1797.37,4026.63,5916.86,380.84,2149.87,506.302,5420.45,1680.38,2
708.3789999999998,8042.71,8042.71,2269.53,6752.53,7830.85,1361.98,1777.25,2857.14,598.335,4182.14,7803.24,448.151,1201.59,1012.05,785.441,427.136,3631.61,649.122,2905.03,2562.35,363.002,1034.51,378.339,5221.4,637.911,7426.22,768.801,0
4031.66,7741.94,7680.28,7076.43,1064.04,7313.75,7212.35,7396.14,4595.11,7103.88,6692.71,7480.85,7741.94,6941.09,415.472,1251.91,250.495,2842.05,793.633,5004.73,5926.51,1940.72,5783.17,255.563,6624.53,318.023,6675.07,627.265,0
589.273,8455.01,7912.21,3661.04,8440.72,8455.01,330.9190000000001,6011.51,5533.49,1378.18,580.648,416.52,521.636,1303.64,385.161,856.2489999999998,484.927,1250.81,2913.32,1029.53,6782.27,6768.06,6766.69,332.2530000000001,1784.16,475.575,7265.38,363.351,0
1014.02,7969.78,2969.75,7969.78,7381.35,5339.17,4135.86,7511.03,5611.45,2525.67,7742.92,7153.2,1029.68,511.176,1012.13,7025.96,5545.18,593.836,4955.07,3964.82,6073.48,4778.5,912.877,5473.61,1038.19,1590.9,7535.95,5073.47,0
2686.94,7883.21,7658.24,1226.72,1104.14,4502.17,7656.33,7616.66,2594.44,5628.92,7385.56,7883.21,6086.25,847.73,1128.82,1187.51,294.645,3868.49,567.795,6990.48,2828.42,2374.52,722.31,668.135,5057.21,636.661,7186.23,770.217,0
8423.15,8423.15,8110.62,8036.29,726.3760000000002,477.799,6820.53,6591.47,2584.0,6537.26,1811.62,4449.08,6980.46,1412.7,6256.78,1997.18,1323.25,1199.28,5776.54,698.575,5966.0,777.9789999999998,6196.25,2100.03,2774.35,598.356,8194.04,897.87,0
3288.81,8301.41,6453.35,8301.41,3448.46,5263.58,7856.11,6793.57,1054.11,8073.59,7904.1,7997.81,2580.19,7041.46,7305.75,4816.11,4773.75,807.97,1595.33,6076.12,2507.43,3713.68,384.546,1354.8,524.819,4954.41,7996.13,7947.09,0
4472.12,8087.63,7682.79,3761.95,7965.83,8087.63,197.307,1682.05,803.202,6869.9,479.818,5067.66,1012.39,2913.87,2345.39,1099.27,525.306,1720.56,3873.76,1446.33,5981.71,879.836,7036.51,347.886,6746.21,946.118,6629.77,519.826,0
958.66,8208.55,6796.28,5523.2,635.553,5726.43,2932.96,1885.42,6985.17,7359.69,7721.32,7954.28,449.717,431.043,3246.76,1359.92,7285.57,698.066,5918.89,8208.55,6885.88,4329.49,5294.66,6173.4,797.54,7101.0,7405.84,5611.57,0
3713.96,8246.43,6999.26,7952.08,7938.31,6701.38,7481.14,7580.75,3632.8,1689.1,1160.85,7600.64,898.692,6425.2,7474.9,7584.27,828.316,1440.55,4431.73,8246.43,2561.9,2361.2,1138.05,5677.66,6475.55,389.565,7477.55,4215.05,0
873.577,6903.04,4925.73,5645.35,1980.13,4860.4,6903.04,6535.77,6241.66,4156.96,4557.74,1738.63,305.173,1694.11,3536.38,361.717,1780.52,1326.39,2601.13,4764.0,3431.22,3068.28,3534.73,3991.68,2339.83,6685.36,1335.08,700.863,2
471.107,8160.4,7752.52,1690.45,6255.75,8160.4,382.013,400.02,350.5180000000001,2912.88,1393.64,1508.41,564.5459999999998,2147.28,326.126,932.714,434.597,1933.46,2200.18,7672.09,1528.23,957.656,3035.69,331.3730000000001,4685.24,321.0490000000001,7425.51,474.587,0
1325.44,8339.82,3351.07,8188.21,1344.94,6523.65,5912.21,7602.64,1004.16,4610.37,7752.64,7077.63,1000.98,4057.22,2257.51,8339.82,5423.56,407.349,3404.37,8053.74,6399.62,4693.55,591.785,6227.52,902.544,4733.8,7421.78,1588.38,0
5560.4,7079.11,7079.11,6006.75,5365.33,4628.71,3762.9,4632.86,3990.89,3387.47,5574.44,6110.59,768.821,5457.33,573.024,5045.67,2511.17,3859.04,3550.64,4420.13,4496.77,2892.34,4045.45,1366.21,1649.61,1049.63,6026.87,629.614,3
1153.31,7727.88,5820.13,7024.78,6982.47,5968.36,5571.6,5821.83,2167.71,6739.91,6915.75,7117.77,3274.8,7727.88,5580.7,5175.99,2076.1,700.197,2529.4,7136.06,385.071,2432.71,3765.57,1919.27,2947.63,2413.77,6329.22,3789.26,0
5490.08,5657.84,5652.73,534.439,5183.67,4887.56,4736.67,5204.81,1709.41,5657.84,4861.62,3536.46,1120.81,2149.81,1534.19,3543.11,2010.11,1752.04,2969.76,5293.58,4859.29,2709.99,588.915,1685.95,2371.64,385.27,5397.59,4217.14,1
674.2819999999998,7662.52,7616.98,4252.25,5262.72,6018.19,575.7769999999998,7623.24,3219.17,1039.96,557.503,821.7339999999998,275.468,989.249,564.487,552.604,830.0369999999998,1121.24,1359.26,7662.52,7162.46,5286.93,1946.5,390.923,1358.42,647.7719999999998,6831.29,1046.8,0
1657.28,5591.24,4020.44,3474.66,3554.22,3175.09,817.5239999999999,4462.53,5307.08,5352.43,5591.24,3008.13,1460.4,4732.75,4199.3,1510.76,4330.13,1226.73,1743.86,2485.02,2361.3,2507.06,2966.91,3006.86,5365.06,798.117,3818.49,1042.83,2
397.796,6429.93,6026.62,3896.86,2106.27,2850.92,3559.06,2651.33,3355.75,3948.93,5429.17,4962.91,913.414,2494.93,4761.41,6429.93,5382.63,610.346,3480.94,3049.86,3180.79,2818.11,2686.59,1439.32,3016.04,1062.21,4256.72,1622.41,1
4605.1,6844.22,6432.69,3668.83,4489.56,5664.87,5833.9,943.41,413.177,2038.13,3418.17,4262.28,278.032,530.8009999999998,3393.93,1330.31,503.784,3373.27,1978.48,2751.45,3302.85,371.168,1185.01,494.74,6844.22,368.2480000000001,3478.2,1798.61,0
500.716,8200.48,4007.4,7989.5,7791.61,7393.19,7564.74,7491.47,7561.2,7498.42,7958.7,7906.64,534.8480000000002,7419.74,1281.09,8200.48,7563.66,715.388,5220.03,8012.15,1682.55,950.852,5757.46,4893.4,1209.08,7701.7,7915.22,4807.66,0
5476.76,8040.35,5627.41,7032.97,1499.23,6248.29,6440.04,6430.29,1243.6,7097.09,5104.95,7574.34,2707.04,8040.35,1466.08,5105.78,7659.94,593.3290000000002,3423.65,8011.32,6524.75,2490.83,3605.9,3487.72,5937.59,2515.82,6960.41,5617.86,0
752.1210000000002,7458.06,7072.72,6441.24,495.372,4238.63,6056.43,3848.88,6528.08,3995.69,7178.73,6442.04,418.695,3570.12,1057.46,7458.06,2595.34,707.6489999999999,5258.35,6247.81,6199.12,1053.45,5762.94,6346.5,2564.04,4554.36,6907.72,6195.26,0
773.702,8123.9,7665.48,7247.65,1179.51,7059.28,7185.43,5283.23,6926.84,7893.91,7824.13,7732.44,530.7769999999998,3443.04,1399.53,8123.9,5911.21,812.2080000000002,5777.82,4770.88,6369.92,2329.68,5816.29,4042.74,3160.14,5787.69,7381.22,7344.38,0
543.804,7696.92,7461.4,966.361,825.6239999999998,7696.92,498.604,438.075,4056.49,7639.39,3055.16,1677.63,422.031,4139.48,403.802,1010.15,429.61,1776.45,1417.33,7261.58,2555.69,935.816,718.0160000000002,348.2530000000001,1110.48,363.071,7153.65,506.533,0
437.461,7765.9,7765.9,7306.18,2397.51,4379.91,257.572,810.794,1650.1,5969.69,441.166,297.717,610.499,1357.3,361.405,931.584,339.668,1189.06,1638.68,525.674,6132.39,7482.94,1913.35,246.632,986.76,351.5780000000001,6810.06,244.54,0
1296.18,5778.04,5778.04,4381.33,3736.48,3523.29,4021.99,4241.7,4004.78,4706.61,3822.36,5515.15,453.054,5232.71,4356.0,3295.56,4669.1,417.891,492.168,2485.92,3650.12,3516.34,790.562,412.23800000000006,360.309,305.44,4282.12,672.939,3
7970.09,7970.09,6408.11,7881.01,905.227,7642.35,1680.66,3154.96,7675.9,5812.66,7526.9,7906.67,4325.14,4715.66,4667.91,1280.58,790.1089999999998,1402.41,6681.5,7598.2,4752.59,858.0139999999999,736.2760000000002,1849.43,7147.46,1292.72,7560.35,2112.72,0
1419.72,7770.85,5183.82,7770.85,2736.85,7386.06,7429.92,7520.0,4905.46,6596.34,5063.49,6703.59,2648.72,7031.72,790.057,4123.41,4279.6,477.909,4373.2,6283.43,2723.32,1771.56,5860.97,6055.44,2155.04,7331.59,6997.66,6480.06,0
1305.41,8298.49,7487.03,8298.49,8207.18,7233.54,7583.9,7733.62,6438.4,6671.65,7757.68,7442.74,7539.97,5262.1,6035.33,1191.06,2438.59,1018.88,1388.08,7866.52,668.1560000000002,1810.81,571.169,7476.94,932.887,2404.82,7335.54,2052.45,0
3619.83,8138.73,7347.81,8107.1,965.536,7842.32,7798.38,7944.58,5070.18,7663.33,1773.13,7678.64,2254.42,8005.59,6582.93,7143.08,7558.87,2554.54,4157.6,8138.73,2925.44,2557.8,687.373,5987.36,7756.05,2280.89,7537.94,1335.67,0
411.154,8261.6,7717.69,1125.4,8261.6,8054.81,414.626,565.84,555.132,5176.1,1902.12,349.791,407.644,1062.98,283.943,1043.65,769.7919999999998,1442.28,1992.33,7611.83,3140.29,2098.94,1969.18,243.21,2694.69,308.0490000000001,7253.93,463.02,0
2018.56,8479.27,7583.74,8183.51,8302.11,7837.47,7806.22,8091.07,4380.38,7665.47,7543.86,7955.93,2662.14,8479.27,7519.54,5747.71,3731.82,832.796,3429.38,8286.42,355.858,2649.06,6511.91,830.4889999999998,6027.88,5863.77,7948.54,7724.59,0
2343.28,8048.78,6532.11,7127.94,3931.78,5768.6,6166.47,6426.86,4154.6,7106.17,7241.76,7324.32,2651.67,8048.78,1064.23,4461.01,5583.03,433.783,4154.88,8016.56,1699.65,1908.13,4963.24,1338.44,6215.58,4858.1,6898.29,1919.44,0
840.8330000000002,1124.3,1124.3,724.14,317.79,966.829,740.7410000000001,422.557,625.144,620.155,489.457,573.4,316.818,696.6460000000002,-12.3454,763.9689999999998,530.028,432.11,490.56,387.4380000000001,520.856,313.143,586.6569999999998,420.162,299.324,246.852,341.106,331.656,1
481.329,1964.48,1406.31,1964.48,700.0060000000002,691.245,866.953,722.242,729.1239999999998,619.933,525.937,847.4860000000001,927.046,792.477,1091.29,1061.37,1143.67,596.724,1622.95,1465.58,1305.82,1813.75,1479.32,1541.39,1363.7,1126.46,613.181,844.8660000000001,1
3185.04,8379.13,7975.9,7611.18,7710.87,6325.62,6208.03,6593.82,6655.03,5183.21,7347.47,7794.33,5222.63,8379.13,1058.43,3313.64,7682.29,651.616,4510.25,8226.33,200.155,2237.49,3179.16,1558.26,3505.39,6503.22,5136.98,745.294,0
995.081,8343.75,7239.18,6471.1,2904.01,7907.02,7853.45,8036.37,1120.27,3187.88,2201.98,7808.14,2399.16,2467.19,4298.32,8343.75,312.524,620.7,4489.53,7914.82,1862.84,3821.66,6198.78,1326.79,2382.16,469.695,7611.79,5935.54,0
444.782,7621.46,2884.89,4705.92,2512.81,3900.82,3913.71,2393.68,4782.49,5472.96,6568.9,6933.69,540.326,7524.95,3005.14,7621.46,7225.84,745.717,5037.85,6602.45,4210.01,2350.1,3463.48,3895.06,2077.89,5669.44,5701.79,6644.54,0
5221.26,8004.42,3011.2,4577.87,731.2389999999998,4322.64,1733.55,6278.27,7173.09,8004.42,7460.58,2952.74,1749.78,1599.82,3662.74,1103.03,508.42800000000005,1276.01,2793.85,3834.13,5478.23,5133.34,4159.24,2697.92,996.194,831.798,7520.77,675.454,2
5401.92,7175.82,7175.82,646.633,6992.76,6821.04,628.393,498.208,829.367,6540.82,5634.25,2520.78,646.443,2480.31,393.174,1144.23,1030.17,1839.94,1984.99,1481.55,5408.64,345.624,5503.73,290.106,3075.72,593.684,5507.69,500.582,0
4753.84,7120.22,815.954,4271.98,5630.05,7120.22,835.9739999999998,2987.67,6518.59,6940.13,1823.87,6253.35,2269.18,2009.86,2426.19,840.12,166.593,1035.48,2712.45,2514.2,4144.91,4229.3,5121.63,1980.0,6016.4,2358.39,6402.35,1513.73,2
869.954,7904.69,6001.27,552.194,708.9019999999998,6288.34,278.628,7904.69,3747.39,1421.57,4291.07,7726.45,597.13,534.0790000000002,303.448,2634.67,1746.24,2022.79,3755.75,2805.45,5871.88,2048.74,865.107,2723.25,994.586,373.111,7294.17,1071.82,0
1824.95,8056.59,6999.25,8056.59,7305.72,4991.92,7483.0,7567.32,7308.87,5318.85,5108.86,7365.7,3076.29,1992.35,704.12,2089.68,621.703,1774.5,1705.83,2759.89,384.397,2328.52,588.504,6553.05,4294.59,7545.11,7434.14,7460.77,0
7975.02,8178.47,7978.39,7965.06,7974.52,2916.63,6743.17,7176.43,6776.32,7879.58,5395.15,8004.17,7982.43,8178.47,6811.8,2154.7,7401.62,1084.21,1568.46,6131.04,3484.51,1747.61,361.602,6656.21,540.611,6813.46,7573.5,1127.32,0
792.128,8074.43,7665.9,6397.1,5687.46,4533.29,7620.16,7825.89,678.797,7770.89,7395.42,7606.69,2483.2,6263.85,6972.73,2664.05,6640.68,692.31,1727.97,8074.43,297.428,3465.16,401.278,664.82,5477.71,5351.46,7594.12,4885.73,0
589.71,8061.28,7192.85,7639.98,424.882,7094.37,7048.36,7387.92,7058.71,4094.64,7763.08,7066.31,411.843,1793.41,4435.01,7264.92,1153.51,570.0830000000002,5282.35,8061.28,6580.94,2212.32,6031.47,5046.55,1047.81,4174.04,7604.89,7523.25,0
1432.35,7831.57,7731.43,7194.92,1544.4,6473.36,718.385,6923.17,6769.29,7284.07,7742.06,7831.57,7796.33,926.976,1207.7,2816.32,2217.47,1669.54,4088.6,2615.53,5755.38,6420.18,3627.4,5822.96,6406.6,643.828,6985.69,5910.37,0
7015.11,7862.89,4574.28,7862.89,2851.75,7286.71,1353.49,6172.69,5893.29,1117.61,5495.62,7185.31,967.305,2028.7,4152.6,849.4680000000002,1340.37,2754.0,4279.96,567.387,1749.42,440.11800000000005,6754.08,331.07,4573.94,3042.15,5600.54,2158.5,0
