No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Nongzhanguan,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
14221,2014,10,14,12,89.0,8.0,79.0,900,16.0,19.9,1014.2,1.3,0.0,3.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49.0
20909,2015,7,20,4,67.0,2.0,33.0,800,22.0,22.8,1004.0,22.0,2.2,0.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67.0
16909,2015,2,3,12,163.0,86.0,87.0,2100,30.0,5.0,1026.0,-9.6,0.0,4.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163.0
29036,2016,6,22,19,74.0,2.0,37.0,900,212.0,32.1,995.7,20.0,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,74.0
17799,2015,3,12,14,49.0,15.0,41.0,800,75.0,11.8,1009.8,-17.8,0.0,1.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,49.0
3155,2013,7,10,10,17.0,5.0,33.0,900,22.0,25.2,1001.7,22.1,0.0,1.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29.0
2849,2013,6,27,16,71.0,9.0,28.0,500,252.0,34.3,992.1,15.2,0.0,2.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.0
26554,2016,3,11,9,38.0,8.0,44.0,500,41.0,2.1,1023.1,-18.6,0.0,2.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0
31138,2016,9,18,9,25.0,2.0,36.0,700,9.0,19.5,1016.5,17.1,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0
2194,2013,5,31,9,127.0,51.0,53.0,900,68.0,25.1,999.9,13.9,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,93.0
8787,2014,3,2,2,195.0,38.0,90.0,2400,2.0,-0.8,1018.6,-4.7,0.0,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,136.0
5486,2013,10,15,13,8.0,8.0,7.0,300,51.0,16.4,1024.5,-7.3,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0
4254,2013,8,25,5,74.0,6.0,105.0,800,1.0,21.9,1004.7,17.3,0.0,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46.0
4712,2013,9,13,7,43.0,2.0,80.0,600,4.0,18.8,1003.6,18.0,0.0,1.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0
3903,2013,8,10,14,181.0,16.0,38.0,1300,302.0,35.1,1000.0,24.4,0.0,3.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,161.0
9541,2014,4,2,12,147.0,23.0,24.0,700,149.0,22.5,1010.5,2.6,0.0,4.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0
12508,2014,8,4,3,122.0,3.0,78.0,1100,5.0,26.0,997.4,24.2,0.2,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0
18631,2015,4,16,6,66.0,2.0,8.0,200,81.0,12.3,1009.3,-14.5,0.0,4.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.0
11091,2014,6,6,2,237.0,17.0,98.0,1100,65.0,24.1,999.4,18.7,0.0,2.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.0
19032,2015,5,2,23,96.0,2.0,37.0,600,102.0,19.8,1005.4,13.0,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52.0
11221,2014,6,11,12,14.0,6.0,13.0,400,118.0,26.8,1006.1,12.4,0.0,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0
25431,2016,1,24,14,43.0,5.0,15.0,300,73.0,-5.8,1033.6,-27.0,0.0,4.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.0
2454,2013,6,11,5,76.0,4.0,72.0,800,2.0,17.7,1005.4,16.2,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50.0
9677,2014,4,8,4,224.0,19.0,108.0,1700,2.0,9.2,1010.7,5.4,0.0,1.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,184.0
30461,2016,8,21,4,73.0,2.0,95.0,1300,6.0,23.9,1004.0,21.6,0.0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.0
23063,2015,10,17,22,363.0,14.0,212.0,3900,7.0,13.5,1015.6,12.2,0.0,1.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,363.0
8233,2014,2,7,0,65.0,48.0,53.0,1100,14.0,-1.4,1026.3,-5.4,0.0,1.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0
30244,2016,8,12,3,75.0,3.0,35.0,700,54.0,30.7,1001.0,26.4,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72.0
17676,2015,3,7,11,243.0,58.0,98.0,2500,40.0,8.3,1015.9,-4.5,0.0,1.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,243.0
4997,2013,9,25,4,35.0,3.0,72.0,500,1.0,6.9,1018.9,4.9,0.0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
15306,2014,11,28,17,159.0,23.0,83.0,1100,25.0,7.0,1013.0,-4.1,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85.0
11979,2014,7,13,2,99.0,5.0,93.0,600,23.0,25.2,998.6,12.8,0.0,1.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31.0
19984,2015,6,11,15,8.0,2.0,14.0,300,101.0,28.0,992.6,9.3,0.0,4.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0
29097,2016,6,25,8,39.0,2.0,43.0,400,41.0,29.0,1004.8,8.1,0.0,0.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.0
10534,2014,5,13,21,96.0,2.0,42.0,200,94.0,23.9,998.7,-7.3,0.0,3.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23.0
21719,2015,8,22,22,104.0,21.0,29.0,2200,97.0,24.5,1003.2,18.9,0.0,1.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,59.0
21527,2015,8,14,22,100.0,4.0,84.0,900,65.0,26.8,1000.0,15.5,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35.0
1270,2013,4,22,21,162.0,30.0,89.0,1200,33.0,13.4,1008.3,6.3,0.0,1.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,136.0
15992,2014,12,27,7,253.0,98.0,126.0,6500,2.0,-7.0,1023.0,-11.2,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.0
75,2013,3,4,2,42.0,7.0,17.0,400,74.0,8.4,1018.7,-13.9,0.0,1.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26.0
31651,2016,10,9,18,73.0,5.0,50.0,500,29.0,14.8,1016.4,1.0,0.0,1.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32.0
16603,2015,1,21,18,18.0,10.0,38.0,400,60.0,3.0,1023.0,-16.2,0.0,1.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.0
33955,2017,1,13,18,21.0,11.0,34.0,300,55.0,2.175,1022.0,-22.9,0.0,3.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.0
18605,2015,4,15,4,140.0,6.0,113.0,1200,4.0,10.0,996.0,5.2,0.0,0.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71.0
26563,2016,3,11,18,56.0,7.0,38.0,500,65.0,6.6,1015.8,-17.5,0.0,3.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29.0
6182,2013,11,13,13,248.0,71.0,121.0,4200,3.4272,9.3,1014.9,0.5,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,197.0
21931,2015,8,31,18,30.0,2.0,39.0,800,76.0,22.0,1008.3,19.4,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.0
26471,2016,3,7,22,21.0,2.0,17.0,200,75.0,2.7,1023.3,-22.2,0.0,2.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
30697,2016,8,31,0,96.0,6.0,94.0,1100,46.0,23.1,996.6,16.6,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49.0
33643,2016,12,31,18,465.0,20.0,175.0,4900,7.0,-1.3,1021.9,-6.5,0.0,0.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,406.0
12091,2014,7,17,18,149.0,10.0,43.0,2800,162.0,27.7,1002.3,22.9,0.0,1.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,149.0
979,2013,4,10,18,31.0,3.0,25.0,400,85.2516,10.5,1013.2,-12.9,0.0,1.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.0
21822,2015,8,27,5,5.0,2.0,17.0,400,52.0,21.4,1005.7,16.4,0.0,0.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0
4897,2013,9,21,0,140.0,7.0,140.0,1700,1.0,19.8,1011.5,17.8,0.0,1.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,69.0
23774,2015,11,16,13,86.0,12.0,104.0,1600,13.0,8.0,1015.0,1.6,0.0,1.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0
12249,2014,7,24,8,219.0,5.0,113.0,1400,2.0,26.0,1001.4,20.8,0.0,1.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0
26170,2016,2,24,9,37.0,24.0,80.0,1700,12.0,-2.4,1032.6,-16.9,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0
15414,2014,12,3,5,27.0,10.0,32.0,400,32.0,-5.0,1023.0,-27.0,0.0,3.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.0
12434,2014,8,1,1,153.0,6.0,46.0,1600,85.0,26.2,1002.4,23.1,0.0,1.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,153.0
7542,2014,1,9,5,25.0,4.0,5.0,400,54.0,-4.9,1028.9,-25.6,0.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0
24734,2015,12,26,13,203.0,12.0,84.0,4100,12.0,-1.9,1021.8,-4.6,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,203.0
34258,2017,1,26,9,283.0,53.0,85.0,4200,4.0,-2.575,1016.5,-6.9,0.0,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,283.0
26625,2016,3,14,8,128.0,24.0,77.0,2100,11.0,0.8,1021.4,-5.5,0.0,1.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0
17760,2015,3,10,23,87.0,25.0,77.0,1100,30.0,3.4,1020.3,-15.8,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,75.0
8306,2014,2,10,1,6.0,23.0,22.0,300,54.0,-6.7,1033.7,-20.7,0.0,2.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
29530,2016,7,13,9,41.0,5.0,41.0,800,51.0,29.3,1001.1,20.5,0.0,1.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29.0
11785,2014,7,5,0,154.0,2.0,96.0,1500,15.0,24.6,1003.1,22.3,0.0,1.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,142.0
22777,2015,10,6,0,349.0,3.0,179.0,2500,4.0,15.7,1013.2,14.9,0.0,1.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,349.0
30595,2016,8,26,18,12.0,2.0,11.0,300,111.0,28.7,1009.9,8.9,0.0,1.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0
23674,2015,11,12,9,154.0,3.0,57.0,2700,3.0,5.7,1027.7,5.1,0.0,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.0
7726,2014,1,16,21,403.0,129.0,110.0,4800,4.0,-1.1,1026.9,-3.6,0.0,1.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,376.0
35038,2017,2,27,21,86.0,8.0,101.0,100,6.0,13.0,1014.7,-8.9,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,54.0
25444,2016,1,25,3,36.0,9.0,27.0,400,59.0,-4.5,1029.3,-23.1,0.0,3.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.0
17988,2015,3,20,11,169.0,2.0,23.0,300,80.0,16.9,1015.7,-16.3,0.0,3.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32.0
21459,2015,8,12,2,144.0,5.0,26.0,1100,127.0,26.9,1003.3,21.4,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90.0
