No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Wanshouxigong,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
3765,2013,8,4,20,60.0,6.0,12.0,1900,152.0,23.1,994.1,19.1,2.0,2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,180.0
5558,2013,10,18,13,336.0,89.0,189.0,3000,14.0,17.2,1016.9,6.7,0.0,1.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284.0
15321,2014,11,29,8,307.0,15.0,120.0,5500,6.0,0.1,1021.0,-0.8,0.0,0.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,214.0
1628,2013,5,7,19,170.0,82.0,37.0,1800,236.0,24.9,1006.7,9.2,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,147.0
13399,2014,9,10,6,102.0,4.0,98.0,1400,4.0,20.7,1008.0,15.3,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70.0
32870,2016,11,29,13,248.0,50.0,110.0,3800,4.0,4.2,1030.5,-3.1,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,193.0
28088,2016,5,14,7,29.0,2.0,34.0,600,67.0,13.4,1013.8,9.6,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29.0
31283,2016,9,24,10,66.0,3.0,64.0,900,39.0,22.025,1007.0,17.0,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66.0
27523,2016,4,20,18,137.0,4.0,32.0,500,131.0,24.9,1003.6,-1.1,0.0,3.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,55.0
22471,2015,9,23,6,20.0,2.0,37.0,700,26.0,15.6,1006.1,13.3,0.0,1.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.0
30925,2016,9,9,12,10.0,4.0,18.0,400,63.0,29.5,1004.5,12.0,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0
1100,2013,4,15,19,213.0,37.0,36.0,800,69.0,12.4,995.8,4.4,0.0,2.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,194.0
2329,2013,6,6,0,174.0,11.0,43.0,2299,5.0,19.2,1005.6,17.3,0.0,1.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.0
8891,2014,3,6,10,14.0,21.0,22.0,500,65.0,4.9,1025.3,-22.2,0.0,1.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0
22219,2015,9,12,18,28.0,2.0,20.0,300,71.0,24.8,1010.0,5.0,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0
18805,2015,4,23,12,135.0,21.0,95.0,1200,47.0,21.4,1009.7,5.7,0.0,1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0
23382,2015,10,31,5,40.0,2.0,53.0,800,2.0,2.7,1028.1,-2.6,0.0,1.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0
26833,2016,3,23,0,160.0,17.0,72.0,1000,4.0,7.8,1024.0,-0.9,0.0,1.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0
19411,2015,5,18,18,44.0,3.0,15.0,300,118.0,26.7,996.6,-5.1,0.0,4.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.0
31118,2016,9,17,13,29.0,3.0,26.0,700,46.0,23.4,1014.3,14.7,0.0,1.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0
13777,2014,9,26,0,83.0,2.0,66.0,1000,19.0,18.9,1007.1,15.0,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,83.0
10905,2014,5,29,8,193.0,16.0,137.0,1300,18.0,30.9,991.6,10.8,0.0,2.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0
16204,2015,1,5,3,184.0,76.0,105.0,3800,2.0,3.0,1009.0,-7.0,0.0,1.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,111.0
20912,2015,7,20,7,104.0,2.0,35.0,1000,8.0,22.7,1004.5,22.0,0.0,1.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.0
9547,2014,4,2,18,141.0,35.0,46.0,2500,110.0,17.2,1012.0,3.8,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,141.0
1507,2013,5,2,18,151.0,68.0,47.0,1200,114.0,22.1,1002.2,3.7,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,105.0
27749,2016,4,30,4,225.0,4.0,85.0,1900,13.0,13.6,998.9,12.0,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.0
23249,2015,10,25,16,48.0,10.0,41.0,600,37.0,13.1,1020.5,-3.2,0.0,2.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0
13892,2014,9,30,19,61.0,5.0,43.0,500,45.0,13.0,1015.5,3.9,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27.0
18759,2015,4,21,14,80.0,6.0,25.0,500,111.0,25.7,1002.0,-2.9,0.0,2.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34.0
31140,2016,9,18,11,27.0,2.0,38.0,700,23.0,20.6,1016.6,16.8,0.0,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27.0
32148,2016,10,30,11,134.0,10.0,71.0,1300,3.0,7.7,1021.2,1.1,0.0,1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0
16518,2015,1,18,5,133.0,64.0,96.0,2300,8.0,0.0,1016.0,-10.5,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,122.0
3705,2013,8,2,8,19.0,3.0,55.0,1100,21.0,25.4,1000.0,21.9,0.0,1.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0
34081,2017,1,19,0,110.0,20.0,82.0,1600,2.0,-2.9,1026.5,-12.1,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,73.0
15164,2014,11,22,19,91.0,20.0,98.0,1900,5.0,4.3,1023.0,-7.8,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64.0
12346,2014,7,28,9,178.0,5.0,50.0,1100,81.0,30.3,999.0,21.1,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,147.0
16860,2015,2,1,11,50.0,29.0,48.0,900,24.0,1.0,1032.0,-18.4,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34.0
17664,2015,3,6,23,302.0,69.0,136.0,3300,6.0,1.9,1012.5,-6.4,0.0,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,282.0
20340,2015,6,26,11,118.0,2.0,38.0,1000,97.0,24.6,997.3,20.3,0.0,1.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.0
6053,2013,11,8,4,193.0,14.0,79.0,2800,6.8544,1.2,1014.1,-2.6,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,130.0
6409,2013,11,23,0,386.0,174.0,128.0,5600,7.0,-0.4,1014.9,-2.5,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383.0
16067,2014,12,30,10,24.0,13.0,58.0,700,25.0,5.9,1019.0,-14.8,0.0,2.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0
30149,2016,8,8,4,62.0,2.0,39.0,1300,19.0,24.0,1005.6,22.6,0.0,0.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,62.0
35001,2017,2,26,8,31.0,15.0,68.0,800,17.0,3.7,1022.2,-8.4,0.0,1.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0
4904,2013,9,21,7,91.0,6.0,53.0,700,1.0,21.2,1009.9,15.5,0.0,1.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26.0
28066,2016,5,13,9,119.0,3.0,83.0,1000,7.0,18.3,1018.9,3.0,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0
34213,2017,1,24,12,66.0,18.0,63.0,1600,45.0,-0.933333333,1034.333333,-15.8,0.0,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65.0
125,2013,3,6,4,187.0,77.0,131.0,2799,78.0,4.7,1006.7,-6.0,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.0
2337,2013,6,6,8,64.0,7.0,38.0,2399,2.0,18.6,1004.5,17.8,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.0
19552,2015,5,24,15,126.0,24.0,22.0,1000,224.0,31.2,1000.3,8.2,0.0,5.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65.0
20004,2015,6,12,11,21.0,2.0,10.0,100,90.0,26.9,993.9,7.9,0.0,5.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0
34007,2017,1,15,22,92.0,21.0,65.0,1200,1.0,-4.1,1027.25,-8.1,0.0,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80.0
2575,2013,6,16,6,154.0,20.0,83.0,600,52.0,24.2,998.0,16.2,0.0,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,135.0
598,2013,3,25,21,120.0,38.0,80.0,1200,36.0,6.2,1011.8,-7.8,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,106.0
22922,2015,10,12,1,37.0,2.0,47.0,400,11.0,16.9,1017.3,-3.8,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
34477,2017,2,4,12,328.0,60.0,110.0,3600,23.0,6.0,1014.2,-8.3,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,328.0
31016,2016,9,13,7,90.0,2.0,71.0,1100,2.0,20.0,1015.0,19.0,0.0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0
15784,2014,12,18,15,194.0,92.0,106.0,3600,9.0,2.7,1025.0,-7.8,0.0,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.0
27375,2016,4,14,14,67.0,2.0,18.0,300,111.0,22.4,1010.9,-4.7,0.0,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32.0
10668,2014,5,19,11,179.0,30.0,42.0,1300,127.0,25.4,998.0,14.2,0.0,2.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.0
13297,2014,9,6,0,149.0,3.0,43.0,1600,94.0,23.2,1005.0,19.8,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,149.0
33307,2016,12,17,18,363.0,43.0,148.0,3800,2.0,2.5,1018.6,-3.6,0.0,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,352.0
15594,2014,12,10,17,155.0,4.0,16.0,400,61.0,2.8,1023.0,-18.0,0.0,4.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0
25106,2016,1,11,1,22.0,9.0,27.0,500,42.0,-5.2,1032.4,-19.4,0.0,2.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.0
23279,2015,10,26,22,54.0,2.0,17.0,300,53.0,12.4,1014.4,-8.8,0.0,3.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.0
4966,2013,9,23,21,71.0,4.0,43.0,600,1.0,10.9,1015.5,9.0,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.0
10176,2014,4,28,23,92.0,7.0,55.0,700,82.0,16.5,1009.6,5.7,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,63.0
19696,2015,5,30,15,55.0,9.0,24.0,700,210.0,29.8,1001.1,8.8,0.0,2.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50.0
31516,2016,10,4,3,34.0,2.0,14.0,400,55.0,19.1,1011.6,12.4,0.0,2.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0
14187,2014,10,13,2,5.0,4.0,27.0,100,37.0,10.6,1023.9,-5.4,0.0,2.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
11562,2014,6,25,17,137.0,3.0,44.0,1200,107.0,23.2,996.2,20.7,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,117.0
24766,2015,12,27,21,86.0,18.0,55.0,1300,8.0,-6.1,1033.8,-12.2,0.0,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0
20667,2015,7,10,2,61.0,9.0,36.0,1100,58.0,25.5,1007.9,15.5,0.0,1.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43.0
1954,2013,5,21,9,234.0,43.0,78.0,1100,32.0,24.2,991.9,9.4,0.0,3.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,89.0
24985,2016,1,6,0,122.0,34.0,68.0,2600,6.0,-6.5,1025.8,-13.2,0.0,1.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,110.0
30084,2016,8,5,11,64.0,2.0,31.0,900,87.0,31.1,1006.2,22.7,0.0,2.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0
6388,2013,11,22,3,152.0,48.0,91.0,3400,1.2852,-2.7,1020.1,-4.9,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,139.0
10517,2014,5,13,4,106.0,4.0,74.0,800,2.0,12.8,994.0,10.5,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42.0
32525,2016,11,15,4,16.0,2.0,63.0,500,2.0,-0.3,1024.3,-8.0,0.0,0.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
13959,2014,10,3,14,139.0,4.0,80.0,2500,10.0,18.2,1009.6,13.1,0.0,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.0
1880,2013,5,18,7,176.0,38.0,49.0,1200,24.0,19.5,1001.8,16.0,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,160.0
25777,2016,2,8,0,340.0,117.0,74.0,1900,3.0,-1.5,1011.3,-16.1,0.0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,238.0
15640,2014,12,12,15,36.0,6.0,12.0,300,58.0,3.6,1025.0,-21.5,0.0,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.0
19751,2015,6,1,22,238.0,11.0,66.0,1500,125.0,28.1,997.8,19.3,0.0,2.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,102.0
17785,2015,3,12,0,113.0,25.0,85.0,1300,16.0,4.5,1015.6,-15.4,0.0,2.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,81.0
645,2013,3,27,20,23.0,3.0,17.0,400,89.0,11.2,1009.6,-16.3,0.0,4.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0
33513,2016,12,26,8,25.0,10.0,40.0,700,26.0,2.0,1027.0,-8.7,0.0,1.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25.0
20484,2015,7,2,11,15.0,5.0,20.0,400,86.0,29.7,998.4,8.7,0.0,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
24957,2016,1,4,20,14.0,5.0,33.0,500,45.0,-1.1,1026.6,-18.2,0.0,1.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.0
17658,2015,3,6,17,255.0,76.0,59.0,1800,110.0,9.0,1011.2,-8.6,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,225.0
28826,2016,6,14,1,63.0,2.0,20.0,700,60.0,19.1,995.5,17.6,0.1,0.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,63.0
25205,2016,1,15,4,250.0,56.0,110.0,5800,10.0,-6.7,1014.0,-13.4,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,214.0
3756,2013,8,4,11,29.0,8.0,28.0,900,164.0,32.0,993.7,21.5,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,83.0
17350,2015,2,21,21,392.0,4.0,12.0,300,81.0,1.0,1013.0,-22.8,0.0,3.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30.0
10346,2014,5,6,1,87.0,16.0,61.0,600,41.0,10.8,1006.5,-0.4,0.0,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0
19430,2015,5,19,13,51.0,2.0,11.0,200,103.0,25.5,1002.8,-3.1,0.0,4.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0
30714,2016,8,31,17,22.0,2.0,17.0,200,87.0,32.9,989.8,-0.3,0.0,3.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0
26534,2016,3,10,13,34.0,5.0,4.0,300,81.0,5.0,1025.9,-19.6,0.0,3.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.0
13464,2014,9,12,23,83.0,2.0,73.0,900,16.0,19.3,1008.7,17.3,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60.0
8592,2014,2,21,23,281.0,85.0,95.0,2500,1.0,-1.3,1022.1,-4.0,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,233.0
12610,2014,8,8,9,143.0,10.0,95.0,1300,52.0,29.4,1003.3,18.2,0.0,0.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0
7564,2014,1,10,3,156.0,47.0,63.0,1500,1.0,-10.3,1023.9,-20.0,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,138.0
33758,2017,1,5,13,223.0,14.0,120.0,5800,2.0,3.3,1026.7,-2.2,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.0
21096,2015,7,27,23,15.0,2.0,13.0,800,147.0,24.2,1001.3,22.5,2.0,1.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.0
21359,2015,8,7,22,21.0,2.0,37.0,800,85.0,20.4,1010.8,19.1,0.4,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0
30453,2016,8,20,20,93.0,2.0,35.0,1100,148.0,29.1,1003.3,22.3,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,68.0
29211,2016,6,30,2,176.0,2.0,116.0,1600,2.0,21.9,1000.1,17.9,0.0,2.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,176.0
16324,2015,1,10,3,357.0,138.0,144.0,4500,10.0,-5.0,1016.0,-13.6,0.0,0.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,340.0
3813,2013,8,6,20,158.0,4.0,19.0,2100,146.0,30.6,994.2,27.4,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,189.0
9528,2014,4,1,23,150.0,29.0,70.0,800,59.0,17.3,1003.5,6.8,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,96.0
6742,2013,12,6,21,239.0,59.0,102.0,3600,1.0,-1.2,1013.0,-5.1,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,217.0
6842,2013,12,11,1,12.0,7.0,4.0,300,44.0,0.1,1016.5,-17.2,0.0,3.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.0
25298,2016,1,19,1,35.0,4.0,40.0,1000,24.0,-12.0,1025.6,-22.9,0.0,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0
30748,2016,9,2,3,56.0,2.0,75.0,500,2.0,20.4,996.8,14.5,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0
24961,2016,1,5,0,13.0,6.0,28.0,500,45.0,-3.9,1027.7,-19.4,0.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.0
29623,2016,7,17,6,64.0,2.0,81.0,1000,2.0,22.5,1002.7,17.6,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,53.0
31508,2016,10,3,19,111.0,2.0,97.0,1400,53.0,21.4,1008.2,17.6,0.0,1.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,111.0
6868,2013,12,12,3,112.0,22.0,62.0,4200,1.0,-4.9,1010.3,-12.1,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,61.0
24775,2015,12,28,6,67.0,14.0,53.0,1400,6.0,-9.5,1032.0,-12.5,0.0,0.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0
29307,2016,7,4,2,129.0,2.0,49.0,1300,42.0,25.2,1001.7,21.5,0.0,1.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,129.0
1900,2013,5,19,3,58.0,18.0,29.0,1100,59.0,17.3,995.4,13.8,0.0,1.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42.0
17613,2015,3,4,20,71.0,15.0,59.0,800,46.0,3.3,1023.2,-23.5,0.0,2.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52.0
19885,2015,6,7,12,14.0,2.0,23.0,3000,72.0,27.4,1004.1,3.1,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.0
822,2013,4,4,5,47.0,49.0,36.0,1700,55.0,7.9,1008.6,-4.9,0.0,0.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0
5596,2013,10,20,3,36.0,1.0,67.0,900,1.0,6.8,1019.6,2.7,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20.0
3924,2013,8,11,11,113.0,7.0,41.0,2600,58.0,31.5,999.9,27.6,0.0,1.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,261.0
33166,2016,12,11,21,230.0,54.0,123.0,3600,3.0,0.3,1018.4,-4.2,0.0,0.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.0
13178,2014,9,1,1,94.0,2.0,64.0,1600,10.0,21.8,1007.5,21.1,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,94.0
16513,2015,1,18,0,124.0,40.0,89.0,1600,11.0,0.0,1019.0,-12.7,0.0,1.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,110.0
31738,2016,10,13,9,128.0,2.0,77.0,1600,2.0,14.6,1017.3,12.3,0.0,1.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.0
34365,2017,1,30,20,78.0,21.0,31.0,700,62.0,0.0,1029.3,-28.1,0.0,2.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64.0
21822,2015,8,27,5,11.0,2.0,23.0,500,49.0,21.4,1005.7,16.4,0.0,0.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0
32180,2016,10,31,19,41.0,3.0,27.0,300,36.0,4.4,1032.2,-15.5,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.0
19844,2015,6,5,19,82.0,2.0,47.0,300,110.0,25.0,994.0,16.4,0.5,0.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56.0
21696,2015,8,21,23,43.0,2.0,38.0,700,89.0,27.0,1000.1,16.9,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27.0
10070,2014,4,24,13,154.0,36.0,40.0,1000,84.0,22.8,1007.5,13.3,0.0,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,129.0
22330,2015,9,17,9,168.0,6.0,61.0,1300,63.0,20.0,1014.3,15.4,0.0,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.0
220,2013,3,10,3,7.0,12.0,38.0,700,81.0,-1.9,1020.7,-12.6,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
3988,2013,8,14,3,37.0,3.0,26.0,1000,68.0,25.5,997.4,22.6,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112.0
2469,2013,6,11,20,63.0,3.0,28.0,800,64.0,20.4,1001.7,14.1,0.0,2.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0
23472,2015,11,3,23,184.0,6.0,119.0,2000,2.0,7.6,1018.4,5.6,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,184.0
22339,2015,9,17,18,141.0,16.0,33.0,1200,176.0,26.0,1011.3,16.3,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,121.0
34304,2017,1,28,7,742.0,129.0,81.0,3100,15.0,-2.8,1018.0,-11.1,0.0,1.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,654.0
6447,2013,11,24,14,173.0,20.0,15.0,500,36.0,10.4,1005.9,-9.9,0.0,3.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,53.0
17726,2015,3,9,13,31.0,7.0,7.0,300,88.0,1.2,1032.4,-29.6,0.0,3.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0
10737,2014,5,22,8,328.0,26.0,96.0,2200,29.0,26.2,1000.8,17.0,0.0,1.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,255.0
5727,2013,10,25,14,24.0,1.0,5.0,300,77.0,18.3,1018.6,-3.8,0.0,0.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24.0
30286,2016,8,13,21,34.0,2.0,58.0,400,13.0,27.9,1002.2,15.9,0.0,0.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14.0
