No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Guanyuan,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
7824,2014,1,20,23,9.0,4.0,26.0,400,46.0,-2.1,1028.4,-17.8,0.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.0
31529,2016,10,4,16,66.0,2.0,55.0,1500,2.0,14.8,1009.6,13.5,5.1,2.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38.0
24989,2016,1,6,4,32.0,11.0,8.0,1000,2.0,-7.0,1025.6,-15.2,0.0,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32.0
10880,2014,5,28,7,89.0,8.0,89.0,1500,2.0,23.2,998.2,10.3,0.0,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0
33513,2016,12,26,8,21.0,11.0,52.0,600,13.0,2.0,1027.0,-8.7,0.0,1.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.0
1138,2013,4,17,9,50.0,22.0,47.0137,700,61.0,12.1,1005.6,-2.2,0.0,2.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42.0
21972,2015,9,2,11,15.0,2.0,16.0,500,65.0,27.5,1009.6,16.5,0.0,2.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.0
10515,2014,5,13,2,126.0,15.0,66.0,700,57.0,14.3,994.6,11.6,0.0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42.0
7759,2014,1,18,6,6.0,39.0,65.0,900,1.0,-7.0,1027.7,-11.9,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.0
4700,2013,9,12,19,239.0,39.0,143.0,2400,50.0,22.5,1003.8,18.9,0.0,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,193.0
7048,2013,12,19,15,73.0,23.0,55.0,800,24.0,1.0,1023.5,-15.1,0.0,3.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34.0
13136,2014,8,30,7,160.0,4.0,83.0,1800,3.0,22.5,1010.0,21.1,0.0,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.0
12948,2014,8,22,11,62.0,2.0,74.0,900,40.0,26.0,1002.5,20.3,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38.0
2774,2013,6,24,13,119.0,12.0,25.0,1399,192.0,28.8,996.4,21.1,0.0,1.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,130.0
18384,2015,4,5,23,44.0,2.0,11.0,200,74.0,7.6,1022.6,-10.7,0.0,2.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.0
13515,2014,9,15,2,35.0,3.0,63.0,600,2.0,14.6,1014.0,11.2,0.0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0
31237,2016,9,22,12,127.0,14.0,58.0,900,73.0,22.7,1011.75,14.4,0.0,1.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,94.0
13983,2014,10,4,14,85.0,3.0,30.0,900,58.0,16.8,1013.0,14.4,0.0,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,85.0
22422,2015,9,21,5,139.0,7.0,76.0,1100,2.0,16.4,1008.1,14.1,0.0,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0
10654,2014,5,18,21,230.0,30.0,43.0,900,197.0,26.1,1000.8,15.2,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,155.0
28457,2016,5,29,16,48.0,2.0,17.0,300,168.0,30.9,1000.7,-3.0,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26.0
28576,2016,6,3,15,88.0,24.0,27.0,900,253.0,28.9,1000.9,8.0,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,88.0
8552,2014,2,20,7,167.0,46.0,80.0,3100,1.0,-1.8,1025.6,-4.3,0.0,1.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,163.0
30165,2016,8,8,20,69.0,4.0,37.0,1100,151.0,29.4,1004.7,18.8,0.0,1.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30.0
5355,2013,10,10,2,194.0,10.0,93.0,1500,1.0,13.6,1001.4,13.0,0.0,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.0
34426,2017,2,2,9,47.0,13.0,63.0,100,5.0,-3.1,1028.9,-19.9,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0
24990,2016,1,6,5,20.0,9.0,7.0,800,3.0,-7.9,1025.7,-15.4,0.0,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.0
16807,2015,1,30,6,13.0,31.0,25.0,500,41.0,-6.0,1026.0,-20.8,0.0,0.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.0
19532,2015,5,23,19,150.0,23.0,24.0,1000,197.0,28.5,1002.5,10.2,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,72.0
10014,2014,4,22,5,80.0,6.0,108.0,900,2.0,6.9,1010.0,4.7,0.0,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,75.0
28013,2016,5,11,4,173.0,25.0,28.0,900,108.0,20.4,1000.5,12.4,0.0,2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,135.0
4078,2013,8,17,21,33.0,3.0,61.0,200,34.0,25.2,999.0,15.2,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.0
21245,2015,8,3,4,133.0,2.0,43.0,1500,7.0,25.0,997.8,24.1,0.0,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.0
24924,2016,1,3,11,157.0,20.0,44.0,1300,20.0,-0.1,1020.0,-4.4,0.0,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.0
4408,2013,8,31,15,12.0,4.0,14.0,400,97.0,29.9,1005.0,10.9,0.0,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.0
15469,2014,12,5,12,13.0,12.0,28.0,500,47.0,2.8,1027.0,-21.4,0.0,2.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.0
17862,2015,3,15,5,137.0,16.0,46.0,1100,25.0,-0.4,1013.9,-5.8,0.0,0.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0
1693,2013,5,10,12,44.0,3.0,17.0,100,86.0,28.5,995.9,1.1,0.0,4.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18.0
31259,2016,9,23,10,136.0,5.0,50.0,1200,85.0,20.9,1009.0,17.3,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,136.0
17274,2015,2,18,17,12.0,5.0,33.0,400,67.0,10.0,1023.0,-14.7,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.0
16282,2015,1,8,9,155.0,68.0,94.0,3800,2.0,-4.0,1028.0,-12.2,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,129.0
15532,2014,12,8,3,13.0,10.0,51.0,600,18.0,-1.9,1015.0,-13.7,0.0,2.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.0
22454,2015,9,22,13,169.0,24.0,50.0,1400,108.0,24.9,1004.2,16.6,0.0,3.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,169.0
20887,2015,7,19,6,88.0,2.0,44.0,1000,2.0,21.6,1003.9,20.9,0.7,0.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,88.0
23901,2015,11,21,20,56.0,7.0,48.0,1200,2.0,0.1,1030.6,-0.6,0.0,1.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0
1494,2013,5,2,5,69.0,23.0,57.0,700,51.0,14.0,1008.0,5.6,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39.0
16469,2015,1,16,4,392.0,16.0,112.0,4600,3.0,1.0,1019.0,-13.5,0.0,2.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,392.0
14403,2014,10,22,2,80.0,13.0,63.0,700,5.0,8.3,1018.3,4.3,0.0,1.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0
16995,2015,2,7,2,17.0,16.0,24.0,500,42.0,4.0,1016.0,-13.8,0.0,2.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.0
19783,2015,6,3,6,118.0,6.0,42.0,500,55.0,18.3,1010.9,12.9,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31.0
4059,2013,8,17,2,176.0,6.0,68.0,1300,2.0,26.4,992.8,25.7,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,173.0
9552,2014,4,2,23,103.0,19.0,63.0,600,52.0,13.4,1017.2,1.7,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.0
23231,2015,10,24,22,63.0,6.0,49.0,700,19.0,13.7,1025.1,4.0,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27.0
9711,2014,4,9,14,194.0,5.0,31.0,400,114.0,30.0,1003.0,-2.5,0.0,3.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48.0
5808,2013,10,28,23,344.0,35.0,138.0,5900,1.0,7.3,1019.5,6.7,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,340.0
34255,2017,1,26,6,296.0,49.0,108.0,4900,2.0,-3.525,1017.25,-6.7,0.0,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,296.0
9805,2014,4,13,12,220.0,35.0,140.0,1600,72.0,22.2,1011.4,7.6,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,190.0
14319,2014,10,18,14,196.0,25.0,96.0,1400,144.0,25.1,1008.4,8.1,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152.0
20015,2015,6,12,22,17.0,2.0,16.0,400,85.0,24.9,994.9,11.1,0.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.0
6371,2013,11,21,10,82.0,53.0,62.0,1900,0.4284,7.9,1021.3,-6.6,0.0,1.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,64.0
24077,2015,11,29,4,272.0,67.0,111.0,5900,2.0,-1.8,1022.5,-3.4,0.0,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.0
511,2013,3,22,6,6.0,16.0,28.0,300,59.0,2.7,1012.9,-8.4,0.0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0
25559,2016,1,29,22,87.0,67.0,73.0,1300,2.0,-5.8,1031.1,-18.5,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57.0
5342,2013,10,9,13,184.0,14.0,90.0,1700,13.0,19.0,1004.1,13.2,0.0,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,134.0
18284,2015,4,1,19,47.0,4.0,32.0,500,77.0,10.4,1011.5,0.7,0.0,0.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38.0
4729,2013,9,14,0,93.0,4.0,56.0,1900,1.0,20.1,1000.7,19.9,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,75.0
28041,2016,5,12,8,25.0,2.0,40.0,500,44.0,15.2,1002.9,12.0,0.7,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0
30150,2016,8,8,5,59.0,2.0,47.0,1000,12.0,24.4,1005.8,22.7,0.0,1.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0
31868,2016,10,18,19,231.0,6.0,105.0,2000,2.0,16.7,1013.9,14.2,0.0,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.0
32873,2016,11,29,16,169.0,27.0,82.0,2400,2.0,4.3,1028.8,-2.8,0.0,1.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.0
24973,2016,1,5,12,21.0,10.0,2.0,700,34.0,-1.1,1026.1,-19.7,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21.0
24752,2015,12,27,7,24.0,5.0,53.0,800,3.0,-6.5,1035.0,-15.2,0.0,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.0
31622,2016,10,8,13,10.0,2.0,21.0,300,60.0,15.7,1018.0,-2.3,0.0,3.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0
16991,2015,2,6,22,132.0,49.0,120.0,2000,4.0,-1.0,1016.0,-10.6,0.0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,115.0
31931,2016,10,21,10,53.0,2.0,40.0,800,22.0,11.4,1016.6,7.1,0.0,1.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0
7661,2014,1,14,4,45.0,52.0,76.0,1400,1.0,-8.3,1027.8,-14.9,0.0,1.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49.0
19623,2015,5,27,14,104.0,5.0,16.0,800,218.0,30.5,999.9,13.7,0.0,1.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,87.0
22209,2015,9,12,8,12.0,2.0,21.0,400,31.0,17.6,1015.3,5.5,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0
14904,2014,11,11,23,143.0,2.0,10.0,100,61.0,8.0,1021.0,-13.6,0.0,4.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.0
14897,2014,11,11,16,11.0,2.0,19.0,200,50.0,12.4,1019.0,-4.7,0.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.0
10585,2014,5,16,0,286.0,22.0,133.0,1500,2.0,17.8,995.5,9.7,0.0,1.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,97.0
26591,2016,3,12,22,221.0,63.0,132.0,2500,2.0,1.7,1015.6,-6.6,0.0,0.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.0
28481,2016,5,30,16,223.0,18.0,31.0,1000,310.0,33.9,996.2,15.8,0.0,2.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99.0
34596,2017,2,9,11,26.0,2.0,11.0,100,122.0,-0.5,1025.4,-22.0,0.0,4.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.0
26502,2016,3,9,5,10.0,3.0,18.0,200,50.0,-2.1,1030.9,-22.7,0.0,1.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.0
17725,2015,3,9,12,18.0,2.0,16.0,300,65.0,0.1,1033.1,-27.0,0.0,3.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0
28225,2016,5,20,0,118.0,26.0,45.0,1300,147.0,22.6,1011.1,7.2,0.0,1.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,84.0
20922,2015,7,20,17,102.0,2.0,27.0,1000,226.0,28.5,1001.4,22.0,0.0,1.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.0
11348,2014,6,16,19,130.0,3.0,29.0,1100,209.0,27.3,995.1,20.1,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,118.0
31306,2016,9,25,9,132.0,2.0,47.0,1200,69.0,21.975,1011.0,18.2,0.0,2.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,132.0
26879,2016,3,24,22,47.0,3.0,59.0,700,2.0,9.8,1025.9,-12.8,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22.0
11209,2014,6,11,0,99.0,2.0,77.0,1800,17.0,19.9,1004.7,18.7,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99.0
19451,2015,5,20,10,35.0,3.0,16.0,300,85.0,24.5,1013.7,1.4,0.0,3.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.0
7148,2013,12,23,19,70.0,31.0,78.0,1100,9.0,-3.9,1027.8,-8.9,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,53.0
22114,2015,9,8,9,94.0,5.0,89.0,1000,29.0,22.2,1011.2,17.1,0.0,1.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0
28072,2016,5,13,15,82.0,15.0,21.0,600,132.0,24.2,1014.4,1.7,0.0,3.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,44.0
31422,2016,9,30,5,115.0,2.0,105.0,700,2.0,13.2,1012.8,8.5,0.0,1.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,79.0
5858,2013,10,31,1,167.0,13.0,102.0,2000,1.0,4.6,1021.1,2.3,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,129.0
26157,2016,2,23,20,14.0,3.0,28.0,300,54.0,-0.6,1034.5,-22.7,0.0,2.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
24954,2016,1,4,17,19.0,7.0,20.0,500,43.0,0.8,1024.9,-17.5,0.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.0
29700,2016,7,20,11,35.0,2.0,17.0,800,54.0,21.7,996.7,21.0,24.1,5.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35.0
30708,2016,8,31,11,16.0,4.0,30.0,300,73.0,31.1,993.1,6.2,0.0,3.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.0
24936,2016,1,3,23,238.0,16.0,79.0,3200,3.0,-3.5,1022.1,-4.2,0.0,0.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,238.0
11118,2014,6,7,5,12.0,2.0,56.0,700,5.0,15.2,999.7,15.2,0.0,0.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.0
23586,2015,11,8,17,96.0,2.0,88.0,1400,3.0,5.5,1020.0,1.4,0.0,1.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0
25123,2016,1,11,18,35.0,8.0,40.0,500,35.0,-3.4,1030.4,-22.7,0.0,2.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.0
1484,2013,5,1,19,89.0,15.0,35.0,600,140.0,19.3,1006.6,1.3,0.0,3.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44.0
8100,2014,2,1,11,125.0,87.0,73.0,1800,1.0,4.5,1011.3,1.3,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,137.0
6303,2013,11,18,14,28.0,6.0,13.0,400,51.1938,9.2,1019.1,-12.0,0.0,3.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0
13855,2014,9,29,6,126.0,4.0,74.0,1600,2.0,15.4,1010.1,15.4,0.0,0.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,106.0
22733,2015,10,4,4,118.0,2.0,89.0,1100,2.0,12.7,1019.0,11.6,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57.0
4283,2013,8,26,10,65.0,6.0,44.0,700,91.0,32.3,1001.4,15.8,0.0,2.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0
24454,2015,12,14,21,16.0,4.0,26.0,400,42.0,3.5,1019.6,-11.3,0.0,6.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.0
27627,2016,4,25,2,144.0,13.0,24.0,500,88.0,19.4,1005.0,10.1,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,58.0
21465,2015,8,12,8,129.0,3.0,66.0,1400,78.0,26.8,1003.7,22.2,0.0,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,102.0
18830,2015,4,24,13,150.0,6.0,19.0,500,133.0,24.9,1015.7,-2.7,0.0,2.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,125.0
2769,2013,6,24,8,85.0,6.0,50.0,900,60.0,24.5,998.9,20.6,0.0,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,61.0
31342,2016,9,26,21,128.0,2.0,102.0,2300,2.0,18.7,1009.5,18.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,111.0
23423,2015,11,1,22,158.0,7.0,104.0,1500,2.0,7.6,1017.3,2.3,0.0,0.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.0
25119,2016,1,11,14,15.0,5.0,22.0,400,57.0,-3.8,1030.5,-22.0,0.0,2.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.0
12936,2014,8,21,23,98.0,2.0,36.0,600,88.0,21.4,1002.6,21.1,0.1,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24.0
9835,2014,4,14,18,226.0,40.0,48.0,1500,200.0,22.7,1007.7,14.3,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,166.0
10005,2014,4,21,20,86.0,3.0,50.0,400,108.0,18.8,1009.4,3.4,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43.0
27210,2016,4,7,17,86.0,2.0,17.0,400,90.0,23.1,1006.5,-7.9,0.0,5.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.0
3453,2013,7,22,20,116.0,15.0,35.0,1300,151.0,26.0,997.9,20.3,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,74.0
32299,2016,11,5,18,212.0,4.0,111.0,3500,4.0,8.7,1015.7,6.8,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,197.0
13455,2014,9,12,14,44.0,7.0,57.0,800,74.0,25.2,1008.1,16.3,0.0,1.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41.0
18460,2015,4,9,3,115.0,21.0,71.0,1100,6.0,4.7,1017.3,0.1,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,115.0
11544,2014,6,24,23,109.0,11.0,49.0,1100,127.0,27.0,997.0,18.3,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,68.0
16730,2015,1,27,1,14.0,9.0,22.0,300,45.0,-5.0,1032.0,-22.0,0.0,2.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.0
30743,2016,9,1,22,21.0,2.0,29.0,300,27.0,22.5,995.5,12.7,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0
19386,2015,5,17,17,231.0,18.0,60.0,1400,144.0,24.8,990.5,17.3,0.0,1.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,151.0
31545,2016,10,5,8,58.0,2.0,40.0,1300,2.0,15.4,1014.7,13.2,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,58.0
22625,2015,9,29,16,35.0,2.0,50.0,900,9.0,14.7,1025.2,12.9,1.2,1.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35.0
24340,2015,12,10,3,263.0,26.0,89.0,3900,3.0,-0.1,1018.8,-0.1,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,263.0
9542,2014,4,2,13,94.0,14.0,30.0,400,149.0,23.6,1008.5,1.8,0.0,3.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0
16671,2015,1,24,14,85.0,24.0,57.0,1400,37.0,3.0,1019.0,-11.4,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,81.0
19896,2015,6,7,23,19.0,2.0,53.0,500,33.0,20.0,1003.9,7.7,0.0,2.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.0
2589,2013,6,16,20,186.0,24.0,76.0,2799,14.0,22.1,998.5,20.2,0.0,1.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,221.0
6524,2013,11,27,19,38.0,5.0,26.0,500,30.0,-1.6,1022.9,-24.2,0.0,5.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0
15437,2014,12,4,4,8.0,2.0,10.0,200,58.0,-3.1,1029.0,-23.0,0.0,2.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
14239,2014,10,15,6,110.0,7.0,83.0,900,2.0,7.4,1008.1,6.7,0.0,0.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78.0
17537,2015,3,1,16,18.0,5.0,22.0,300,80.0,11.5,1012.4,-17.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.0
19777,2015,6,3,0,347.0,10.0,61.0,900,47.0,21.4,1009.4,12.5,0.0,2.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0
2645,2013,6,19,4,56.0,10.0,18.0,500,45.0,21.9,997.1,19.5,0.0,0.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52.0
11056,2014,6,4,15,75.0,9.0,23.0,1000,209.0,27.8,998.9,15.8,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49.0
25248,2016,1,16,23,150.0,29.0,58.0,1700,16.0,-2.5,1020.7,-6.7,0.0,1.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,137.0
34525,2017,2,6,12,5.0,2.0,18.0,300,104.0,4.0,1029.6,-22.9,0.0,2.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
19642,2015,5,28,9,211.0,30.0,52.0,1300,98.0,25.2,1000.1,16.3,0.0,1.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0
22432,2015,9,21,15,104.0,30.0,27.0,1000,224.0,27.7,1005.8,12.9,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,93.0
12097,2014,7,18,0,192.0,2.0,60.0,3100,45.0,25.7,1000.6,24.5,0.0,0.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.0
20631,2015,7,8,14,115.0,11.0,16.0,900,225.0,31.8,1005.1,18.0,0.0,3.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,115.0
32034,2016,10,25,17,132.0,2.0,82.0,1100,3.0,16.25,1009.0,9.0,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,108.0
