No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Huairou,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
34278,2017,1,27,5,5.0,2.0,2.0,200,76.0,-4.675,1024.0,-17.3,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0
29619,2016,7,17,2,40.0,2.0,6.0,900,35.0,21.0,996.9,18.2,0.0,0.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.0
649,2013,3,28,0,18.0,4.0,8.0,700,93.0,5.7,1011.1,-16.8,0.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.0
15430,2014,12,3,21,32.0,2.0,3.0,200,76.0,-2.9,1011.0,-24.6,0.0,5.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0
13426,2014,9,11,9,102.0,5.0,44.0,1200,51.0,22.6,1006.5,15.2,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61.0
31274,2016,9,24,1,22.0,3.0,7.0,500,95.0,17.6,1003.7,16.6,0.5,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.0
11302,2014,6,14,21,148.0,5.0,42.0,900,198.0,24.8,997.0,19.2,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,72.0
12619,2014,8,8,18,98.0,7.0,27.0,1000,222.0,28.6,997.9,14.8,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51.0
25673,2016,2,3,16,30.0,15.0,17.0,300,46.0,4.8,1016.5,-18.3,0.0,2.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0
22461,2015,9,22,20,40.0,2.0,15.0,900,72.0,17.7,1001.1,16.2,0.0,2.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40.0
31520,2016,10,4,7,62.0,5.0,25.0,1400,2.0,15.5,1007.9,13.5,0.3,2.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.0
6803,2013,12,9,10,13.0,16.0,27.0,700,47.9808,4.9,1015.9,-14.0,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.0
14771,2014,11,6,10,11.0,2.0,7.0,200,58.0,8.4,1004.0,-10.5,0.0,2.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
10720,2014,5,21,15,151.0,19.0,28.0,1200,253.0,30.2,994.3,12.6,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,104.0
9833,2014,4,14,16,256.0,43.0,60.0,1600,260.0,25.1,1004.2,11.3,0.0,1.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,218.0
13183,2014,9,1,6,58.0,2.0,19.0,1200,38.0,20.7,1005.1,19.7,0.0,0.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0
27360,2016,4,13,23,77.0,2.0,6.0,200,83.0,19.2,1000.2,-8.1,0.0,4.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.0
837,2013,4,4,20,71.0,13.0,41.0,1700,22.0,5.5,1006.5,5.5,1.3,0.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64.0
4005,2013,8,14,20,158.0,3.0,36.0,700,76.0,29.0,995.6,27.6,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,92.0
17528,2015,3,1,7,219.0,2.0,47.0,2100,2.0,-6.7,1013.2,-8.5,0.0,0.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150.0
30755,2016,9,2,10,42.0,2.0,10.0,400,10.0,24.8,993.3,13.4,0.0,1.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0
10168,2014,4,28,15,44.0,2.0,13.0,300,131.0,26.3,1006.4,-1.5,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32.0
34038,2017,1,17,5,109.0,5.0,2.0,1600,2.0,-3.425,1021.0,-6.2,0.0,0.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,109.0
31373,2016,9,28,4,7.0,2.0,7.0,100,36.0,13.475,1018.0,-2.1,0.0,4.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0
24027,2015,11,27,2,41.0,6.0,36.0,1000,9.0,-10.0,1018.8,-11.9,0.0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.0
32907,2016,12,1,2,6.0,2.0,5.0,200,69.0,2.6,1018.8,-9.4,0.0,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0
13416,2014,9,10,23,84.0,3.0,35.0,1200,89.0,18.9,1005.9,14.0,0.0,1.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,65.0
31871,2016,10,18,22,172.0,3.0,46.0,2000,2.0,15.4,1009.2,14.3,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,156.0
6124,2013,11,11,3,28.0,15.0,57.0,1000,7.7112,-1.3,1021.8,-8.1,0.0,0.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.0
31468,2016,10,2,3,174.0,5.0,25.0,1200,30.0,14.7,1006.3,13.6,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,174.0
27883,2016,5,5,18,123.0,15.0,31.0,1100,126.0,22.5,993.5,8.6,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,57.0
13141,2014,8,30,12,87.0,3.0,16.0,800,47.0,21.9,1005.7,19.3,0.1,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0
22337,2015,9,17,16,161.0,15.0,25.0,1200,259.0,26.2,1006.4,16.4,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,161.0
30171,2016,8,9,2,50.0,2.0,21.0,900,32.0,22.2,1000.8,19.9,0.0,1.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50.0
1202,2013,4,20,1,74.0,7.0,52.0,700,19.0,2.5,1013.8,0.7,0.0,0.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61.0
5777,2013,10,27,16,246.0,53.0,83.0,1600,76.2552,13.0,1007.4,3.9,0.0,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,201.0
1874,2013,5,18,1,159.0,20.0,49.0,1399,70.0,17.8,1000.5,14.1,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,145.0
23745,2015,11,15,8,126.0,3.0,32.0,2300,2.0,3.7,1011.4,3.4,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,126.0
16239,2015,1,6,14,21.0,11.0,13.0,300,60.0,3.0,1018.0,-22.8,0.0,1.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13.0
12244,2014,7,24,3,75.0,2.0,49.0,600,23.0,23.3,994.8,19.2,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42.0
6034,2013,11,7,9,92.0,7.0,50.0,800,13.2804,10.2,1013.6,-6.6,0.0,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0
17452,2015,2,26,3,32.0,2.0,8.0,800,47.0,-5.5,1015.7,-16.7,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20.0
26438,2016,3,6,13,76.0,10.0,16.0,800,49.0,8.5,1006.9,-12.6,0.0,1.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26.0
32905,2016,12,1,0,14.0,2.0,10.0,400,64.0,4.0,1018.7,-9.4,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0
14697,2014,11,3,8,21.0,2.0,33.0,500,8.0,2.6,1007.0,-3.7,0.0,0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0
22777,2015,10,6,0,241.0,2.0,15.0,1700,101.0,14.8,1008.5,13.8,0.0,0.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.0
30014,2016,8,2,13,16.0,2.0,2.0,400,91.0,32.9,1000.8,21.7,0.0,2.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0
4080,2013,8,17,23,6.0,3.0,12.0,200,47.0,23.8,996.4,15.6,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
20131,2015,6,17,18,17.0,3.0,8.0,500,30.0,29.1,992.2,17.0,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.0
20900,2015,7,19,19,56.0,3.0,12.0,800,118.0,23.7,999.8,19.8,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56.0
29702,2016,7,20,13,279.0,2.0,5.0,500,47.0,22.6,992.5,20.7,11.2,7.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.0
21335,2015,8,6,22,125.0,2.0,6.0,1100,106.0,24.4,1000.4,23.5,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,118.0
325,2013,3,14,12,111.0,61.0,55.0,1300,90.0,6.1,1018.2,-5.3,0.0,2.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,110.0
34919,2017,2,22,22,9.0,2.0,10.0,500,97.0,0.2,1018.6,-11.8,0.0,2.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0
6647,2013,12,2,22,95.0,41.0,58.0,2100,4.4982,-0.7,1011.4,-9.9,0.0,0.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,88.0
10408,2014,5,8,15,93.0,12.0,24.0,900,178.0,22.6,1002.8,5.1,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,68.0
5178,2013,10,2,17,23.0,3.0,28.0,200,51.0,18.5,1008.8,5.0,0.0,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.0
10787,2014,5,24,10,53.0,2.0,38.0,800,35.0,18.5,999.7,17.8,0.7,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53.0
5164,2013,10,2,3,18.0,1.0,37.0,700,15.0,10.0,1013.5,10.0,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.0
33843,2017,1,9,2,7.0,2.0,3.0,200,68.0,-1.4,1017.6,-12.7,0.0,1.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.0
11940,2014,7,11,11,30.0,2.0,10.0,300,94.0,31.0,991.6,13.7,0.0,3.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0
4643,2013,9,10,10,68.0,7.0,6.0,700,44.0,26.6,1004.3,11.1,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0
29898,2016,7,28,17,145.0,2.0,24.0,700,285.0,31.3,991.9,22.9,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,80.0
29291,2016,7,3,10,94.0,8.0,18.0,1000,122.0,28.9,998.7,19.0,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68.0
34589,2017,2,9,4,10.0,3.0,14.0,500,96.0,-6.1,1020.1,-21.3,0.0,1.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0
17696,2015,3,8,7,211.0,2.0,40.0,1700,22.0,-0.6,1010.1,-3.3,0.0,1.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,211.0
7443,2014,1,5,2,159.0,16.0,76.0,2100,2.0,-6.9,1013.6,-8.7,0.0,1.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,150.0
10231,2014,5,1,6,131.0,4.0,30.0,800,62.0,15.9,1000.2,12.8,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,107.0
31881,2016,10,19,8,213.0,3.0,59.0,2100,2.0,15.2,1008.1,14.6,0.0,0.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,166.0
21638,2015,8,19,13,32.0,2.0,4.0,500,125.0,27.8,1002.3,19.3,0.0,2.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0
29419,2016,7,8,18,118.0,5.0,18.0,1700,249.0,31.0,996.6,21.2,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,118.0
26009,2016,2,17,16,31.0,9.0,14.0,700,79.0,10.2,1007.9,-13.8,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31.0
4490,2013,9,4,1,114.0,10.0,19.0,1300,92.0,21.2,1007.6,19.5,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95.0
14240,2014,10,15,7,65.0,2.0,23.0,500,29.0,7.3,1005.1,5.3,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39.0
6560,2013,11,29,7,37.0,16.0,56.0,1000,3.6414,-3.1,1013.9,-12.1,0.0,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23.0
28157,2016,5,17,4,24.0,2.0,12.0,300,47.0,12.3,999.2,8.9,0.0,1.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14.0
31217,2016,9,21,16,65.0,14.0,20.0,700,86.0,20.425,1009.25,13.2,0.0,2.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,56.0
133,2013,3,6,12,185.0,113.0,91.0,1700,88.0,9.7,1003.8,-6.2,0.0,1.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.0
33025,2016,12,6,0,30.0,4.0,17.0,800,36.0,-4.8,1021.1,-13.9,0.0,1.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.0
9500,2014,3,31,19,27.0,9.0,29.0,500,100.0,15.7,1006.1,8.4,0.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0
2095,2013,5,27,6,21.0,3.0,8.0,400,72.0,16.6,1000.3,16.6,0.0,2.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17.0
31827,2016,10,17,2,81.0,2.0,6.0,600,2.0,9.3,1010.5,9.0,0.0,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0
19114,2015,5,6,9,37.0,2.0,8.0,200,73.0,17.9,1003.6,-12.0,0.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0
9336,2014,3,24,23,209.0,31.0,74.0,1800,80.0,9.1,1002.8,3.1,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,246.0
10674,2014,5,19,17,207.0,31.0,35.0,1600,239.0,27.1,992.8,14.8,0.0,0.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,159.0
24919,2016,1,3,6,261.0,2.0,66.0,4100,2.0,-5.2,1013.2,-6.3,0.0,2.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,261.0
403,2013,3,17,18,472.0,71.0,159.0,2799,103.0,10.1,993.1,2.2,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,413.0
15589,2014,12,10,12,238.0,36.0,71.0,2400,36.0,4.0,1019.0,-17.0,0.0,7.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,211.0
29569,2016,7,15,0,49.0,2.0,8.0,900,87.0,21.6,997.7,20.8,0.3,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49.0
8018,2014,1,29,1,85.0,36.0,60.0,1800,8.0,-5.4,1011.8,-8.5,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68.0
9990,2014,4,21,5,41.0,2.0,27.0,400,38.0,6.1,1008.2,2.2,0.0,1.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.0
13517,2014,9,15,4,10.0,2.0,9.0,200,25.0,9.5,1011.4,7.9,0.0,0.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0
34909,2017,2,22,12,109.0,9.0,42.0,1300,79.0,1.2,1013.3,-4.9,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,109.0
20079,2015,6,15,14,121.0,11.0,21.0,1400,274.0,29.2,996.8,16.7,0.0,2.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100.0
3079,2013,7,7,6,52.0,3.0,12.0,400,66.0,23.2,992.5,21.8,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38.0
13002,2014,8,24,17,13.0,2.0,11.0,300,118.0,28.9,997.5,15.8,0.0,1.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.0
16835,2015,1,31,10,21.0,5.0,25.0,700,36.0,-4.0,1030.0,-23.2,0.0,1.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21.0
28163,2016,5,17,10,104.0,6.0,27.0,500,85.0,25.1,1001.1,8.6,0.0,1.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,44.0
10313,2014,5,4,16,100.0,2.0,6.0,200,90.0,16.4,1007.8,-13.1,0.0,7.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.0
29595,2016,7,16,2,17.0,2.0,5.0,500,20.0,19.2,993.6,17.9,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.0
12429,2014,7,31,20,166.0,2.0,22.0,1300,181.0,26.3,997.8,22.4,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,166.0
32313,2016,11,6,8,62.0,2.0,64.0,1400,10.0,6.2,1019.9,-2.2,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62.0
4112,2013,8,19,7,15.0,4.0,32.0,700,2.0,23.3,1003.4,17.5,0.0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0
2472,2013,6,11,23,22.0,3.0,16.0,200,86.0,16.2,1000.5,11.6,0.0,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.0
21567,2015,8,16,14,75.0,2.0,11.0,600,227.0,33.1,995.7,17.3,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.0
9367,2014,3,26,6,162.0,15.0,33.0,1300,82.0,7.4,1002.9,4.5,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,211.0
12693,2014,8,11,20,54.0,5.0,37.0,400,70.0,25.7,996.0,10.7,0.0,1.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0
4436,2013,9,1,19,66.0,3.0,34.0,500,48.0,22.5,1004.9,10.9,0.0,1.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.0
769,2013,4,2,0,6.0,3.0,16.0,400,71.0,3.7,1014.5,-12.3,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
18598,2015,4,14,21,154.0,4.0,108.0,1200,21.0,16.3,994.5,2.7,0.0,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,83.0
20134,2015,6,17,21,28.0,4.0,17.0,600,29.0,27.6,995.4,10.3,0.0,2.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28.0
24130,2015,12,1,9,382.0,38.0,114.0,5700,6.0,0.0,1010.8,-1.6,0.0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,382.0
30950,2016,9,10,13,16.0,2.0,3.0,200,70.0,28.9,1000.7,11.9,0.0,1.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0
21691,2015,8,21,18,27.0,4.0,4.0,400,125.0,30.8,994.2,16.8,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27.0
16749,2015,1,27,20,57.0,15.0,35.0,1300,24.0,-6.0,1027.0,-19.7,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,57.0
9263,2014,3,21,22,151.0,13.0,84.0,1500,4.0,9.0,1006.9,-8.1,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65.0
5834,2013,10,30,1,41.0,3.0,48.0,500,18.207,1.4,1020.1,-1.3,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22.0
14652,2014,11,1,11,60.0,3.0,47.0,1100,25.0,13.9,1006.0,-3.0,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60.0
16285,2015,1,8,12,149.0,63.0,72.0,1800,13.0,1.0,1018.0,-11.1,0.0,1.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.0
4312,2013,8,27,15,98.0,15.0,35.0,1400,34.0,24.7,998.1,21.0,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60.0
21670,2015,8,20,21,11.0,2.0,8.0,300,84.0,26.8,997.7,12.4,0.0,1.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.0
19625,2015,5,27,16,93.0,4.0,16.0,900,250.0,31.0,994.2,11.9,0.0,3.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,93.0
6151,2013,11,12,6,70.0,44.0,73.0,800,0.4284,-1.3,1016.7,-5.2,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,46.0
34341,2017,1,29,20,19.0,2.0,5.0,200,78.0,-2.75,1025.0,-22.0,0.0,3.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.0
31426,2016,9,30,9,91.0,2.0,36.0,600,12.0,15.8,1008.6,9.7,0.0,1.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,71.0
26653,2016,3,15,12,183.0,34.0,56.0,1400,29.0,10.1,1009.1,-5.5,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,136.0
33687,2017,1,2,14,13.0,3.0,14.0,300,87.0,8.2,1015.5,-13.5,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.0
1141,2013,4,17,12,70.0,28.0,16.0,600,104.0,14.7,1000.4,-4.6,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38.0
16648,2015,1,23,15,195.0,78.0,63.0,1800,55.0,6.0,1008.0,-12.6,0.0,1.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,173.0
22759,2015,10,5,6,144.0,2.0,17.0,1100,34.0,11.5,1011.3,11.0,0.0,0.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,144.0
21297,2015,8,5,8,83.0,2.0,22.0,700,33.0,25.9,994.4,21.8,0.0,0.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43.0
9640,2014,4,6,15,48.0,6.0,24.0,300,106.0,24.6,1004.0,-9.1,0.0,4.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24.0
16428,2015,1,14,11,162.0,35.0,66.0,2000,2.0,-3.1,1022.2,-9.8,0.0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.0
28205,2016,5,19,4,76.0,3.0,18.0,800,61.0,16.5,1004.7,13.6,0.0,1.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,76.0
25119,2016,1,11,14,5.0,2.0,6.0,200,54.0,-2.3,1025.1,-22.3,0.0,2.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
24309,2015,12,8,20,250.0,17.0,86.0,3700,17.0,1.1,1020.0,-1.0,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,250.0
31081,2016,9,16,0,62.0,2.0,11.0,600,92.0,21.2,1004.7,18.6,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55.0
33775,2017,1,6,6,135.0,2.0,59.0,3700,2.0,-4.6,1019.1,-7.0,0.0,1.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,130.0
11673,2014,6,30,8,100.0,2.0,39.0,1400,112.0,26.5,998.3,18.6,0.0,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57.0
12212,2014,7,22,19,44.0,2.0,30.0,400,48.0,24.3,997.3,18.9,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18.0
18796,2015,4,23,3,80.0,6.0,23.0,600,54.0,13.1,1003.5,3.7,0.0,2.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,46.0
17489,2015,2,27,16,53.0,22.0,30.0,700,49.0,1.0,1023.0,-15.1,0.0,0.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0
20481,2015,7,2,8,35.0,2.0,16.0,300,16.0,23.2,994.6,13.4,0.0,2.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0
27922,2016,5,7,9,49.0,2.0,21.0,200,47.0,21.0,1010.4,-1.6,0.0,1.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0
25472,2016,1,26,7,66.0,2.0,3.0,200,49.0,-7.0,1019.1,-21.7,0.0,2.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.0
18338,2015,4,4,1,32.0,2.0,28.0,500,60.0,10.0,1004.4,2.1,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32.0
7306,2013,12,30,9,114.0,37.0,53.0,1800,16.0,-0.5,1008.2,-14.5,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,54.0
15918,2014,12,24,5,18.0,5.0,8.0,300,56.0,-1.2,1017.0,-17.0,0.0,2.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0
25611,2016,2,1,2,36.0,5.0,32.0,1000,19.0,-9.1,1027.8,-18.1,0.0,1.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29.0
27676,2016,4,27,3,81.0,3.0,18.0,700,58.0,11.4,1005.7,5.0,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,56.0
23503,2015,11,5,6,198.0,7.0,31.0,1200,41.0,10.8,1017.3,6.5,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.0
2858,2013,6,28,1,227.0,3.0,16.0,700,56.0,23.4,991.7,23.4,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,109.0
29688,2016,7,19,23,67.0,2.0,14.0,900,18.0,22.8,999.4,22.3,0.3,0.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67.0
21094,2015,7,27,21,99.0,2.0,7.0,900,52.0,23.6,994.7,22.6,17.3,4.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99.0
