No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Changping,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
31693,2016,10,11,12,25.0,5.0,25.0,200,48.0,20.4,1012.9,0.8,0.0,1.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
18354,2015,4,4,17,59.0,4.0,31.0,700,105.0,17.0,1001.5,2.6,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,59.0
11342,2014,6,16,13,68.0,4.0,25.0,800,160.0,27.7,992.4,17.2,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,66.0
19059,2015,5,4,2,54.0,2.0,7.0,100,74.0,14.8,1009.5,-10.8,0.0,1.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.0
19645,2015,5,28,12,194.0,23.0,27.0,1400,141.0,27.5,994.7,16.5,0.0,1.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,165.0
21241,2015,8,3,0,117.0,2.0,21.0,1000,51.0,26.7,994.5,24.4,0.0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.0
20340,2015,6,26,11,119.0,2.0,19.0,900,107.0,24.5,992.6,20.2,0.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0
173,2013,3,8,4,273.0,63.0,125.0,4700,65.0,16.7,994.9,-5.8,0.0,5.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,257.0
23688,2015,11,12,23,192.0,3.0,80.0,2800,2.0,6.7,1017.9,5.3,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.0
28662,2016,6,7,5,68.0,2.0,57.0,800,26.0,19.8,1003.4,18.8,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68.0
11207,2014,6,10,22,90.0,6.0,40.0,1700,79.0,21.2,1001.6,15.7,0.0,1.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0
1240,2013,4,21,15,152.0,23.0,45.0,900,128.0,17.7,1005.4,2.0,0.0,3.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,147.0
9358,2014,3,25,21,252.0,44.0,124.0,1900,51.0,15.6,1000.7,4.0,0.0,1.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.0
5697,2013,10,24,8,44.0,7.0,46.0,400,23.0,11.2,1019.1,-4.5,0.0,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.0
33437,2016,12,23,4,14.0,6.0,15.0,300,24.0,-3.2,1020.2,-13.2,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0
14021,2014,10,6,4,11.0,2.0,26.0,200,38.0,8.9,1017.4,2.2,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.0
3308,2013,7,16,19,27.0,3.0,18.0,300,70.0,27.1,994.0,16.7,0.0,0.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.0
15568,2014,12,9,15,255.0,87.0,103.0,4300,2.0,-1.1,1015.0,-9.2,0.0,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.0
34340,2017,1,29,19,19.0,2.0,9.0,400,61.0,-2.5,1025.0,-22.3,0.0,1.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0
27161,2016,4,5,16,201.0,17.0,46.0,1100,170.0,20.8,1000.7,5.6,0.0,2.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,132.0
21740,2015,8,23,19,11.0,2.0,16.0,300,76.0,23.3,1001.2,16.3,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.0
1773,2013,5,13,20,182.0,61.0,60.0,1600,142.0,21.8,993.4,6.1,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99.0
23053,2015,10,17,12,286.0,14.0,125.0,2100,53.0,20.7,1007.9,11.9,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,276.0
28430,2016,5,28,13,55.0,14.0,30.0,500,188.0,29.4,995.6,8.4,0.0,3.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,55.0
24650,2015,12,23,1,433.0,8.0,105.0,8500,3.0,-4.2,1017.5,-5.5,0.0,0.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,332.0
1869,2013,5,17,20,170.0,26.0,44.0,1000,158.0,22.3,1000.8,13.1,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,129.0
6515,2013,11,27,10,24.0,5.0,8.0,200,46.0,-2.5,1019.9,-25.0,0.0,5.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0
17418,2015,2,24,17,225.0,59.0,51.0,2000,78.0,6.2,1003.7,-7.8,0.0,1.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,148.0
21140,2015,7,29,19,57.0,2.0,11.0,400,160.0,29.8,991.1,23.5,0.0,1.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57.0
13462,2014,9,12,21,150.0,3.0,48.0,1100,52.0,21.0,1006.4,16.6,0.0,0.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,110.0
34053,2017,1,17,20,171.0,17.0,98.0,2000,12.0,-1.125,1021.5,-9.2,0.0,1.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,171.0
11494,2014,6,22,21,31.0,2.0,26.0,500,88.0,20.1,1001.3,15.9,0.0,1.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.0
9583,2014,4,4,6,55.0,9.0,46.0,600,15.0,5.2,1005.7,-8.7,0.0,1.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31.0
1792,2013,5,14,15,37.0,3.0,9.0,200,118.0,31.0,998.0,1.3,0.0,1.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,358.0
14819,2014,11,8,10,139.0,24.0,58.0,2100,11.0,7.0,1018.0,-3.3,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,104.0
5379,2013,10,11,2,6.0,10.0,65.0,400,7.0,11.7,1006.4,1.9,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0
6558,2013,11,29,5,22.0,116.0,35.0,1100,20.0,5.8,1013.5,-13.3,0.0,3.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23.0
30393,2016,8,18,8,61.0,2.0,23.0,1300,56.0,22.4,993.3,21.6,2.7,0.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,61.0
1318,2013,4,24,21,85.0,3.0,7.0,200,93.0,14.0,1005.1,-3.3,0.0,1.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.0
14886,2014,11,11,5,44.0,4.0,4.0,300,54.0,10.7,1018.0,-9.1,0.0,5.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.0
29788,2016,7,24,3,27.0,26.0,18.0,500,17.0,25.2,994.1,23.1,0.0,1.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0
1766,2013,5,13,13,92.0,52.0,35.0,1200,128.0,28.0,991.4,1.5,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,132.0
1118,2013,4,16,13,94.0,17.0,17.0,400,92.0,20.7,997.6,-3.1,0.0,3.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.0
1342,2013,4,25,21,23.0,3.0,20.0,300,78.0,14.6,1004.7,-8.2,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.0
31814,2016,10,16,13,162.0,2.0,68.0,1200,29.0,17.1,1008.3,12.8,0.0,1.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,162.0
2199,2013,5,31,14,202.0,57.0,39.0,1200,223.0,30.2,991.5,12.6,0.0,3.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,132.0
4079,2013,8,17,22,26.0,3.0,40.0,500,37.0,27.2,996.6,11.2,0.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.0
27929,2016,5,7,16,36.0,2.0,16.0,300,129.0,26.2,1005.9,-5.5,0.0,3.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.0
20416,2015,6,29,15,33.0,2.0,12.0,500,63.0,22.1,996.5,18.9,0.0,3.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33.0
13404,2014,9,10,11,121.0,21.0,21.0,1600,144.0,25.8,1005.5,14.6,0.0,2.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,78.0
33686,2017,1,2,13,23.0,11.0,31.0,600,45.0,8.9,1015.9,-11.2,0.0,2.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.0
22702,2015,10,2,21,57.0,3.0,65.0,700,13.0,16.8,1003.3,8.2,0.0,1.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52.0
4537,2013,9,6,0,45.0,7.0,30.0,1300,38.0,18.9,1007.4,15.6,0.0,2.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0
30320,2016,8,15,7,14.0,2.0,36.0,500,49.0,22.7,1000.9,17.6,0.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.0
20006,2015,6,12,13,46.0,4.0,19.0,400,80.0,25.4,989.6,9.6,0.0,6.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0
29398,2016,7,7,21,173.0,3.0,33.0,1100,187.0,30.0,1000.5,20.6,0.0,2.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105.0
19757,2015,6,2,4,36.0,2.0,2.0,300,57.0,26.3,997.6,0.8,0.0,3.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.0
34974,2017,2,25,5,13.0,8.0,37.0,800,33.0,0.7,1014.4,-10.8,0.0,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.0
21966,2015,9,2,5,11.0,2.0,14.0,100,40.0,21.1,1005.0,15.2,0.0,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0
6201,2013,11,14,8,68.0,24.0,63.0,1100,10.9242,9.6,1011.5,-9.0,0.0,3.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29.0
1105,2013,4,16,0,140.0,37.0,30.0,1300,73.0,10.8,994.7,-0.7,0.0,1.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0
10344,2014,5,5,23,74.0,8.0,77.0,500,39.0,14.3,1005.7,-5.0,0.0,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38.0
24183,2015,12,3,14,52.0,5.0,22.0,500,33.0,1.1,1015.7,-14.6,0.0,5.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.0
12566,2014,8,6,13,7.0,2.0,17.0,200,124.0,33.6,997.4,9.6,0.0,2.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0
26882,2016,3,25,1,5.0,2.0,10.0,400,72.0,6.8,1021.3,-12.9,0.0,1.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0
22045,2015,9,5,12,10.0,2.0,16.0,300,88.0,17.9,1002.3,15.9,0.2,1.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.0
890,2013,4,7,1,74.0,10.0,62.0,600,45.0,4.8,1001.5,-6.2,0.0,0.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0
14991,2014,11,15,14,110.0,31.0,62.0,1100,23.0,7.9,1019.0,-9.5,0.0,1.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0
23546,2015,11,7,1,59.0,2.0,54.0,1400,2.0,1.9,1020.5,1.2,0.5,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59.0
13669,2014,9,21,12,72.0,16.0,32.0,1100,78.0,23.4,1008.2,12.7,0.0,1.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,44.0
13570,2014,9,17,9,156.0,2.0,58.0,1100,2.0,17.9,1012.5,11.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78.0
15324,2014,11,29,11,295.0,32.0,95.0,3700,2.0,2.5,1015.0,-2.6,0.0,0.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,192.0
20878,2015,7,18,21,29.0,2.0,37.0,600,78.0,21.1,998.4,19.9,0.4,1.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29.0
3794,2013,8,6,1,64.0,5.0,13.0,700,116.0,25.5,990.2,22.4,0.0,0.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,56.0
381,2013,3,16,20,313.0,104.0,121.0,4000,107.0,10.2,1011.1,2.3,0.0,1.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,301.0
6241,2013,11,16,0,138.0,31.0,75.0,1500,1.9278,6.2,1006.0,-6.8,0.0,0.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,94.0
769,2013,4,2,0,9.0,8.0,12.0,300,81.0,4.1,1014.8,-15.2,0.0,0.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.0
33319,2016,12,18,6,227.0,6.0,85.0,6600,3.0,-4.6,1015.0,-7.9,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,227.0
19942,2015,6,9,21,186.0,3.0,45.0,1600,97.0,23.4,995.2,18.3,0.6,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85.0
30626,2016,8,28,1,6.0,2.0,17.0,100,57.0,23.9,1004.0,5.3,0.0,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0
21652,2015,8,20,3,56.0,2.0,51.0,600,10.0,21.0,1001.1,18.8,0.0,0.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56.0
26135,2016,2,22,22,49.0,7.0,27.0,400,67.0,0.5,1026.3,-15.5,0.0,2.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26.0
21890,2015,8,30,1,40.0,2.0,16.0,500,87.0,23.0,1001.6,17.5,0.0,3.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0
17860,2015,3,15,3,164.0,38.0,93.0,2800,3.0,1.7,1008.4,-7.6,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,129.0
23089,2015,10,19,0,66.0,2.0,40.0,600,24.0,12.6,1013.0,3.8,0.0,1.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0
27791,2016,5,1,22,214.0,6.0,48.0,2100,90.0,21.2,993.1,17.8,0.8,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,214.0
25398,2016,1,23,5,14.0,5.0,14.0,600,58.0,-15.5,1033.4,-31.5,0.0,2.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
24655,2015,12,23,6,379.0,8.0,101.0,8200,2.0,-5.1,1016.8,-5.6,0.0,1.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,280.0
18990,2015,5,1,5,195.0,12.0,26.0,1300,76.0,18.7,999.3,13.3,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,195.0
4945,2013,9,23,0,81.0,5.0,51.0,1400,18.0,19.9,1005.1,16.7,0.0,0.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,77.0
35046,2017,2,28,5,22.0,12.0,27.0,600,34.0,6.0,1011.3,-10.3,0.0,1.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14.0
21514,2015,8,14,9,39.0,6.0,25.0,300,100.0,29.0,994.9,16.5,0.0,3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21.0
1911,2013,5,19,14,502.0,3.0,9.0,200,93.0,25.9,989.5,-8.1,0.0,5.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38.0
6867,2013,12,12,2,37.0,24.0,44.0,1500,5.0,-2.2,1007.6,-15.3,0.0,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0
29070,2016,6,24,5,10.0,2.0,12.0,200,47.0,23.2,998.3,3.2,0.0,2.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
23995,2015,11,25,18,20.0,3.0,21.0,600,42.0,-7.7,1024.4,-19.6,0.0,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.0
19180,2015,5,9,3,58.0,3.0,33.0,1400,27.0,13.6,1008.0,8.2,0.2,1.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,58.0
639,2013,3,27,14,89.0,11.0,29.0,600,85.0,17.6,1000.0,-9.4,0.0,6.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26.0
33052,2016,12,7,3,146.0,18.0,46.0,3700,2.0,-1.0,1013.4,-9.6,0.0,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.0
20825,2015,7,16,16,28.0,2.0,48.0,600,40.0,22.2,998.4,19.6,0.1,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28.0
8918,2014,3,7,13,13.0,20.0,13.0,400,74.0,9.1,1018.1,-23.6,0.0,1.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0
22292,2015,9,15,19,129.0,14.0,56.0,1300,187.0,22.0,1008.7,12.3,0.0,0.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,116.0
10842,2014,5,26,17,41.0,3.0,19.0,200,117.0,35.8,984.4,-5.4,0.0,3.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
33402,2016,12,21,17,415.0,11.0,196.0,7500,2.0,3.4,1014.7,-3.2,0.0,0.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,415.0
29928,2016,7,29,23,139.0,2.0,45.0,3000,149.0,29.8,998.1,25.5,0.0,2.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,139.0
24995,2016,1,6,10,30.0,21.0,40.0,1000,29.0,-0.2,1023.3,-17.9,0.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26.0
25955,2016,2,15,10,44.0,3.0,30.0,400,51.0,-1.2,1017.8,-18.8,0.0,6.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.0
3555,2013,7,27,2,32.0,7.0,45.0,1200,43.0,24.7,992.9,20.8,0.0,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0
28343,2016,5,24,22,47.0,2.0,15.0,200,105.0,20.1,995.0,7.5,0.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0
27200,2016,4,7,7,193.0,10.0,65.0,700,14.0,15.9,1001.9,-6.4,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36.0
9287,2014,3,22,22,104.0,14.0,58.0,700,30.0,14.7,1015.3,-7.4,0.0,2.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0
2340,2013,6,6,11,89.0,17.0,34.0,2299,9.0,19.0,1002.2,17.7,0.0,0.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.0
6386,2013,11,22,1,69.0,27.0,53.0,1300,0.2142,0.1,1018.0,-6.5,0.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57.0
11551,2014,6,25,6,97.0,5.0,37.0,1200,69.0,23.9,994.5,17.4,0.0,1.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82.0
4820,2013,9,17,19,132.0,18.0,121.0,2200,6.0,20.1,1008.6,18.0,0.0,0.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,118.0
17493,2015,2,27,20,70.0,31.0,46.0,1200,28.0,0.4,1022.5,-13.3,0.0,1.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0
11554,2014,6,25,9,103.0,23.0,40.0,1300,82.0,26.6,994.9,16.2,0.0,1.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0
33462,2016,12,24,5,95.0,11.0,68.0,2600,2.0,-5.5,1021.1,-10.7,0.0,1.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,73.0
26491,2016,3,8,18,29.0,2.0,31.0,400,65.0,3.4,1020.5,-21.7,0.0,3.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.0
29628,2016,7,17,11,68.0,3.0,25.0,1200,112.0,27.1,998.8,16.7,0.0,1.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0
10860,2014,5,27,11,257.0,2.0,12.0,200,107.0,30.5,986.6,3.5,0.0,7.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25.0
2273,2013,6,3,16,55.0,16.0,16.0,600,198.0,32.4,995.2,12.1,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35.0
19989,2015,6,11,20,19.0,2.0,15.0,300,77.0,23.3,988.3,8.9,0.0,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.0
22309,2015,9,16,12,133.0,10.0,34.0,1300,158.0,24.2,1009.8,14.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,133.0
13707,2014,9,23,2,40.0,2.0,18.0,800,36.0,18.2,1009.1,14.7,0.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40.0
5435,2013,10,13,10,70.0,14.0,69.0,800,1.0,16.3,1011.0,9.7,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32.0
6797,2013,12,9,4,8.0,8.0,20.0,400,28.0,1.3,1016.2,-12.9,0.0,3.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0
14588,2014,10,29,19,184.0,9.0,117.0,1400,10.0,12.5,1014.1,3.2,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,119.0
29738,2016,7,22,1,49.0,2.0,7.0,1800,47.0,24.3,992.6,23.4,0.0,0.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0
29209,2016,6,30,0,93.0,2.0,25.0,600,50.0,22.0,996.0,19.7,0.0,1.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93.0
5331,2013,10,9,2,69.0,9.0,38.0,700,29.0,12.0,1003.9,10.6,0.0,0.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,63.0
30886,2016,9,7,21,24.0,2.0,41.0,400,55.0,18.9,998.3,15.4,0.0,1.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.0
42,2013,3,2,17,50.0,50.0,66.0,900,31.0,2.1,1020.2,-16.4,0.0,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0
3856,2013,8,8,15,59.0,13.0,20.0,600,186.0,34.5,989.4,20.1,0.0,1.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33.0
16390,2015,1,12,21,178.0,43.0,100.0,2600,2.0,-3.5,1026.1,-10.2,0.0,1.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,178.0
8677,2014,2,25,12,428.0,130.0,139.0,5600,10.0,7.3,1015.9,-2.5,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,418.0
7033,2013,12,19,0,105.0,64.0,66.0,3100,4.0,-7.9,1021.1,-16.5,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,128.0
2510,2013,6,13,13,152.0,44.0,17.0,1300,190.0,28.4,999.2,16.0,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0
34057,2017,1,18,0,22.0,14.0,31.0,200,43.0,-2.12,1025.0,-17.4,0.0,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29.0
18055,2015,3,23,6,95.0,5.0,58.0,900,4.0,-0.1,1020.9,-15.2,0.0,0.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36.0
807,2013,4,3,14,239.0,47.0,42.0,1399,156.0,18.5,1002.3,0.6,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,153.0
6055,2013,11,8,6,67.0,12.0,49.0,900,6.2118,1.7,1012.5,-5.2,0.0,1.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,62.0
33367,2016,12,20,6,372.0,4.0,96.0,8600,3.0,-3.2,1019.1,-5.5,0.0,0.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,364.0
18130,2015,3,26,9,182.0,21.0,92.0,1700,10.0,11.4,1021.5,0.5,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130.0
13372,2014,9,9,3,23.0,2.0,15.0,300,60.0,15.7,1000.9,8.0,0.0,1.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.0
33840,2017,1,8,23,25.0,5.0,17.0,500,55.0,1.2,1016.4,-12.3,0.0,3.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.0
25626,2016,2,1,17,11.0,8.0,41.0,500,55.0,2.4,1024.4,-18.9,0.0,5.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.0
22480,2015,9,23,15,35.0,3.0,33.0,600,101.0,25.5,999.3,14.9,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35.0
29955,2016,7,31,2,41.0,2.0,29.0,900,84.0,24.5,999.6,22.0,0.0,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0
15284,2014,11,27,19,89.0,13.0,39.0,800,40.0,5.3,1014.0,-3.5,0.0,1.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44.0
12847,2014,8,18,6,54.0,2.0,50.0,600,58.0,22.9,1003.6,15.0,0.0,1.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46.0
3564,2013,7,27,11,59.0,4.0,33.0,1500,44.0,24.2,991.7,22.6,0.0,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85.0
10707,2014,5,21,2,113.0,19.8,25.4,1000,92.2,19.7,997.1,10.9,0.0,1.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75.8
948,2013,4,9,11,35.0,5.0,14.0,300,91.0,10.5,1011.9,-9.8,0.0,4.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.0
