No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Dingling,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
25449,2016,1,25,8,34.0,10.0,6.0,300,69.0,-5.1,1023.4,-24.6,0.0,8.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.0
34812,2017,2,18,11,111.0,20.0,40.0,1000,46.0,3.8,1016.3,-14.5,0.0,1.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0
21084,2015,7,27,11,158.0,6.0,25.0,1600,68.0,29.5,996.5,22.5,0.0,1.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0
835,2013,4,4,18,72.0,14.0,48.0,1800,48.0,5.6,1005.5,4.1,1.5,0.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,65.0
26844,2016,3,23,11,39.0,2.0,2.0,300,92.0,12.0,1023.5,-13.9,0.0,3.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.0
9417,2014,3,28,8,86.0,8.0,12.0,1000,41.0,13.2,1000.0,11.3,0.0,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.0
22415,2015,9,20,22,93.0,4.0,17.0,900,99.0,20.3,1002.8,15.7,0.0,0.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93.0
14923,2014,11,12,18,45.0,2.0,2.0,100,77.0,6.6,1018.0,-19.1,0.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0
26282,2016,2,29,1,10.0,3.0,2.0,300,80.0,-3.1,1025.3,-18.3,0.0,2.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.0
2859,2013,6,28,2,53.0,3.0,20.0,600,81.0,25.2,991.8,19.6,0.0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0
18743,2015,4,20,22,78.0,2.0,14.0,400,101.0,15.2,1002.8,-1.0,0.0,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0
15775,2014,12,18,6,118.0,22.0,80.0,2900,2.0,-6.5,1023.0,-15.5,0.0,1.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,112.0
18999,2015,5,1,14,63.0,4.0,12.0,600,64.0,15.3,1001.7,12.8,1.8,2.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,63.0
22625,2015,9,29,16,9.0,2.0,6.0,400,55.0,14.5,1020.5,13.0,0.5,1.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0
35008,2017,2,26,15,32.0,10.0,27.0,500,82.0,13.8,1013.0,-8.2,0.0,1.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24.0
11010,2014,6,2,17,25.0,2.0,6.0,200,157.0,25.5,1000.5,10.9,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0
34225,2017,1,25,0,151.0,33.0,98.0,2900,7.0,-2.633333333,1026.0,-14.3,0.0,1.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,151.0
24876,2016,1,1,11,138.0,57.0,66.0,4300,7.0,1.7,1015.0,-7.4,0.0,1.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,130.0
12774,2014,8,15,5,14.0,2.0,20.0,300,56.0,20.6,998.6,13.8,0.0,1.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.0
29028,2016,6,22,11,49.0,2.0,18.0,500,134.0,28.8,993.9,19.7,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47.0
34732,2017,2,15,3,215.0,13.0,76.0,2800,13.0,-2.2,1017.0,-6.8,0.0,1.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,215.0
32363,2016,11,8,10,27.0,10.0,22.0,700,34.0,7.1,1026.1,-6.3,0.0,2.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20.0
26241,2016,2,27,8,28.0,6.0,14.0,500,50.0,0.3,1016.4,-10.3,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.0
13976,2014,10,4,7,74.0,3.0,11.0,700,77.0,14.1,1009.6,12.7,0.0,1.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0
21443,2015,8,11,10,139.0,8.0,11.0,1300,145.0,29.1,1001.2,22.1,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,108.0
21883,2015,8,29,18,48.0,5.0,12.0,700,183.0,26.5,998.1,19.6,0.2,2.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.0
23942,2015,11,23,13,17.0,13.0,9.0,500,69.0,-0.2,1028.6,-10.2,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.0
16928,2015,2,4,7,8.0,7.0,5.0,200,67.0,-2.0,1021.0,-17.3,0.0,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.0
16775,2015,1,28,22,63.0,30.0,46.0,1100,16.0,-2.0,1023.0,-18.1,0.0,1.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,58.0
7171,2013,12,24,18,192.0,96.0,109.0,3500,6.0,-2.2,1022.5,-8.7,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,200.0
14726,2014,11,4,13,91.0,15.0,27.0,600,72.0,15.0,1016.0,-2.5,0.0,2.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0
14257,2014,10,16,0,3.0,2.0,2.0,200,47.0,8.0,1013.0,-4.5,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0
11304,2014,6,14,23,36.0,2.0,12.0,300,151.0,25.3,996.9,17.2,0.0,0.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0
11288,2014,6,14,7,27.0,2.0,10.0,300,63.0,24.1,999.8,16.4,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0
13924,2014,10,2,3,41.0,2.0,31.0,900,2.0,9.3,1003.5,8.8,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41.0
14827,2014,11,8,18,89.0,13.0,43.0,1100,53.0,8.0,1012.0,-2.1,0.0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0
1249,2013,4,22,0,138.0,17.0,34.0,1200,57.0,11.4,1006.6,2.7,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.0
33610,2016,12,30,9,92.0,15.0,51.0,1600,6.0,-7.4,1022.0,-14.7,0.0,1.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,65.0
8928,2014,3,7,23,68.0,19.0,43.0,900,26.0,1.0,1018.1,-16.9,0.0,0.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0
23066,2015,10,18,1,12.0,2.0,8.0,400,76.0,20.2,1012.5,0.6,0.0,3.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0
20899,2015,7,19,18,56.0,3.0,12.0,500,104.0,23.7,999.0,21.2,4.8,2.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0
17025,2015,2,8,8,40.0,2.0,2.0,200,82.0,-8.0,1028.0,-27.1,0.0,2.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
23588,2015,11,8,19,97.0,10.0,52.0,1900,2.0,4.6,1015.8,2.5,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.0
21957,2015,9,1,20,14.0,4.0,6.0,400,47.0,22.4,1004.2,17.3,0.0,1.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.0
19803,2015,6,4,2,43.0,5.0,7.0,300,112.0,25.7,999.2,7.8,0.0,3.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14.0
17179,2015,2,14,18,240.0,53.0,54.0,2000,113.0,7.0,1003.0,-10.3,0.0,0.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,240.0
23598,2015,11,9,5,72.0,9.0,31.0,2100,2.0,2.4,1017.1,1.5,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,72.0
9976,2014,4,20,15,8.0,7.0,11.0,100,101.0,22.0,1004.2,-2.7,0.0,2.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
27026,2016,3,31,1,159.0,21.0,42.0,800,44.0,10.4,1003.4,-2.0,0.0,0.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,62.0
6711,2013,12,5,14,17.0,17.0,8.0,200,58.0,10.5,1014.3,-15.1,0.0,4.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.0
7005,2013,12,17,20,10.0,3.0,2.0,200,73.0,-2.3,1026.8,-18.4,0.0,1.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0
22018,2015,9,4,9,47.0,7.0,14.0,1400,63.0,23.3,1005.1,17.5,0.0,2.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0
33399,2016,12,21,14,493.0,25.0,205.0,8500,11.0,3.8,1014.2,-3.0,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,493.0
393,2013,3,17,8,212.0,18.0,66.0,2100,107.0,7.3,1002.3,0.9,0.0,1.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,257.0
20976,2015,7,22,23,6.0,2.0,3.0,400,73.0,21.6,996.5,19.9,0.1,1.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0
27068,2016,4,1,19,92.0,2.0,2.0,600,90.0,16.7,1002.7,-4.0,0.0,4.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0
24502,2015,12,16,21,5.0,3.0,4.0,200,50.0,-3.2,1025.7,-16.5,0.0,1.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0
22185,2015,9,11,8,17.0,2.0,18.0,200,50.0,15.4,1008.5,11.0,0.0,1.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.0
13418,2014,9,11,1,95.0,4.0,14.0,700,102.0,18.5,1005.8,12.7,0.0,1.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48.0
18914,2015,4,28,1,52.0,2.0,27.0,500,26.0,16.7,997.7,13.0,0.0,1.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0
28347,2016,5,25,2,20.0,2.0,4.0,100,101.0,18.0,995.5,8.0,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.0
20757,2015,7,13,20,92.0,3.0,14.0,200,133.0,34.6,988.6,15.0,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0
33675,2017,1,2,2,57.0,17.0,33.0,800,43.0,-1.2,1016.0,-11.4,0.0,1.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57.0
14850,2014,11,9,17,62.0,11.0,37.0,700,66.0,13.6,1014.0,-4.1,0.0,1.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0
22048,2015,9,5,15,10.0,2.0,6.0,500,111.0,17.3,1002.5,16.2,0.9,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.0
13457,2014,9,12,16,86.0,5.0,16.0,900,121.0,23.4,1005.0,15.2,0.0,1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0
33012,2016,12,5,11,44.0,2.0,3.0,200,68.0,3.6,1021.6,-14.2,0.0,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.0
34822,2017,2,18,21,129.0,23.0,54.0,1000,47.0,5.6,1006.8,-11.1,0.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.0
31796,2016,10,15,19,228.0,2.0,64.0,1500,2.0,15.0,1012.5,13.5,0.1,0.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,228.0
22663,2015,10,1,6,4.0,6.0,6.0,200,77.0,14.4,1004.3,-2.1,0.0,5.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0
34644,2017,2,11,11,22.0,14.0,9.0,500,70.0,6.0,1020.1,-16.6,0.0,4.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14.0
6536,2013,11,28,7,20.0,19.0,10.0,300,46.0,-2.3,1019.4,-25.5,0.0,5.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0
10881,2014,5,28,8,31.0,21.0,18.0,100,50.0,27.5,994.6,5.1,0.0,1.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26.0
4460,2013,9,2,19,56.0,9.0,17.0,700,120.0,24.2,1006.4,16.2,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42.0
7094,2013,12,21,13,91.0,59.0,51.0,1500,37.0,2.6,1024.0,-15.5,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,63.0
31823,2016,10,16,22,98.0,2.0,26.0,600,14.0,13.1,1009.4,12.3,0.0,0.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,98.0
34414,2017,2,1,21,58.0,14.0,36.0,900,35.0,-3.0,1026.0,-21.8,0.0,0.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0
22322,2015,9,17,1,100.0,2.0,14.0,800,94.0,18.5,1009.1,14.4,0.0,0.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0
30357,2016,8,16,20,58.0,2.0,10.0,600,77.0,28.4,994.9,20.2,0.0,2.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30.0
6411,2013,11,23,2,111.0,35.0,110.0,1700,3.0,0.3,1012.5,-5.7,0.0,0.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,102.0
14301,2014,10,17,20,156.0,6.0,116.0,1200,13.0,13.7,1007.2,4.6,0.0,1.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,113.0
23420,2015,11,1,19,114.0,11.0,70.0,1400,18.0,10.5,1011.8,-0.6,0.0,1.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,58.0
26622,2016,3,14,5,78.0,6.0,31.0,500,23.0,-2.1,1015.5,-12.2,0.0,1.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29.0
14069,2014,10,8,4,204.0,2.0,19.0,1100,42.0,12.0,1010.6,8.8,0.0,1.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,204.0
20079,2015,6,15,14,146.0,14.0,33.0,1300,269.0,30.5,996.2,16.1,0.0,2.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,117.0
2746,2013,6,23,9,46.0,3.0,15.0,500,44.0,26.6,995.8,18.5,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20.0
1284,2013,4,23,11,209.0,19.0,40.0,1100,29.0,12.5,1000.7,7.4,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,214.0
23952,2015,11,23,23,11.0,10.0,18.0,500,56.0,-4.8,1033.1,-13.4,0.0,1.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.0
4711,2013,9,13,6,24.0,1.0,8.0,700,18.0,17.9,999.0,17.3,0.0,0.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46.0
14468,2014,10,24,19,281.0,5.0,64.0,1700,59.0,12.8,1002.5,9.8,0.0,0.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,281.0
8759,2014,2,28,22,136.0,24.0,82.0,2700,2.0,-0.3,1016.1,-6.3,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,129.0
30015,2016,8,2,14,23.0,2.0,2.0,400,122.0,33.8,1000.3,21.6,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23.0
28937,2016,6,18,16,68.0,5.0,16.0,500,215.0,32.6,994.0,15.6,0.0,4.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32.0
22694,2015,10,2,13,20.0,13.0,10.0,400,100.0,25.2,1000.3,3.8,0.0,5.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20.0
16198,2015,1,4,21,141.0,49.0,82.0,2200,2.0,3.0,1010.0,-12.1,0.0,0.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,141.0
15682,2014,12,14,9,47.0,52.0,20.0,700,39.0,0.4,1021.0,-20.0,0.0,1.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26.0
15707,2014,12,15,10,44.0,8.0,4.0,300,57.0,0.6,1027.0,-16.3,0.0,8.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.0
33008,2016,12,5,7,41.0,8.0,12.0,400,50.0,2.2,1016.4,-3.5,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33.0
29031,2016,6,22,14,72.0,2.0,23.0,700,215.0,32.0,991.4,20.3,0.0,2.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0
14871,2014,11,10,14,88.0,21.0,40.0,900,61.0,14.7,1013.0,-5.7,0.0,0.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0
14791,2014,11,7,6,39.0,3.0,13.0,500,22.0,1.6,1013.0,-8.5,0.0,0.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27.0
27010,2016,3,30,9,49.0,4.0,43.0,500,33.0,14.7,1010.7,-6.8,0.0,0.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0
9874,2014,4,16,9,156.0,8.0,47.0,700,15.0,16.2,1006.8,-0.5,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,99.0
19778,2015,6,3,1,181.0,8.0,39.0,600,53.0,21.6,1005.4,11.6,0.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0
18894,2015,4,27,5,116.0,6.0,21.0,600,67.0,18.8,997.4,10.6,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,61.0
22334,2015,9,17,13,167.0,10.0,29.0,1100,174.0,25.6,1007.9,15.9,0.0,1.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,147.0
10097,2014,4,25,16,292.0,18.0,29.0,900,196.0,21.0,1006.5,4.5,0.0,3.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,172.0
19879,2015,6,7,6,35.0,6.0,19.0,4000,11.0,17.6,1000.4,7.9,0.0,1.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0
2312,2013,6,5,7,41.0,3.0,53.0,1600,22.0,18.5,1004.2,17.5,0.0,2.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0
2738,2013,6,23,1,11.0,3.0,8.0,400,13.0,20.5,997.7,17.5,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.0
24273,2015,12,7,8,165.0,14.0,75.0,2400,2.0,0.9,1024.1,-2.3,0.0,0.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,165.0
3972,2013,8,13,11,85.0,6.0,17.0,1000,94.0,30.6,995.7,23.5,0.0,1.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0
34897,2017,2,22,0,81.0,3.0,69.0,1300,12.0,-2.6,1015.4,-4.3,0.0,1.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0
24840,2015,12,30,23,7.0,3.0,9.0,300,73.0,-0.1,1025.3,-12.4,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0
30965,2016,9,11,4,39.0,2.0,13.0,600,58.0,18.9,1004.3,16.3,0.0,1.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30.0
1358,2013,4,26,13,109.0,44.0,46.0,500,87.0,22.4,999.5,0.2,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,59.0
7725,2014,1,16,20,204.0,68.0,81.0,2400,10.0,0.4,1021.1,-5.0,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.0
1289,2013,4,23,16,226.0,16.0,59.0,1200,61.0,14.9,1002.2,8.1,0.0,1.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,247.0
15251,2014,11,26,10,209.0,48.0,94.0,2700,2.0,4.3,1021.0,-1.1,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,187.0
16505,2015,1,17,16,59.0,34.0,65.0,1200,20.0,2.0,1022.0,-15.5,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,59.0
34073,2017,1,18,16,40.0,4.0,22.0,400,56.0,0.533333333,1022.0,-15.9,0.0,1.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22.0
32337,2016,11,7,8,31.0,4.0,27.0,300,29.0,7.8,1020.3,0.0,0.0,1.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.0
13892,2014,9,30,19,49.0,2.0,31.0,600,26.0,11.8,1012.9,2.5,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29.0
32052,2016,10,26,11,79.0,2.0,35.0,600,15.0,12.6,1017.0,1.4,0.0,0.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31.0
30012,2016,8,2,11,57.0,2.0,6.0,500,107.0,32.1,1001.4,21.6,0.0,2.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0
2544,2013,6,14,23,153.0,8.0,26.0,1000,134.0,24.7,998.6,12.9,0.0,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.0
8092,2014,2,1,3,132.0,34.0,27.0,1600,19.0,1.2,1008.7,-5.5,0.0,1.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,126.0
33720,2017,1,3,23,122.0,13.0,91.0,2500,4.0,-1.9,1015.1,-8.4,0.0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,122.0
32371,2016,11,8,18,85.0,9.0,34.0,800,27.0,8.0,1023.2,-4.8,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0
19119,2015,5,6,14,40.0,2.0,14.0,200,106.0,20.7,1002.0,-8.7,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23.0
11066,2014,6,5,1,47.0,13.0,13.0,300,119.0,23.1,996.0,14.9,0.0,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40.0
7068,2013,12,20,11,26.0,29.0,15.0,400,52.0,1.5,1025.6,-17.4,0.0,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.0
4034,2013,8,16,1,139.0,3.0,28.0,1200,32.0,29.0,989.2,27.0,0.0,0.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,130.0
14242,2014,10,15,9,74.0,6.0,24.0,600,28.0,19.3,1005.4,-2.4,0.0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39.0
2323,2013,6,5,18,111.0,5.0,50.0,2100,14.0,18.4,1002.9,17.1,0.0,2.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0
24167,2015,12,2,22,44.0,3.0,5.0,200,36.0,-0.3,1011.2,-13.9,0.0,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.0
23609,2015,11,9,16,137.0,3.0,77.0,1500,15.0,5.7,1017.8,2.9,0.0,0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,137.0
24938,2016,1,4,1,8.0,5.0,5.0,3100,72.0,0.2,1018.2,-11.8,0.0,2.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.0
8295,2014,2,9,14,11.0,15.0,2.0,300,69.0,-1.5,1025.0,-21.0,0.0,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.0
30957,2016,9,10,20,62.0,2.0,22.0,500,72.0,25.9,1001.2,12.7,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20.0
2537,2013,6,14,16,106.0,13.0,11.0,700,238.0,30.6,996.7,12.5,0.0,3.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90.0
27206,2016,4,7,13,134.0,2.0,4.0,400,96.0,22.8,1003.2,-7.1,0.0,5.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.0
22247,2015,9,13,22,42.0,2.0,19.0,400,74.0,19.5,1006.9,12.5,0.0,1.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.0
9484,2014,3,31,3,62.0,5.0,23.0,400,44.0,16.0,1006.3,1.3,0.0,1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0
14661,2014,11,1,20,36.0,5.0,23.0,400,28.0,10.3,1014.0,-3.8,0.0,1.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.0
26012,2016,2,17,19,47.0,9.0,14.0,400,69.0,7.4,1008.8,-10.0,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21.0
27835,2016,5,3,18,87.0,2.0,2.0,200,106.0,25.5,990.4,-8.4,0.0,4.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30.0
31027,2016,9,13,18,140.0,2.0,33.0,500,136.0,25.6,1007.3,18.3,0.0,1.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0
26826,2016,3,22,17,254.0,28.0,61.0,1500,71.0,15.3,1011.9,-1.8,0.0,2.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,108.0
16252,2015,1,7,3,14.0,11.0,9.0,300,50.0,-5.0,1018.0,-17.8,0.0,1.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.0
4474,2013,9,3,9,82.0,5.0,13.0,1200,75.0,23.6,1009.1,18.0,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100.0
333,2013,3,14,20,127.0,40.0,78.0,1200,57.0,3.9,1015.3,-4.1,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,138.0
23549,2015,11,7,4,26.0,8.0,26.0,1300,26.0,0.7,1019.3,0.1,1.3,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26.0
24031,2015,11,27,6,57.0,16.0,57.0,2200,2.0,-6.3,1016.6,-12.2,0.0,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,57.0
