No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Gucheng,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
31374,2016,9,28,5,27.0,2.0,46.0,400,9.0,11.025,1016.0,4.7,0.0,2.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.0
5381,2013,10,11,4,67.0,1.0,68.0,500,1.0,9.2,1008.2,4.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.0
29644,2016,7,18,3,135.0,3.0,80.0,1100,28.0,22.1,999.8,20.0,0.0,0.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100.0
26429,2016,3,6,4,195.0,12.0,51.0,1400,9.0,0.8,1011.8,-9.0,0.0,0.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,58.0
32013,2016,10,24,20,137.0,2.0,56.0,1700,2.0,10.2,1007.1,6.9,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,114.0
5580,2013,10,19,11,6.0,1.0,15.0,200,69.0,17.0,1017.8,-2.7,0.0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0
4321,2013,8,28,0,7.0,4.0,43.0,700,38.0,24.0,995.7,20.9,0.0,0.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0
8656,2014,2,24,15,293.0,132.0,125.0,4000,31.0,7.3,1017.3,-2.2,0.0,1.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,238.0
34699,2017,2,13,18,94.0,13.0,61.0,1300,39.0,9.5,1023.6,-14.4,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49.0
10782,2014,5,24,5,119.0,2.0,25.0,600,83.0,19.5,1000.2,18.8,2.5,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0
28156,2016,5,17,3,109.0,4.0,97.0,1000,5.0,13.2,1000.2,7.8,0.0,0.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48.0
24385,2015,12,12,0,96.0,22.0,68.0,2800,2.0,-1.2,1019.1,-4.4,0.0,0.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93.0
17661,2015,3,6,20,331.0,82.0,143.0,2800,14.0,4.9,1008.4,-7.3,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,280.0
9572,2014,4,3,19,58.0,2.0,33.0,400,79.0,15.2,1014.4,-17.6,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.0
32037,2016,10,25,20,168.0,2.0,87.0,1500,2.0,12.8,1007.7,8.9,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,129.0
25611,2016,2,1,2,13.0,8.0,12.0,600,60.0,-5.5,1029.2,-18.2,0.0,1.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.0
24651,2015,12,23,2,482.0,27.0,121.0,9500,2.0,-3.2,1018.8,-4.9,0.0,0.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482.0
3605,2013,7,29,4,108.0,3.0,87.0,900,2.0,26.3,992.4,22.6,0.0,0.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39.0
8777,2014,3,1,16,67.0,9.0,18.0,500,109.0,10.9,1012.5,-14.0,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.0
12046,2014,7,15,21,221.0,6.0,55.0,700,134.0,24.3,996.3,23.6,1.6,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,67.0
21297,2015,8,5,8,203.0,2.0,55.0,800,41.0,26.0,995.6,22.1,0.0,0.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48.0
9751,2014,4,11,6,173.0,20.0,85.0,1100,17.0,13.1,1012.4,0.5,0.0,0.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,75.0
15063,2014,11,18,14,74.0,40.0,76.0,1300,19.0,14.0,1018.0,-7.4,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,53.0
23289,2015,10,27,8,132.0,2.0,52.0,1000,3.0,7.9,1009.2,-1.6,0.0,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25.0
14216,2014,10,14,7,25.0,3.0,65.0,900,3.0,9.2,1014.1,2.3,0.0,0.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25.0
9356,2014,3,25,19,238.0,44.0,87.0,1300,132.0,18.2,1001.0,5.4,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,197.0
30584,2016,8,26,7,16.0,2.0,25.0,300,37.0,19.8,1011.0,9.4,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.0
33416,2016,12,22,7,16.0,4.0,11.0,300,46.0,2.3,1016.7,-13.1,0.0,4.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.0
10091,2014,4,25,10,228.0,18.0,111.0,1400,29.0,23.1,1009.8,11.5,0.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.0
17889,2015,3,16,8,256.0,44.0,101.0,3100,3.0,7.5,1004.8,-4.3,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,129.0
33887,2017,1,10,22,182.0,22.0,93.0,1800,7.0,-2.78,1019.0,-10.8,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,130.0
24419,2015,12,13,10,157.0,40.0,95.0,4600,2.0,1.1,1021.2,-4.6,0.0,0.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.0
17864,2015,3,15,7,233.0,30.0,85.0,2400,2.0,1.9,1011.4,-8.5,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.0
25044,2016,1,8,11,26.0,8.0,21.0,800,58.0,0.1,1021.4,-18.6,0.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.0
31262,2016,9,23,13,114.0,5.0,26.0,1000,138.0,24.475,1000.0,16.7,0.0,4.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,114.0
22705,2015,10,3,0,83.0,3.0,72.0,700,3.0,16.2,1007.1,7.9,0.0,0.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34.0
28449,2016,5,29,8,24.0,2.0,14.0,200,79.0,24.0,1001.7,-3.4,0.0,4.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24.0
12119,2014,7,18,22,182.0,2.0,49.0,900,109.0,29.4,999.9,25.6,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102.0
6453,2013,11,24,20,86.0,6.0,17.0,400,62.0,8.0,1006.2,-9.0,0.0,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34.0
30304,2016,8,14,15,89.0,2.0,31.0,600,193.0,32.4,998.2,20.6,0.0,0.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.0
4923,2013,9,22,2,83.0,5.0,59.0,1000,5.0,19.8,1008.1,16.1,0.0,0.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,58.0
32816,2016,11,27,7,6.0,2.0,6.0,300,54.0,3.9,1017.6,-15.4,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0
14955,2014,11,14,2,50.0,11.0,61.0,2000,5.0,0.9,1015.0,-7.9,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25.0
30276,2016,8,13,11,78.0,2.0,52.0,700,25.0,28.2,999.0,23.1,0.0,0.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31.0
15469,2014,12,5,12,7.0,6.0,23.0,400,54.0,4.3,1019.0,-21.8,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.0
3611,2013,7,29,10,153.0,3.0,94.0,1600,16.0,28.4,993.8,23.8,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,61.0
16700,2015,1,25,19,196.0,18.0,73.0,2000,4.0,1.0,1016.0,-2.4,0.0,0.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,196.0
46,2013,3,2,21,147.0,67.0,84.0,2200,7.0,0.5,1020.7,-13.6,0.0,0.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,98.0
15406,2014,12,2,21,177.0,46.0,87.0,2400,9.0,-3.5,1016.0,-17.5,0.0,1.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113.0
23338,2015,10,29,9,27.0,2.0,14.0,300,54.0,10.0,1020.3,-13.3,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0
17642,2015,3,6,1,362.0,108.0,86.0,2200,3.0,0.4,1014.3,-12.0,0.0,0.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,304.0
16831,2015,1,31,6,24.0,21.0,52.0,1000,13.0,-6.0,1032.0,-21.6,0.0,0.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.0
30271,2016,8,13,6,57.0,2.0,57.0,700,2.0,24.9,998.1,22.6,0.0,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27.0
7825,2014,1,21,0,17.0,14.0,45.0,900,36.0,-2.2,1026.2,-19.2,0.0,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20.0
27810,2016,5,2,17,91.0,2.0,19.0,300,56.0,12.1,1000.3,9.3,0.1,3.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60.0
33478,2016,12,24,21,208.0,24.0,111.0,3000,6.0,-4.1,1023.0,-8.8,0.0,0.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,163.0
10928,2014,5,30,7,178.0,38.0,77.0,2200,102.0,29.9,999.2,9.4,0.0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0
6440,2013,11,24,7,48.0,30.0,31.0,600,31.0,10.0,1009.3,-6.4,0.0,2.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40.0
19143,2015,5,7,14,148.0,8.0,27.0,500,131.0,24.9,1001.8,3.5,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51.0
30137,2016,8,7,16,15.0,2.0,9.0,400,153.0,31.9,1000.0,19.2,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.0
22937,2015,10,12,16,62.0,2.0,21.0,300,98.0,25.8,1011.2,1.8,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.0
29148,2016,6,27,11,54.0,6.0,53.0,700,119.0,27.1,995.9,14.5,0.0,2.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,54.0
14231,2014,10,14,22,199.0,11.0,112.0,1000,6.0,10.6,1007.5,4.7,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,101.0
2634,2013,6,18,17,80.0,6.0,23.0,600,175.0,30.6,988.1,15.1,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35.0
2065,2013,5,26,0,144.0,30.0,100.0,1300,20.0,22.5,1001.2,17.4,0.0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,133.0
15280,2014,11,27,15,39.0,5.0,45.0,600,32.0,7.0,1015.0,-13.9,0.0,1.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0
