No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Shunyi,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
1434,2013,4,29,17,100.0,3.0,11.0,300,74.0,27.1,1005.0,-7.2,0.0,3.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0
14674,2014,11,2,9,7.0,2.0,25.0,200,42.0,10.4,1010.0,-9.3,0.0,4.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.0
3027,2013,7,5,2,18.0,3.0,30.0,400,49.0,22.2,993.0,18.6,0.0,1.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0
30255,2016,8,12,14,20.0,2.0,32.0,700,75.0,26.0,1002.1,23.9,0.0,1.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.0
35004,2017,2,26,11,16.0,9.0,18.0,400,72.0,9.2,1022.6,-8.4,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.0
16354,2015,1,11,9,24.0,2.0,18.0,300,56.0,2.0,1031.0,-16.5,0.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.0
15825,2014,12,20,8,16.0,12.0,49.0,700,3.0,-6.0,1029.0,-20.1,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.0
21760,2015,8,24,15,36.0,2.0,3.0,400,92.0,27.0,1006.8,18.0,0.0,2.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0
22431,2015,9,21,14,110.0,25.0,40.0,1000,188.0,28.0,1006.9,11.9,0.0,3.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,110.0
34759,2017,2,16,6,225.0,51.0,60.0,2600,81.0,2.3,1009.7,-5.8,0.0,1.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,225.0
266,2013,3,12,1,176.0,65.0,75.0,1500,56.0,6.1,1009.7,-2.3,0.0,1.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.0
12548,2014,8,5,19,113.0,5.0,39.0,600,178.0,27.8,1002.8,19.8,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47.0
27909,2016,5,6,20,38.0,2.0,25.0,200,67.0,21.9,1008.9,-6.8,0.0,3.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.0
1548,2013,5,4,11,153.0,46.0,46.0,1100,94.0,23.0,1013.5,7.1,0.0,3.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,148.0
32752,2016,11,24,15,114.0,27.0,91.0,1500,25.0,4.5,1022.6,-13.4,0.0,2.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,84.0
20704,2015,7,11,15,153.0,3.0,21.0,1600,285.0,33.9,1001.7,18.8,0.0,2.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,153.0
27756,2016,4,30,11,149.0,6.0,23.0,1100,180.0,25.8,1000.2,11.5,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,149.0
27649,2016,4,26,0,151.0,31.0,41.0,1700,86.0,16.1,1013.2,4.5,0.0,3.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,59.0
12113,2014,7,18,16,177.0,10.0,18.0,1700,292.0,33.7,1002.1,22.5,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,177.0
6247,2013,11,16,6,199.0,26.0,72.0,1600,2.7846,9.8,1012.9,-6.6,0.0,5.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83.0
17143,2015,2,13,6,84.0,7.0,62.0,2100,8.0,-5.0,1018.0,-10.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,84.0
4887,2013,9,20,14,6.0,1.0,4.0,200,101.0,27.1,1010.7,9.4,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0
7469,2014,1,6,4,142.0,37.0,63.0,2200,1.0,-0.7,1023.7,-3.9,0.0,1.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,137.0
30310,2016,8,14,21,109.0,2.0,95.0,1000,25.0,28.5,1003.2,21.3,0.0,0.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36.0
22639,2015,9,30,6,30.0,2.0,34.0,600,2.0,13.5,1020.1,12.7,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30.0
558,2013,3,24,5,10.0,3.0,12.0,300,62.0,-1.4,1021.2,-13.3,0.0,1.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.0
31476,2016,10,2,11,140.0,7.0,39.0,1000,85.0,18.8,1010.9,12.5,0.0,3.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,140.0
32452,2016,11,12,3,84.0,12.0,57.0,1000,2.0,3.1,1015.2,-1.7,0.0,1.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53.0
19463,2015,5,20,22,53.0,4.0,49.0,400,82.0,24.4,1009.8,3.6,0.0,2.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25.0
8552,2014,2,20,7,126.0,39.0,61.0,1800,4.0,-1.6,1028.3,-4.3,0.0,1.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,148.0
15904,2014,12,23,15,62.0,37.0,44.0,800,40.0,8.6,1020.0,-15.1,0.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0
12794,2014,8,16,1,108.0,3.0,40.0,800,45.0,22.5,1004.0,17.4,0.0,0.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,68.0
16809,2015,1,30,8,15.0,13.0,49.0,700,25.0,-7.0,1036.0,-21.7,0.0,2.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.0
22677,2015,10,1,20,41.0,2.0,76.0,500,2.0,13.8,1009.6,7.3,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.0
29989,2016,8,1,12,52.0,2.0,14.0,800,91.0,30.4,1006.2,23.6,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43.0
5951,2013,11,3,22,21.0,12.0,59.0,700,5.9976,5.6,1025.2,0.9,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.0
15299,2014,11,28,10,57.0,25.0,55.0,1000,17.0,5.2,1023.0,-9.4,0.0,1.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42.0
15459,2014,12,5,2,5.0,7.0,14.0,300,56.0,-4.7,1020.0,-24.9,0.0,1.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
380,2013,3,16,19,212.0,54.0,89.0,2899,105.0,10.0,1017.2,2.6,0.0,2.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,185.0
29961,2016,7,31,8,53.0,2.0,29.0,1600,48.0,23.1,1007.0,21.5,0.0,0.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0
19058,2015,5,4,1,25.0,2.0,12.0,100,66.0,16.1,1014.8,-11.5,0.0,2.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.0
24635,2015,12,22,10,113.0,15.0,53.0,1800,3.0,-2.7,1026.8,-6.7,0.0,1.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,113.0
29608,2016,7,16,15,29.0,2.0,17.0,500,88.0,24.6,999.8,16.6,0.0,1.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25.0
12465,2014,8,2,8,86.0,4.0,30.0,800,11.0,27.9,1001.5,24.1,0.0,0.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,63.0
20952,2015,7,21,23,62.0,2.0,19.0,600,89.0,23.0,1001.4,21.4,1.8,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,62.0
26879,2016,3,24,22,77.0,11.0,95.0,900,2.0,9.3,1027.0,-12.6,0.0,1.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57.0
33230,2016,12,14,13,9.0,4.0,10.0,300,69.0,1.8,1029.2,-17.7,0.0,1.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0
13477,2014,9,13,12,79.0,8.0,50.0,900,93.0,26.3,1010.6,12.7,0.0,1.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,79.0
29609,2016,7,16,16,34.0,2.0,21.0,500,81.0,24.5,999.8,16.2,0.0,1.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26.0
21482,2015,8,13,1,180.0,3.0,35.0,1000,56.0,27.3,1001.9,21.6,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.0
16764,2015,1,28,11,11.0,6.0,13.0,400,54.0,-1.0,1031.0,-21.2,0.0,2.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.0
23760,2015,11,15,23,74.0,11.0,40.0,2000,19.0,8.0,1020.1,5.1,0.2,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,74.0
7379,2014,1,2,10,192.0,88.0,76.0,3900,4.0,4.1,1017.1,-5.9,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,116.0
18574,2015,4,13,21,65.0,5.0,68.0,600,65.0,13.6,1014.0,2.2,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45.0
15010,2014,11,16,9,260.0,11.0,76.0,4500,14.0,3.4,1014.0,-3.0,0.0,0.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,182.0
20666,2015,7,10,1,85.0,13.0,41.0,500,31.0,24.4,1008.5,15.3,0.0,0.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0
447,2013,3,19,14,30.0,3.0,18.0,600,50.0,4.5,1010.2,1.0,0.0,3.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51.0
29035,2016,6,22,18,100.0,2.0,27.0,700,233.0,30.5,996.2,22.7,0.4,3.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,66.0
34169,2017,1,22,16,23.0,7.0,26.0,400,58.0,-0.4,1030.0,-21.4,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.0
6601,2013,12,1,0,86.0,34.0,64.0,2600,2.142,-0.3,1022.2,-12.3,0.0,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,73.0
32241,2016,11,3,8,103.0,2.0,60.0,1600,3.0,1.1,1017.4,-0.7,0.0,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,88.0
34828,2017,2,19,3,148.0,36.0,94.0,2000,13.0,1.2,1005.5,-7.1,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,148.0
8214,2014,2,6,5,106.0,30.0,40.0,1500,13.0,-5.7,1026.6,-11.2,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,121.0
10137,2014,4,27,8,83.0,4.0,26.0,500,32.0,18.2,1018.2,4.4,0.0,2.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48.0
18636,2015,4,16,11,13.0,2.0,10.0,200,76.0,16.5,1010.5,-16.6,0.0,9.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.0
28970,2016,6,20,1,198.0,2.0,30.0,2300,140.0,26.9,999.5,19.8,0.0,1.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,198.0
6252,2013,11,16,11,25.0,1.0,11.0,200,61.4754,12.0,1015.2,-9.1,0.0,6.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
9651,2014,4,7,2,121.0,17.0,43.0,1100,19.0,10.7,1010.2,2.0,0.0,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,71.0
710,2013,3,30,13,101.0,56.0,32.0,1500,82.0,10.5,1018.2,-4.0,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,77.0
4908,2013,9,21,11,119.0,17.0,22.0,1000,75.0,26.7,1012.7,15.1,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64.0
26917,2016,3,26,12,6.0,2.0,8.0,200,84.0,16.2,1021.4,-12.3,0.0,3.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.0
24068,2015,11,28,19,251.0,70.0,98.0,4700,4.0,-0.3,1026.0,-5.3,0.0,1.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,251.0
19847,2015,6,5,22,85.0,2.0,28.0,600,113.0,22.4,996.4,16.4,0.0,1.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0
16103,2014,12,31,22,28.0,6.0,8.0,300,58.0,-2.9,1028.0,-23.4,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0
14199,2014,10,13,14,10.0,2.0,11.0,100,64.0,17.3,1020.6,-10.5,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.0
16866,2015,2,1,17,66.0,14.0,50.0,900,35.0,3.0,1030.0,-19.1,0.0,1.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0
18965,2015,4,30,4,135.0,8.0,74.0,1700,8.0,18.3,1008.1,13.8,0.0,0.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,135.0
32403,2016,11,10,2,178.0,20.0,84.0,2200,3.0,6.0,1016.8,1.3,0.0,1.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,178.0
24140,2015,12,1,19,631.0,24.0,135.0,10000,7.0,-0.1,1015.9,-1.1,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,631.0
16254,2015,1,7,5,15.0,18.0,28.0,300,22.0,-5.0,1026.0,-19.9,0.0,1.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.0
29094,2016,6,25,5,19.0,2.0,36.0,400,33.0,18.6,1004.4,11.4,0.0,0.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0
17030,2015,2,8,13,9.0,2.0,10.0,300,67.0,-1.0,1032.0,-27.9,0.0,2.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0
14282,2014,10,17,1,177.0,2.0,67.0,900,2.0,7.3,1013.8,3.5,0.0,0.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,84.0
25314,2016,1,19,17,129.0,30.0,85.0,1600,14.0,-2.7,1026.8,-20.5,0.0,1.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100.0
30705,2016,8,31,8,29.0,2.0,49.0,400,33.0,23.4,995.7,13.3,0.0,1.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.0
6277,2013,11,17,12,6.0,1.0,10.0,200,59.3334,9.3,1020.0,-16.1,0.0,5.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0
26696,2016,3,17,7,219.0,25.0,94.0,1700,4.0,4.3,1010.3,0.4,0.0,0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,219.0
25892,2016,2,12,19,159.0,8.0,49.0,2000,31.0,5.9,1012.5,4.4,0.7,1.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,159.0
7305,2013,12,30,8,91.0,53.0,72.0,1400,2.0,2.5,1013.8,-17.7,0.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42.0
13515,2014,9,15,2,26.0,8.0,23.0,200,2.0,14.6,1016.2,9.8,0.0,1.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23.0
33555,2016,12,28,2,147.0,24.0,88.0,2800,4.0,-3.6,1027.7,-6.6,0.0,0.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,142.0
17217,2015,2,16,8,243.0,16.0,98.0,5600,18.0,-2.0,1012.0,-6.4,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,233.0
23322,2015,10,28,17,25.0,2.0,25.0,300,41.0,13.3,1017.8,-9.2,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0
22239,2015,9,13,14,25.0,2.0,21.0,300,90.0,29.6,1011.6,8.1,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.0
7513,2014,1,8,0,6.0,8.0,15.0,200,59.0,-1.5,1029.4,-19.5,0.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0
5704,2013,10,24,15,33.0,1.0,19.0,500,1.0,16.0,1021.7,-1.6,0.0,3.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.0
2571,2013,6,16,2,123.0,13.0,29.0,900,152.0,24.5,1001.6,17.0,0.0,1.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.0
5428,2013,10,13,3,39.0,10.0,24.0,600,47.0,15.9,1014.9,7.9,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0
31779,2016,10,15,2,172.0,3.0,65.0,1700,2.0,12.3,1019.3,11.5,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.0
3037,2013,7,5,12,17.0,6.0,6.0,300,117.0,33.6,994.7,16.0,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17.0
11704,2014,7,1,15,210.0,38.0,30.0,2800,250.0,31.5,999.3,20.5,0.0,3.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,186.0
21178,2015,7,31,9,23.0,2.0,20.0,600,48.0,23.0,1005.0,21.1,0.0,1.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.0
24849,2015,12,31,8,17.0,11.0,54.0,800,11.0,-5.1,1031.1,-11.5,0.0,1.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.0
2885,2013,6,29,4,19.0,3.0,6.0,600,63.0,20.9,999.9,20.9,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,51.0
1126,2013,4,16,21,244.0,22.0,51.0,800,74.0,9.7,1009.1,-1.1,0.0,4.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,77.0
17329,2015,2,21,0,213.0,2.0,49.0,3000,5.0,1.0,1018.0,0.3,0.1,0.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,213.0
7728,2014,1,16,23,293.0,80.0,93.0,4700,5.0,-0.5,1027.8,-2.9,0.0,1.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,295.0
28841,2016,6,14,16,13.0,2.0,14.0,400,97.0,20.0,996.8,14.6,0.0,1.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.0
21093,2015,7,27,20,153.0,6.0,27.0,1000,138.0,31.3,997.8,25.4,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,119.0
24129,2015,12,1,8,465.0,32.0,125.0,9900,8.0,-0.1,1016.5,-1.5,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,465.0
28497,2016,5,31,8,106.0,17.0,39.0,1700,55.0,23.8,1006.4,7.8,0.0,2.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42.0
32517,2016,11,14,20,8.0,2.0,17.0,100,61.0,7.9,1022.5,-17.2,0.0,2.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.0
4407,2013,8,31,14,7.0,1.0,7.0,300,98.0,30.4,1007.1,8.2,0.0,1.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0
850,2013,4,5,9,43.0,5.0,39.0,1700,17.0,10.7,1014.2,6.4,0.0,2.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66.0
18,2013,3,1,17,10.0,3.0,12.0,400,78.0,4.1,1029.0,-19.5,0.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.0
5459,2013,10,14,10,8.0,2.0,11.0,200,47.0,14.4,1024.4,-2.5,0.0,4.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0
29439,2016,7,9,14,101.0,2.0,18.0,1000,268.0,34.5,999.8,21.9,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,101.0
29210,2016,6,30,1,17.0,2.0,13.0,700,62.0,20.8,1001.1,17.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.0
33509,2016,12,26,4,125.0,34.0,67.0,2100,8.0,0.2,1026.3,-5.8,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,125.0
32655,2016,11,20,14,62.0,6.0,45.0,1600,3.0,2.6,1020.5,1.7,0.0,2.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,62.0
25270,2016,1,17,21,48.0,11.0,59.0,1200,27.0,-8.1,1022.9,-18.8,0.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,47.0
25632,2016,2,1,23,17.0,4.0,19.0,500,69.0,-0.8,1031.0,-18.0,0.0,3.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.0
31680,2016,10,10,23,167.0,4.0,95.0,1500,2.0,11.2,1014.7,9.1,0.0,0.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,150.0
10432,2014,5,9,15,110.0,34.0,32.0,1700,105.0,20.4,1010.2,6.0,0.0,1.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,58.0
31522,2016,10,4,9,49.0,13.0,46.0,1800,10.0,16.5,1013.1,9.2,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.0
27532,2016,4,21,3,144.0,10.0,58.0,3800,2.0,11.4,1002.5,5.3,0.0,1.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,97.0
25080,2016,1,9,23,70.0,19.0,64.0,1400,3.0,-3.4,1022.6,-13.7,0.0,1.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70.0
30446,2016,8,20,13,23.0,2.0,16.0,400,136.0,30.7,1005.3,19.1,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.0
2243,2013,6,2,10,341.0,66.0,70.0,5200,59.0,22.0,1002.4,16.7,0.0,1.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,248.0
11551,2014,6,25,6,83.0,10.0,49.0,1100,46.0,24.9,999.8,17.4,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,83.0
29515,2016,7,12,18,7.0,2.0,12.0,300,101.0,27.7,997.4,19.8,0.0,3.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.0
25799,2016,2,8,22,44.0,8.0,10.0,300,74.0,7.1,1015.9,-12.2,0.0,2.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.0
23349,2015,10,29,20,21.0,2.0,10.0,300,47.0,8.8,1025.4,-11.2,0.0,3.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0
1766,2013,5,13,13,105.0,49.0,24.0,1300,132.0,27.0,997.1,5.3,0.0,2.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0
22116,2015,9,8,11,96.0,8.0,44.0,800,90.0,26.1,1011.7,14.9,0.0,1.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,72.0
23629,2015,11,10,12,166.0,4.0,51.0,1600,2.0,5.5,1026.0,4.3,0.0,1.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,166.0
19106,2015,5,6,1,32.0,2.0,12.0,200,73.0,17.1,1006.5,-8.2,0.0,1.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.0
20658,2015,7,9,17,71.0,8.0,12.0,800,204.0,32.2,1006.8,16.1,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,71.0
11930,2014,7,11,1,99.0,5.0,42.0,800,38.0,24.5,995.0,17.5,0.0,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51.0
29305,2016,7,4,0,154.0,2.0,27.0,900,85.0,26.6,1002.9,20.9,0.0,1.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,129.0
30083,2016,8,5,10,62.0,2.0,20.0,600,56.0,28.9,1007.2,23.3,0.0,1.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,62.0
7175,2013,12,24,22,254.0,82.0,113.0,4400,6.0,-4.2,1027.7,-7.5,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,238.0
20150,2015,6,18,13,8.0,2.0,11.0,200,95.0,30.7,1001.7,5.9,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.0
12973,2014,8,23,12,139.0,2.0,27.0,1100,190.0,31.7,1001.0,19.3,0.0,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.0
25641,2016,2,2,8,9.0,4.0,18.0,500,59.0,-6.2,1029.4,-17.9,0.0,2.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0
27609,2016,4,24,8,94.0,15.0,59.0,500,9.0,13.8,1009.9,-3.1,0.0,1.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,48.0
27627,2016,4,25,2,113.0,19.0,17.0,300,41.0,19.2,1005.8,9.7,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,47.0
2637,2013,6,18,20,87.0,3.0,43.0,700,134.0,28.2,995.5,20.2,0.0,2.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0
12970,2014,8,23,9,145.0,2.0,59.0,1200,41.0,28.8,1003.1,20.3,0.0,1.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.0
2110,2013,5,27,21,85.0,3.0,54.0,900,54.0,20.3,1002.6,17.1,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,73.0
7234,2013,12,27,9,26.0,21.0,59.0,800,7.0,-1.3,1029.2,-19.3,0.0,3.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.0
14009,2014,10,5,16,3.0,2.0,6.0,300,83.0,19.5,1020.8,0.5,0.0,2.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
24541,2015,12,18,12,16.0,5.0,20.0,400,44.0,5.1,1031.1,-11.5,0.0,2.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.0
