No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Tiantan,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
32904,2016,11,30,23,21.0,5.0,45.0,600,43.0,6.1,1023.8,-8.6,0.0,1.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0
31330,2016,9,26,9,36.0,2.0,79.0,1100,16.0,18.9,1011.25,18.0,0.3,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36.0
7454,2014,1,5,13,22.0,15.0,32.0,600,58.0,5.9,1019.9,-11.7,0.0,2.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27.0
10082,2014,4,25,1,142.0,8.0,125.0,1300,8.0,17.3,1011.6,9.7,0.0,1.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,142.0
12814,2014,8,16,21,132.0,3.0,33.0,1000,139.0,26.4,1003.5,19.5,0.0,1.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0
17947,2015,3,18,18,103.0,13.0,30.0,600,113.0,12.3,1008.5,-8.8,0.0,2.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50.0
23432,2015,11,2,7,90.0,2.0,42.0,1400,2.0,1.6,1017.7,0.3,0.0,0.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,90.0
14997,2014,11,15,20,252.0,24.0,129.0,2900,6.0,4.0,1024.0,-3.5,0.0,0.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,176.0
19647,2015,5,28,14,112.0,23.0,19.0,900,223.0,29.1,998.7,15.2,0.0,3.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,83.0
12994,2014,8,24,9,12.0,11.0,43.0,500,36.0,26.1,1003.4,11.1,0.0,3.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.0
27839,2016,5,3,22,124.0,2.0,47.0,500,33.0,19.2,999.0,-4.3,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.0
25774,2016,2,7,21,89.0,18.0,27.0,400,65.0,4.7,1013.1,-19.1,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48.0
7662,2014,1,14,5,29.0,26.0,58.0,800,19.0,-8.7,1030.2,-17.5,0.0,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.0
30214,2016,8,10,21,87.0,2.0,27.0,800,96.0,31.8,1002.1,25.2,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,83.0
8722,2014,2,27,9,5.0,5.0,30.0,400,52.0,4.0,1027.7,-15.9,0.0,6.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.0
11522,2014,6,24,1,117.0,2.0,51.0,800,26.0,21.2,1001.4,17.2,0.0,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37.0
25404,2016,1,23,11,49.0,6.0,8.0,600,69.0,-15.3,1041.1,-34.3,0.0,4.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0
33561,2016,12,28,8,155.0,4.0,61.0,1900,2.0,-4.7,1027.3,-8.0,0.0,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,128.0
1623,2013,5,7,14,106.0,42.0,33.0,1100,203.0,29.5,1009.8,10.1,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,116.0
22194,2015,9,11,17,11.0,3.0,22.0,300,82.0,22.9,1009.1,10.0,0.0,0.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0
549,2013,3,23,20,9.0,3.0,29.0,400,74.0,5.8,1016.3,-15.5,0.0,5.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0
5892,2013,11,1,11,146.0,7.0,86.0,1600,3.4272,10.3,1022.1,5.1,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.0
34008,2017,1,15,23,123.0,17.0,74.0,1500,9.0,-4.2,1028.0,-8.5,0.0,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,87.0
4537,2013,9,6,0,45.0,7.0,38.0,1600,28.0,18.3,1012.9,16.1,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51.0
21598,2015,8,17,21,89.0,7.0,34.0,900,126.0,28.4,1002.7,16.7,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,53.0
9855,2014,4,15,14,153.0,24.0,32.0,600,90.0,20.6,1014.6,1.4,0.0,3.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,71.0
24145,2015,12,2,0,151.0,25.0,48.0,1800,22.0,3.0,1016.4,-10.0,0.0,4.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,151.0
5203,2013,10,3,18,125.0,23.0,55.0,1000,75.0,18.1,1012.5,13.6,0.0,1.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0
28019,2016,5,11,10,157.0,15.0,29.0,1100,119.0,22.5,998.1,13.8,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,132.0
13725,2014,9,23,20,68.0,2.0,75.0,1500,6.0,17.4,1012.4,16.9,0.0,2.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0
15846,2014,12,21,5,9.0,7.0,13.0,300,55.0,-5.0,1028.0,-20.7,0.0,2.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0
25011,2016,1,7,2,28.0,9.0,29.0,300,45.0,-4.5,1031.1,-17.7,0.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0
18776,2015,4,22,7,109.0,2.0,70.0,1300,2.0,12.6,1015.2,5.0,0.0,1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0
12577,2014,8,7,0,130.0,2.0,76.0,1100,20.0,22.9,1004.9,19.7,0.0,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0
25471,2016,1,26,6,65.0,6.0,22.0,500,61.0,-3.9,1023.5,-23.6,0.0,2.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.0
19217,2015,5,10,16,38.0,2.0,64.0,1600,26.0,8.8,1009.7,8.0,3.5,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0
15365,2014,12,1,4,99.0,3.0,5.0,200,49.0,-6.0,1026.0,-24.3,0.0,6.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.0
23844,2015,11,19,11,96.0,2.0,30.0,1200,2.0,4.2,1022.2,3.6,0.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.0
9856,2014,4,15,15,126.0,19.0,24.0,600,84.0,19.7,1014.4,0.7,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46.0
30049,2016,8,4,0,85.0,2.0,41.0,1400,79.0,30.0,1005.8,24.2,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,84.0
16584,2015,1,20,23,108.0,29.0,91.0,2000,5.0,1.0,1021.0,-10.8,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,104.0
33797,2017,1,7,4,244.0,9.0,126.0,500,8.0,0.7,1020.0,-3.4,0.0,0.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,218.0
26642,2016,3,15,1,187.0,56.0,64.0,1100,42.0,11.4,1015.0,-10.8,0.0,3.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,108.0
16556,2015,1,19,19,118.0,51.0,95.0,2200,9.0,-1.0,1022.0,-14.2,0.0,1.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0
1339,2013,4,25,18,114.0,3.0,35.0,300,81.0,20.1,1007.5,-11.3,0.0,0.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.0
13265,2014,9,4,16,79.0,4.0,18.0,500,186.0,31.8,999.0,15.7,0.0,2.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29.0
33892,2017,1,11,3,99.0,5.0,66.0,1600,2.0,-4.95,1025.0,-12.1,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84.0
29190,2016,6,29,5,108.0,2.0,28.0,800,9.0,21.0,999.9,20.2,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.0
2232,2013,6,1,23,169.0,22.0,33.0,800,103.0,21.9,1004.6,9.1,0.0,0.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0
24940,2016,1,4,3,105.0,15.0,72.0,1100,9.0,0.1,1024.3,-9.4,0.0,2.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,105.0
8899,2014,3,6,18,29.0,7.0,27.0,300,73.0,4.8,1023.9,-22.3,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24.0
13225,2014,9,3,0,18.0,2.0,42.0,700,18.0,17.3,1007.4,16.2,0.0,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.0
33884,2017,1,10,19,108.0,13.0,88.0,1100,3.0,0.5,1026.0,-13.4,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75.0
874,2013,4,6,9,6.0,11.0,46.0,500,51.0,10.1,1015.8,-9.1,0.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
32114,2016,10,29,1,14.0,2.0,40.0,600,2.0,2.3,1028.9,-1.0,0.0,0.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.0
25029,2016,1,7,20,21.0,10.0,44.0,500,38.0,-1.9,1024.6,-16.4,0.0,2.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.0
26624,2016,3,14,7,124.0,4.0,74.0,2000,2.0,-1.4,1021.0,-6.2,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,89.0
9544,2014,4,2,15,155.0,32.0,26.0,1100,168.0,21.2,1010.9,2.0,0.0,4.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,111.0
27512,2016,4,20,7,68.0,9.0,66.0,900,18.0,10.9,1011.1,3.9,0.0,1.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,68.0
9289,2014,3,23,0,127.0,42.0,49.0,1200,63.0,8.4,1021.6,-5.8,0.0,1.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108.0
27602,2016,4,24,1,90.0,16.0,66.0,900,11.0,11.3,1010.3,-4.0,0.0,1.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0
3103,2013,7,8,6,49.0,3.0,31.0,1000,84.0,23.7,998.3,23.2,0.0,1.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0
7465,2014,1,6,0,138.0,31.0,80.0,2900,2.0,-0.5,1023.6,-3.7,0.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,124.0
16230,2015,1,6,5,8.0,21.0,21.0,300,54.0,-4.0,1025.0,-24.3,0.0,0.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0
2676,2013,6,20,11,50.0,14.0,79.0,800,36.0,30.2,1003.5,16.6,0.0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0
6420,2013,11,23,11,123.0,51.0,85.0,2100,3.0,11.3,1015.3,-4.8,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,120.0
8948,2014,3,8,19,193.0,63.0,110.0,1900,30.0,5.1,1017.6,-5.9,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,178.0
30420,2016,8,19,11,17.0,2.0,18.0,600,106.0,30.0,1002.1,19.4,0.0,2.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.0
19462,2015,5,20,21,101.0,3.0,27.0,400,124.0,24.7,1009.4,2.8,0.0,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.0
9547,2014,4,2,18,234.0,33.0,44.0,1200,112.0,16.2,1014.2,2.2,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,131.0
34568,2017,2,8,7,27.0,5.0,28.0,500,61.0,-2.9,1027.3,-9.8,0.0,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0
29934,2016,7,30,5,104.0,2.0,14.0,1100,71.0,26.8,1003.0,25.6,0.3,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,104.0
29255,2016,7,1,22,39.0,2.0,23.0,500,50.0,27.6,999.7,15.3,0.0,2.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24.0
6241,2013,11,16,0,186.0,9.0,93.0,3300,2.142,3.8,1010.6,-3.7,0.0,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,129.0
106,2013,3,5,9,133.0,93.0,86.0,3200,99.0,6.7,1014.5,-8.9,0.0,1.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.0
19645,2015,5,28,12,144.0,29.0,25.0,1100,204.0,28.8,999.3,16.0,0.0,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,122.0
29592,2016,7,15,23,33.0,2.0,46.0,700,47.0,22.0,999.3,17.8,0.0,1.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0
21866,2015,8,29,1,47.0,4.0,32.0,700,77.0,22.4,1005.3,16.2,0.0,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0
4301,2013,8,27,4,23.0,12.0,20.0,900,46.0,22.8,1004.3,20.1,0.0,2.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0
21588,2015,8,17,11,133.0,17.0,62.0,1400,149.0,30.2,1003.0,20.7,0.0,1.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.0
1438,2013,4,29,21,101.0,3.0,53.0,500,27.0,17.0,1007.4,-4.3,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28.0
26676,2016,3,16,11,258.0,36.0,128.0,2300,12.0,10.6,1013.5,0.9,0.0,0.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,226.0
27196,2016,4,7,3,213.0,4.0,93.0,2400,2.0,10.5,1003.5,8.3,0.0,0.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.0
25982,2016,2,16,13,24.0,3.0,17.0,400,82.0,6.8,1018.0,-14.7,0.0,4.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0
9594,2014,4,4,17,118.0,2.0,33.0,300,102.0,21.6,1007.9,-15.8,0.0,4.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0
29371,2016,7,6,18,56.0,7.0,14.0,700,223.0,32.8,1005.7,15.3,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42.0
1455,2013,4,30,14,46.0,5.0,20.0,300,112.0,28.5,1007.6,-7.5,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.0
16577,2015,1,20,16,103.0,62.0,75.0,1600,26.0,3.0,1018.0,-9.3,0.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.0
21890,2015,8,30,1,48.0,5.0,28.0,1000,62.0,22.7,1006.4,18.2,0.0,2.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0
32169,2016,10,31,8,207.0,2.0,27.0,300,38.0,0.9,1036.2,-20.2,0.0,1.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0
16523,2015,1,18,10,173.0,44.0,97.0,3800,10.0,-1.0,1013.0,-12.0,0.0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152.0
25211,2016,1,15,10,80.0,25.0,84.0,2300,4.0,-2.8,1015.4,-14.9,0.0,1.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0
32182,2016,10,31,21,18.0,7.0,40.0,100,22.0,3.0,1032.7,-12.9,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.0
5333,2013,10,9,4,83.0,1.0,37.0,1000,1.0,12.2,1008.6,11.3,0.0,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0
6574,2013,11,29,21,108.0,33.0,89.0,2200,2.0,5.5,1013.3,-11.6,0.0,1.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101.0
16651,2015,1,23,18,274.0,55.0,176.0,4200,10.0,2.0,1014.0,-9.6,0.0,1.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.0
16258,2015,1,7,9,48.0,13.0,60.0,1000,8.0,-5.0,1027.0,-17.5,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0
11925,2014,7,10,20,94.0,6.0,20.0,500,159.0,30.7,994.3,15.2,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.0
26627,2016,3,14,10,127.0,32.0,81.0,1700,20.0,6.0,1021.3,-5.7,0.0,1.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105.0
33043,2016,12,6,18,159.0,6.0,97.0,1700,2.0,1.3,1014.9,-10.5,0.0,0.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69.0
9102,2014,3,15,5,114.0,23.0,81.0,2000,8.0,1.5,1006.5,-8.9,0.0,1.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,66.0
2643,2013,6,19,2,91.0,11.0,18.0,700,104.0,22.6,998.3,17.9,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0
17862,2015,3,15,5,128.0,7.0,84.0,2700,2.0,-0.4,1013.9,-5.8,0.0,0.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.0
11190,2014,6,10,5,54.0,5.0,43.0,1000,62.0,18.4,1005.1,13.9,0.0,1.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,54.0
6742,2013,12,6,21,167.0,15.0,90.0,2800,2.0,0.1,1015.7,-5.1,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,178.0
34504,2017,2,5,15,20.0,2.0,16.0,300,89.0,9.3,1016.4,-17.8,0.0,3.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.0
20846,2015,7,17,13,34.0,3.0,66.0,1000,32.0,22.4,1003.3,19.8,0.1,1.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34.0
14545,2014,10,28,0,70.0,4.0,59.0,1100,3.0,7.5,1025.4,2.0,0.0,0.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40.0
34929,2017,2,23,8,42.0,5.0,67.0,900,11.0,0.6,1027.2,-9.4,0.0,0.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.0
9198,2014,3,19,5,105.0,18.0,75.0,1100,8.0,4.4,1017.5,-4.9,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69.0
5323,2013,10,8,18,136.0,15.0,32.0,900,107.0,18.3,1011.0,10.4,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,66.0
16711,2015,1,26,6,216.0,6.0,63.0,3500,5.0,-5.0,1017.0,-6.7,0.0,0.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,216.0
34720,2017,2,14,15,228.0,33.0,115.0,2900,15.0,4.1,1026.8,-3.4,0.0,1.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.0
5810,2013,10,29,1,225.0,7.0,91.0,5100,1.0,10.5,1022.1,1.3,0.0,1.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,299.0
1093,2013,4,15,12,171.0,95.0,63.0,2399,62.0,17.9,998.5,-2.4,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87.0
17274,2015,2,18,17,15.0,6.0,17.0,300,102.0,9.0,1025.0,-15.5,0.0,1.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0
16877,2015,2,2,4,221.0,29.0,89.0,3600,11.0,-6.0,1031.0,-16.0,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,221.0
22021,2015,9,4,12,93.0,8.0,38.0,2300,72.0,23.3,1008.2,19.5,0.0,2.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0
19441,2015,5,20,0,32.0,2.0,35.0,400,62.0,21.2,1009.5,0.4,0.0,2.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0
807,2013,4,3,14,304.0,104.0,72.0,3399,129.0,17.0,1008.2,-0.3,0.0,2.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,199.0
1290,2013,4,23,17,285.0,54.0,86.0,1800,33.0,15.3,1007.1,7.1,0.0,1.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,264.0
8963,2014,3,9,10,121.0,75.0,80.0,1800,21.0,5.9,1023.7,-6.7,0.0,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114.0
19964,2015,6,10,19,120.0,6.0,43.0,1700,116.0,22.7,993.2,18.0,0.0,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.0
5731,2013,10,25,18,73.0,2.0,43.0,400,31.0,8.8,1021.1,1.7,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23.0
15834,2014,12,20,17,29.0,6.0,24.0,300,54.0,1.0,1022.0,-20.1,0.0,4.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0
21377,2015,8,8,16,66.0,4.0,17.0,700,208.0,31.5,1006.6,20.1,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53.0
24656,2015,12,23,7,337.0,7.0,111.0,7000,2.0,-4.6,1022.3,-4.6,0.0,0.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337.0
24674,2015,12,24,1,118.0,11.0,96.0,2100,2.0,1.3,1023.4,-8.0,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.0
29945,2016,7,30,16,218.0,2.0,32.0,2400,80.0,30.5,1002.3,26.9,0.0,1.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,218.0
13779,2014,9,26,2,74.0,10.0,27.0,1000,47.0,18.4,1009.0,15.3,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,74.0
11539,2014,6,24,18,50.0,8.0,14.0,800,241.0,30.2,998.0,15.5,0.0,1.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,48.0
9736,2014,4,10,15,290.0,17.0,32.0,700,78.0,17.3,1016.2,-5.3,0.0,2.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52.0
18533,2015,4,12,4,14.0,2.0,10.0,200,80.0,8.6,1017.0,-3.0,0.0,4.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14.0
34935,2017,2,23,14,27.0,4.0,18.0,400,85.0,8.1,1022.8,-15.5,0.0,2.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.0
33635,2016,12,31,10,364.0,4.0,108.0,5100,2.0,-2.4,1024.5,-10.2,0.0,1.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291.0
1806,2013,5,15,5,242.0,109.0,85.0,3299,14.0,16.3,1012.7,7.8,0.0,1.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0
26756,2016,3,19,19,123.0,14.0,47.0,1200,62.0,12.9,1018.0,-4.3,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,57.0
32657,2016,11,20,16,133.0,9.0,61.0,1900,2.0,3.4,1019.9,0.4,0.0,2.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0
184,2013,3,8,15,386.0,84.0,97.0,2899,107.0,11.9,1001.5,-2.0,0.0,5.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,272.0
16890,2015,2,2,17,159.0,70.0,94.0,1700,24.0,2.0,1029.0,-15.1,0.0,1.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.0
30436,2016,8,20,3,48.0,2.0,32.0,1300,15.0,24.1,1005.1,21.0,0.0,0.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,48.0
20941,2015,7,21,12,177.0,2.0,34.0,1300,95.0,27.7,1001.6,23.3,0.0,1.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,177.0
25446,2016,1,25,5,44.0,8.0,58.0,500,16.0,-5.0,1028.1,-24.0,0.0,2.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.0
15866,2014,12,22,1,136.0,38.0,69.0,2300,12.0,-4.0,1018.0,-16.3,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,88.0
23653,2015,11,11,12,55.0,4.0,47.0,1100,24.0,6.4,1027.2,2.8,0.0,1.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0
12741,2014,8,13,20,29.0,2.0,48.0,700,37.0,19.6,1004.7,18.3,0.0,0.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0
20017,2015,6,13,0,24.0,8.0,40.0,600,72.0,24.2,995.1,11.5,0.0,2.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.0
18709,2015,4,19,12,82.0,2.0,22.0,200,105.0,19.4,1011.4,-10.8,0.0,3.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.0
4233,2013,8,24,8,79.0,8.0,71.0,900,4.0,26.0,1006.2,16.3,0.0,1.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27.0
24774,2015,12,28,5,73.0,3.0,58.0,2000,2.0,-8.5,1032.0,-12.5,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,73.0
33556,2016,12,28,3,177.0,10.0,78.0,2100,2.0,-2.1,1026.9,-5.3,0.0,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,168.0
21291,2015,8,5,2,84.0,5.0,47.0,1100,49.0,25.2,997.6,21.7,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,77.0
18762,2015,4,21,17,360.0,2.0,25.0,200,116.0,25.3,1003.8,-5.1,0.0,4.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38.0
