No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Dongsi,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
15837,2014,12,20,20,5.0,7.0,24.0,500,36.0,0.0,1026.0,-20.3,0.0,4.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
17166,2015,2,14,5,234.0,62.0,115.0,3600,12.0,-2.0,1006.0,-10.3,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.0
4094,2013,8,18,13,12.0,5.0,4.0,500,109.0,34.0,1003.5,12.9,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0
1558,2013,5,4,21,113.0,24.0,42.0,700,125.0,20.6,1012.2,4.6,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,73.0
21115,2015,7,28,18,75.0,2.0,26.0,800,226.0,30.6,996.6,22.8,0.0,1.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0
1928,2013,5,20,7,128.0,12.0,51.0,500,20.0,21.1,1000.2,-3.5,0.0,4.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44.0
28158,2016,5,17,5,118.0,5.0,102.0,800,2.0,13.5,1004.3,9.5,0.0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0
20795,2015,7,15,10,79.0,4.0,69.0,800,60.0,27.6,1001.5,15.6,0.0,1.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30.0
9302,2014,3,23,13,149.0,48.0,44.0,1400,130.0,18.2,1017.8,-2.2,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,120.0
21864,2015,8,28,23,53.0,2.0,21.0,500,94.0,23.1,1003.9,15.2,0.0,1.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0
13010,2014,8,25,1,34.0,7.0,49.0,800,42.0,21.4,1006.4,18.2,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29.0
13692,2014,9,22,11,147.0,27.0,87.0,3900,14.0,21.2,1014.4,17.2,0.0,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,109.0
31264,2016,9,23,15,159.0,6.0,49.0,1400,203.0,25.825,1007.0,16.9,0.0,1.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,159.0
20110,2015,6,16,21,91.0,7.0,31.0,1000,176.0,24.6,999.5,16.8,0.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,84.0
10203,2014,4,30,2,78.0,36.0,39.0,800,67.0,17.6,1005.6,8.4,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,78.0
14649,2014,11,1,8,37.0,8.0,58.0,1400,2.0,8.0,1016.0,4.9,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28.0
28863,2016,6,15,14,16.0,2.0,16.0,500,140.0,29.9,996.5,12.8,0.0,2.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0
259,2013,3,11,18,202.0,79.0,86.0,1100,76.0,10.4,1011.9,-4.1,0.0,1.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,141.0
14031,2014,10,6,14,29.0,3.0,37.0,400,63.0,21.0,1017.5,0.2,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.0
12502,2014,8,3,21,81.0,2.0,69.0,1300,78.0,27.5,997.9,23.3,0.0,0.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0
16077,2014,12,30,20,59.0,36.0,54.0,900,19.0,4.0,1015.0,-10.5,0.0,3.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25.0
15612,2014,12,11,11,17.0,16.0,27.0,600,47.0,1.0,1027.0,-16.9,0.0,2.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.0
9299,2014,3,23,10,206.0,68.0,93.0,2200,32.0,15.8,1021.6,-2.2,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,160.0
13053,2014,8,26,20,96.0,3.0,56.0,600,120.0,25.7,1008.5,9.9,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23.0
1144,2013,4,17,15,82.0,22.0,16.0,1200,104.0,16.1,1003.5,-2.9,0.0,3.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67.0
31216,2016,9,21,15,100.0,9.0,104.0,1200,35.0,23.475,1014.25,10.9,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,97.0
25963,2016,2,15,18,115.0,2.0,15.0,300,70.0,2.5,1019.0,-16.6,0.0,3.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0
26434,2016,3,6,9,64.0,7.0,47.0,800,20.0,3.8,1014.7,-11.0,0.0,1.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26.0
9188,2014,3,18,19,88.0,15.0,29.0,700,102.0,10.3,1017.6,-7.0,0.0,3.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,56.0
15350,2014,11,30,13,164.0,2.0,9.0,200,67.0,6.0,1017.0,-20.4,0.0,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
20506,2015,7,3,9,38.0,13.0,29.0,900,46.0,25.5,1005.9,8.5,0.0,2.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0
13564,2014,9,17,3,14.0,3.0,31.0,300,33.0,16.9,1015.2,8.1,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0
25511,2016,1,27,22,176.0,51.0,94.0,3900,3.0,-4.8,1023.9,-15.8,0.0,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.0
28756,2016,6,11,3,18.0,2.0,23.0,400,47.0,21.9,1002.4,8.0,0.0,1.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0
26973,2016,3,28,20,662.0,2.0,17.0,200,81.0,21.2,1006.4,-5.7,0.0,5.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61.0
11186,2014,6,10,1,57.0,7.0,36.0,1000,90.0,19.2,1004.6,14.2,0.0,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48.0
19688,2015,5,30,7,53.0,6.0,59.0,700,34.0,22.1,1005.4,13.4,0.0,2.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,52.0
14677,2014,11,2,12,5.0,5.0,7.0,200,64.0,12.0,1020.0,-11.6,0.0,5.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
15833,2014,12,20,16,13.0,6.0,12.0,300,57.0,1.0,1026.0,-20.7,0.0,5.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
11078,2014,6,5,13,47.0,12.0,23.0,800,185.0,32.8,999.6,12.9,0.0,2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47.0
4558,2013,9,6,21,125.0,16.0,66.0,2400,91.0,20.1,1012.6,17.9,0.0,0.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,121.0
6093,2013,11,9,20,71.0,4.0,11.0,300,49.4802,10.2,1025.5,-11.2,0.0,4.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.0
34628,2017,2,10,19,40.0,2.0,22.0,400,69.0,3.2,1024.3,-23.6,0.0,2.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.0
32498,2016,11,14,1,253.0,18.0,100.0,3900,2.0,6.6,1013.2,5.2,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,174.0
18382,2015,4,5,21,64.0,2.0,14.0,300,70.0,9.3,1020.6,-11.4,0.0,3.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.0
7556,2014,1,9,19,67.0,22.0,41.0,900,36.0,-2.3,1025.8,-21.7,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49.0
26680,2016,3,16,15,261.0,47.0,50.0,1800,142.0,16.3,1010.3,0.4,0.0,2.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,261.0
10150,2014,4,27,21,172.0,20.0,56.0,1500,74.0,18.5,1016.9,8.2,0.0,1.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,69.0
21450,2015,8,11,17,71.0,4.0,16.0,1000,219.0,30.9,1002.3,20.5,0.2,3.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,59.0
20387,2015,6,28,10,174.0,9.0,38.0,1400,68.0,26.8,1003.4,21.6,0.0,0.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.0
4115,2013,8,19,10,36.0,6.0,31.0,700,49.0,30.9,1007.5,12.8,0.0,1.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.0
20440,2015,6,30,15,14.0,2.0,11.0,300,98.0,26.4,996.7,11.3,0.0,3.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.0
4489,2013,9,4,0,165.0,29.0,74.0,1200,56.0,22.3,1012.4,18.7,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,140.0
55,2013,3,3,6,105.0,80.0,94.0,2500,2.0,-5.4,1018.3,-11.3,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0
11304,2014,6,14,23,167.0,8.0,56.0,1100,155.0,25.7,1001.7,17.9,0.0,0.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,94.0
29313,2016,7,4,8,191.0,2.0,41.0,1300,50.0,25.5,1004.4,20.7,0.0,1.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,191.0
33254,2016,12,15,13,57.0,3.0,9.0,300,66.0,4.1,1029.8,-15.8,0.0,4.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.0
34858,2017,2,20,9,24.0,3.0,15.0,200,77.0,-2.0,1028.8,-23.2,0.0,3.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.0
23646,2015,11,11,5,73.0,4.0,50.0,1800,2.0,5.3,1025.7,4.9,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0
1113,2013,4,16,8,173.0,35.0,55.0,1500,42.0,14.6,1002.8,1.1,0.0,2.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,71.0
25754,2016,2,7,1,73.0,25.0,76.0,1400,5.0,-4.4,1020.5,-14.6,0.0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0
23088,2015,10,18,23,47.0,7.0,36.0,600,10.0,12.8,1019.1,3.4,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22.0
1859,2013,5,17,10,136.0,51.0,78.0,1700,58.0,20.3,1008.9,11.5,0.0,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.0
19448,2015,5,20,7,29.0,3.0,36.0,400,46.0,20.4,1012.9,1.8,0.0,2.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.0
32958,2016,12,3,5,175.0,33.0,86.0,2600,2.0,-0.3,1019.4,-5.7,0.0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0
22654,2015,9,30,21,37.0,2.0,45.0,700,22.0,14.8,1009.0,13.8,2.3,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37.0
979,2013,4,10,18,29.0,3.0,17.0,300,103.0302,10.5,1013.2,-12.9,0.0,1.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.0
5447,2013,10,13,22,75.0,9.0,86.0,1300,6.0,13.9,1016.3,12.3,0.0,0.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,64.0
32527,2016,11,15,6,26.0,4.0,60.0,600,2.0,-0.7,1023.9,-8.4,0.0,0.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.0
31926,2016,10,21,5,51.0,2.0,25.0,800,32.0,11.1,1016.3,8.0,0.0,1.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,51.0
9860,2014,4,15,19,132.0,12.0,59.0,700,41.0,16.1,1014.7,-2.0,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31.0
19030,2015,5,2,21,88.0,2.0,34.0,600,103.0,20.6,1004.9,13.3,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49.0
13117,2014,8,29,12,64.0,6.0,35.0,1000,119.0,25.6,1011.2,18.0,0.0,1.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0
13519,2014,9,15,6,31.0,2.0,50.0,400,3.0,15.5,1016.2,10.0,0.0,0.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0
4355,2013,8,29,10,31.0,6.0,47.0,300,56.0,27.6,997.7,9.9,0.0,6.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.0
26534,2016,3,10,13,50.0,4.0,6.0,300,76.0,5.0,1025.9,-19.6,0.0,3.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.0
11688,2014,6,30,23,64.0,13.0,37.0,800,127.0,29.0,1001.2,15.2,0.0,1.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64.0
34162,2017,1,22,9,27.0,7.0,46.0,700,22.0,-7.3,1033.0,-20.4,0.0,2.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.0
23420,2015,11,1,19,137.0,8.0,105.0,1000,9.0,13.4,1016.9,0.1,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92.0
12059,2014,7,16,10,175.0,12.0,53.0,1200,61.0,27.2,1000.5,21.2,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,175.0
18439,2015,4,8,6,161.0,5.0,75.0,1000,8.0,3.4,1022.1,-4.1,0.0,1.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0
31964,2016,10,22,19,17.0,2.0,45.0,400,21.0,11.2,1020.2,3.2,0.0,1.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0
34942,2017,2,23,21,58.0,9.0,41.0,800,48.0,4.7,1022.1,-10.6,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,35.0
23528,2015,11,6,7,16.0,2.0,24.0,400,39.0,0.4,1027.7,-0.7,1.8,2.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.0
11128,2014,6,7,15,5.0,2.0,11.0,300,105.0,28.9,997.5,8.6,0.0,3.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
17422,2015,2,24,21,257.0,20.0,58.0,1800,27.0,2.3,1011.4,-1.7,0.0,1.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.0
30111,2016,8,6,14,96.0,2.0,21.0,1100,171.0,32.0,1000.4,24.1,0.0,3.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96.0
30548,2016,8,24,19,86.0,4.0,70.0,1300,105.0,30.0,999.1,21.9,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82.0
33894,2017,1,11,5,142.0,39.0,67.0,200,3.0,-5.15,1023.25,-11.5,0.0,1.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,113.0
15038,2014,11,17,13,9.0,10.0,21.0,400,64.0,11.0,1025.0,-10.5,0.0,2.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0
10531,2014,5,13,18,167.0,5.0,17.0,300,113.0,27.3,994.5,-2.6,0.0,3.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39.0
8995,2014,3,10,18,125.0,76.0,73.0,2000,53.0,6.1,1015.4,-3.8,0.0,1.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.0
18530,2015,4,12,1,14.0,2.0,30.0,500,45.0,8.3,1018.5,6.8,0.0,0.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0
28928,2016,6,18,7,74.0,3.0,74.0,800,7.0,23.0,1001.0,15.6,0.0,1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0
33665,2017,1,1,16,703.0,8.0,177.0,8600,4.0,-0.2,1019.2,-3.9,0.0,2.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,573.0
27495,2016,4,19,14,123.0,38.0,65.0,2100,44.0,14.8,1011.9,4.5,0.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0
38,2013,3,2,13,29.0,19.0,54.0,800,39.0,3.8,1027.6,-17.8,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.0
30826,2016,9,5,9,27.0,2.0,31.0,700,68.0,24.2,1007.4,17.4,0.0,1.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0
2248,2013,6,2,15,203.0,38.0,45.0,2200,150.0,26.2,997.6,19.6,0.0,2.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.0
7553,2014,1,9,16,57.0,20.0,29.0,1000,52.0,-1.2,1024.9,-22.6,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30.0
20719,2015,7,12,6,192.0,8.0,98.0,1300,7.0,24.5,998.8,21.2,0.0,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,144.0
25564,2016,1,30,3,33.0,25.0,32.0,800,16.0,-6.0,1031.1,-14.1,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28.0
11857,2014,7,8,0,275.0,21.0,60.0,1800,81.0,27.1,996.1,21.6,0.0,1.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,275.0
23621,2015,11,10,4,158.0,4.0,56.0,1500,6.0,5.5,1024.9,3.0,0.0,1.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.0
22560,2015,9,26,23,121.0,11.0,84.0,900,45.0,20.6,1008.9,9.5,0.0,1.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60.0
20508,2015,7,3,11,24.0,2.0,18.0,400,74.0,27.2,1005.3,8.6,0.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0
24682,2015,12,24,9,39.0,12.0,69.0,1500,6.0,-1.0,1024.3,-8.2,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39.0
23777,2015,11,16,16,62.0,18.0,40.0,1300,25.0,8.5,1014.9,0.0,0.0,2.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,62.0
32630,2016,11,19,13,29.0,7.0,22.0,600,55.0,14.4,1013.8,-3.0,0.0,1.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29.0
4077,2013,8,17,20,39.0,7.0,25.0,600,74.0,31.5,999.7,11.3,0.0,1.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.0
11311,2014,6,15,6,209.0,28.0,100.0,1600,9.0,24.2,1001.4,18.4,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.0
23768,2015,11,16,7,44.0,9.0,40.0,1400,5.0,6.1,1017.1,5.4,0.0,1.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0
28441,2016,5,29,0,85.0,11.0,30.0,800,111.0,23.8,1000.6,13.3,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53.0
24555,2015,12,19,2,128.0,46.0,83.0,3300,2.0,-3.8,1033.2,-8.5,0.0,1.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,106.0
13420,2014,9,11,3,89.0,19.0,56.0,1000,44.0,19.6,1010.1,15.9,0.0,1.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0
25194,2016,1,14,17,75.0,17.0,53.0,1500,36.0,2.7,1014.5,-20.0,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51.0
24418,2015,12,13,9,71.0,18.0,51.0,1600,5.0,-2.6,1024.7,-5.7,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,71.0
33,2013,3,2,8,6.0,19.0,48.0,600,43.0,-0.9,1031.7,-18.0,0.0,1.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0
13503,2014,9,14,14,13.0,2.0,30.0,400,43.0,22.3,1013.6,4.3,0.0,1.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0
20753,2015,7,13,16,91.0,3.0,21.0,500,306.0,38.8,991.8,13.3,0.0,2.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46.0
33086,2016,12,8,13,101.0,2.0,8.0,300,71.0,7.9,1012.4,-13.7,0.0,6.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0
497,2013,3,21,16,195.0,35.0,97.0,1500,36.0,8.3,1001.3,-2.1,0.0,2.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,187.0
33115,2016,12,9,18,88.0,12.0,64.0,1000,2.0,2.0,1024.8,-11.9,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45.0
5171,2013,10,2,10,6.0,5.0,11.0,300,50.0,19.4,1019.4,-0.1,0.0,1.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
18156,2015,3,27,11,182.0,41.0,75.0,1300,44.0,14.9,1018.5,-0.8,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,113.0
26006,2016,2,17,13,48.0,17.0,18.0,800,76.0,8.2,1016.6,-11.7,0.0,4.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46.0
14063,2014,10,7,22,308.0,27.0,168.0,2800,9.0,12.2,1015.5,11.4,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,254.0
30325,2016,8,15,12,14.0,2.0,23.0,700,81.0,25.8,1005.7,16.9,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.0
18761,2015,4,21,16,230.0,4.0,27.0,400,77.0,25.3,1002.5,-3.2,0.0,1.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49.0
14922,2014,11,12,17,72.0,2.0,8.0,300,71.0,7.0,1021.0,-17.9,0.0,5.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0
2033,2013,5,24,16,283.0,110.0,55.0,4000,170.0,23.2,1008.5,14.5,0.1,2.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.0
182,2013,3,8,13,202.0,34.0,113.0,1800,107.0,17.2,1001.0,0.8,0.0,3.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,159.0
30976,2016,9,11,15,34.0,2.0,21.0,800,133.0,24.5,1009.0,17.0,0.0,2.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0
34581,2017,2,8,20,35.0,2.0,12.0,200,78.0,-1.4,1028.2,-21.5,0.0,3.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.0
26077,2016,2,20,12,13.0,3.0,6.0,300,83.0,1.0,1027.0,-22.8,0.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0
1238,2013,4,21,13,157.0,30.0,38.0,1100,105.0,16.8,1012.6,2.4,0.0,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,145.0
6048,2013,11,7,23,116.0,36.0,75.0,1600,5.9976,2.7,1016.4,-1.7,0.0,1.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108.0
29729,2016,7,21,16,40.0,2.0,33.0,1000,57.0,25.4,996.9,23.8,0.7,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0
