No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Wanliu,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
8216,2014,2,6,7,125.0,134.0,92.0,2100,1.0,-3.8,1024.9,-10.2,0.0,0.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,131.0
34514,2017,2,6,1,30.0,12.0,49.0,800,39.0,2.2,1024.0,-15.5,0.0,2.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.0
8589,2014,2,21,20,314.0,75.0,197.0,3400,1.0,-0.8,1022.5,-3.5,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,264.0
25395,2016,1,23,2,17.0,9.0,37.0,1400,30.0,-12.7,1037.6,-28.3,0.0,2.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0
28646,2016,6,6,13,124.0,12.0,53.0,1000,203.0,29.3,1002.7,17.2,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,124.0
1128,2013,4,16,23,99.0,17.0,39.0,500,110.0,9.1,1008.0,1.0,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,48.0
15942,2014,12,25,5,21.0,25.0,75.0,1600,2.0,-6.4,1019.0,-10.8,0.0,0.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.0
25176,2016,1,13,23,90.0,31.0,81.0,3000,2.0,-3.0,1017.2,-18.6,0.0,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51.0
31890,2016,10,19,17,303.0,5.0,131.0,2200,26.0,18.6,1009.2,14.9,0.0,0.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,303.0
23552,2015,11,7,7,11.0,2.0,26.0,400,36.0,1.1,1023.1,0.2,0.0,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.0
3814,2013,8,6,21,195.0,35.1288,35.1063,1100,118.0,29.9,994.9,26.7,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,183.0
15651,2014,12,13,2,23.0,11.0,18.0,400,33.0,0.6,1027.0,-19.3,0.0,2.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0
4442,2013,9,2,1,47.0,4.5696,91.1532,800,27.0,18.2,1009.1,16.2,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0
32223,2016,11,2,14,132.0,27.0,92.0,1100,37.0,12.3,1018.1,-3.1,0.0,2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,103.0
28151,2016,5,16,22,45.0,4.0,47.0,400,94.0,23.8,1000.2,3.7,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23.0
23786,2015,11,17,1,93.0,9.0,48.0,2400,2.0,1.8,1016.6,0.6,0.0,0.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0
33765,2017,1,5,20,198.0,18.0,117.0,4900,3.0,0.1,1024.8,-3.3,0.0,0.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,198.0
14830,2014,11,8,21,117.0,6.0,74.0,1000,17.0,3.4,1029.0,1.8,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82.0
10762,2014,5,23,9,240.0,59.0,89.0,1100,79.0,30.0,1005.3,16.1,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,121.0
20564,2015,7,5,19,77.0,11.0,36.0,1100,225.0,27.5,1002.3,15.5,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61.0
11522,2014,6,24,1,115.0,2.0,135.0,700,10.0,20.3,999.8,18.8,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45.0
10420,2014,5,9,3,116.0,28.0,73.0,1100,43.0,16.2,1008.8,7.9,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0
15624,2014,12,11,23,58.0,8.0,18.0,300,42.0,-0.5,1027.0,-18.2,0.0,4.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.0
14289,2014,10,17,8,212.0,13.0,77.0,1200,2.0,14.1,1011.9,3.5,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,63.0
21728,2015,8,23,7,19.0,2.0,28.0,700,34.0,21.7,1003.7,18.9,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.0
20798,2015,7,15,13,154.0,2.0,89.0,1000,20.0,26.7,1001.3,20.8,0.0,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43.0
32200,2016,11,1,15,86.0,13.0,42.0,600,50.0,7.8,1025.3,-8.7,0.0,2.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64.0
12137,2014,7,19,16,44.0,10.0,16.0,300,127.0,35.4,1000.2,24.0,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44.0
20367,2015,6,27,14,109.0,10.0,32.0,1400,134.0,28.4,999.9,20.9,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0
13098,2014,8,28,17,88.0,13.0,47.0,600,104.0,22.8,1007.3,22.0,0.6,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,66.0
102,2013,3,5,5,189.0,55.0,87.0,2000,60.0,0.6,1013.9,-9.4,0.0,0.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,128.0
24672,2015,12,23,23,124.0,37.0,104.0,1700,3.0,-1.6,1021.9,-6.7,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,124.0
21864,2015,8,28,23,57.0,2.0,8.0,600,90.0,23.7,1002.2,16.2,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.0
24916,2016,1,3,3,469.0,58.0,162.0,9500,11.0,-1.6,1015.6,-5.1,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.0
25413,2016,1,23,20,65.0,2.0,8.0,1000,58.0,-15.1,1039.5,-31.6,0.0,4.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0
21756,2015,8,24,11,11.0,2.0,11.0,400,82.0,27.5,1006.4,16.5,0.0,1.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0
25539,2016,1,29,2,71.0,36.0,48.0,800,24.0,-4.0,1029.8,-13.9,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64.0
18858,2015,4,25,17,162.0,12.0,40.0,600,211.0,30.8,1004.5,2.1,0.0,3.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65.0
19032,2015,5,2,23,89.0,2.0,66.0,700,56.0,18.1,1004.2,13.0,0.0,1.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,69.0
33344,2016,12,19,7,210.0,9.0,112.0,5700,4.0,-5.4,1019.4,-6.5,0.0,0.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,210.0
24884,2016,1,1,19,219.0,41.0,128.0,4000,4.0,-2.8,1015.5,-6.8,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,188.0
16762,2015,1,28,9,18.0,18.0,63.0,800,2.0,-5.0,1031.0,-20.7,0.0,1.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
10631,2014,5,17,22,108.0,10.0,68.0,700,108.0,20.6,1005.7,11.2,0.0,0.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0
9199,2014,3,19,6,77.0,20.0,63.0,900,24.0,5.0,1016.6,-3.8,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49.0
29245,2016,7,1,12,16.0,2.0,13.0,300,121.0,31.0,998.2,14.6,0.0,1.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
11366,2014,6,17,13,159.0,9.0,35.0,1100,104.0,26.7,995.2,21.5,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140.0
31569,2016,10,6,8,122.0,2.0,56.0,2900,2.0,15.5,1021.1,13.7,0.0,0.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0
27424,2016,4,16,15,20.0,2.0,16.0,200,83.0,18.7,1002.6,-4.1,0.0,3.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.0
26765,2016,3,20,4,136.0,9.0,88.0,1300,2.0,4.1,1020.3,-0.3,0.0,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,76.0
27937,2016,5,8,0,68.0,7.0,68.0,400,59.0,18.1,1010.2,1.6,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38.0
29071,2016,6,24,6,5.0,2.0,42.0,300,31.0,17.9,1001.8,8.7,0.0,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
32127,2016,10,29,14,49.0,6.0,31.0,400,46.0,12.9,1023.1,-4.3,0.0,3.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21.0
20320,2015,6,25,15,120.0,13.0,46.0,1400,131.0,26.7,994.2,18.6,0.0,0.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,120.0
21636,2015,8,19,11,61.0,2.0,32.0,800,78.0,26.1,1006.1,18.5,0.0,0.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,61.0
7344,2013,12,31,23,125.0,13.0,95.0,1100,6.6402,0.0,1007.9,-11.7,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31.0
10836,2014,5,26,11,52.0,11.0,63.0,400,84.0,31.9,993.4,6.9,0.0,3.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.0
23597,2015,11,9,4,128.0,5.0,58.0,2700,2.0,3.6,1020.6,2.4,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,128.0
12692,2014,8,11,19,60.0,8.0,48.0,400,133.0,27.9,997.8,16.5,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.0
12235,2014,7,23,18,72.0,11.0,102.0,800,117.0,27.3,996.2,23.1,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40.0
17250,2015,2,17,17,42.0,13.0,43.0,400,61.0,10.0,1018.0,-12.0,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0
965,2013,4,10,4,14.0,11.0,69.0,200,61.6896,5.1,1015.8,-8.4,0.0,3.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0
28941,2016,6,18,20,64.0,4.0,35.0,700,190.0,28.7,998.8,15.9,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44.0
29247,2016,7,1,14,6.0,2.0,11.0,300,121.0,31.2,997.4,12.5,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0
23077,2015,10,18,12,35.0,2.0,29.0,400,42.0,18.8,1020.1,4.2,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.0
1372,2013,4,27,3,87.0,48.0,102.0,700,23.0,10.6,1003.9,3.6,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,58.0
10694,2014,5,20,13,17.0,8.0,21.0,300,125.0,31.7,997.8,7.4,0.0,1.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.0
9548,2014,4,2,19,244.0,33.0,97.0,1300,67.0,15.9,1014.3,4.3,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,141.0
6102,2013,11,10,5,17.0,10.0,12.9339,400,49.26600000000001,0.3,1025.9,-20.1,0.0,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0
17607,2015,3,4,14,7.0,9.0,35.0,500,55.0,4.666666667,1024.0,-25.6,0.0,2.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0
14804,2014,11,7,19,82.0,11.0,65.0,800,2.0,6.2,1019.0,0.9,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43.0
27692,2016,4,27,19,109.0,5.0,72.0,1200,98.0,15.8,1007.5,12.5,0.0,0.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,109.0
13455,2014,9,12,14,57.0,10.0,71.0,800,40.0,25.2,1008.1,16.3,0.0,1.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,57.0
3221,2013,7,13,4,113.0,7.14,34.2851,900,32.0,25.1,1001.1,23.5,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,162.0
32574,2016,11,17,5,168.0,10.0,82.0,3300,2.0,4.3,1019.1,1.5,0.0,0.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,120.0
15283,2014,11,27,18,63.0,10.0,74.0,700,2.0,5.9,1017.0,-12.7,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.0
9843,2014,4,15,2,289.0,16.0,115.0,1200,2.0,14.6,1010.6,13.0,0.0,0.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.0
28706,2016,6,9,1,141.0,6.0,48.0,1600,121.0,24.0,1001.5,18.0,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,141.0
34425,2017,2,2,8,84.0,31.0,74.0,2300,4.0,-10.0,1027.4,-16.1,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,55.0
21491,2015,8,13,10,167.0,13.0,27.0,1300,120.0,29.7,999.5,22.4,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.0
15476,2014,12,5,19,162.0,45.0,96.0,1700,2.0,-1.3,1028.0,-15.2,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97.0
7309,2013,12,30,12,111.0,16.0,28.0,400,54.621,7.3,1009.9,-16.2,0.0,5.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84.0
18979,2015,4,30,18,127.0,10.0,30.0,700,227.0,27.9,1002.0,12.7,0.0,2.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,63.0
1078,2013,4,14,21,155.0,19.0,104.0,500,55.0,13.2,999.9,-1.2,0.0,1.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49.0
29579,2016,7,15,10,44.0,2.0,67.0,900,15.0,21.5,999.2,19.8,0.1,0.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,44.0
19514,2015,5,23,1,121.0,16.0,148.0,1200,17.0,16.8,1002.5,14.1,0.0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,74.0
34422,2017,2,2,5,81.0,29.0,75.0,3100,4.0,-10.1,1027.6,-13.9,0.0,1.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,77.0
7808,2014,1,20,7,23.0,11.0,17.0,300,48.0,-1.8,1023.1,-17.5,0.0,3.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0
11239,2014,6,12,6,70.0,7.0,85.0,600,2.0,21.2,1002.0,17.0,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0
25550,2016,1,29,13,78.0,45.0,50.0,1100,28.0,-1.9,1029.3,-18.0,0.0,2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,63.0
14095,2014,10,9,6,306.0,7.0,83.0,2000,2.0,12.4,1014.1,12.4,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.0
29889,2016,7,28,8,27.0,2.0,39.0,100,36.0,23.5,997.2,20.0,0.0,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27.0
11452,2014,6,21,3,69.0,5.0,41.0,800,48.0,20.3,1002.6,19.3,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69.0
4996,2013,9,25,3,17.0,3.1416,55.2257,200,12.0,7.4,1017.2,5.9,0.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
17518,2015,2,28,21,226.0,16.0,82.0,1900,2.0,5.0,1019.0,-18.1,0.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,226.0
12371,2014,7,29,10,210.0,16.0,50.0,800,100.0,30.6,998.0,22.8,0.0,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,160.0
22974,2015,10,14,5,145.0,11.0,95.0,1500,2.0,11.6,1012.3,7.9,0.0,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.0
33829,2017,1,8,12,20.0,14.0,25.0,500,57.0,5.5,1016.3,-10.7,0.0,2.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.0
31331,2016,9,26,10,29.0,2.0,65.0,800,18.0,19.0,1011.75,18.0,0.9,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29.0
16314,2015,1,9,17,9.0,6.0,34.0,400,38.0,6.0,1020.0,-17.3,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.0
26965,2016,3,28,12,157.0,23.0,95.0,900,36.0,18.0,1004.8,-6.0,0.0,1.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95.0
12243,2014,7,24,2,129.0,9.0,96.0,700,2.0,23.4,997.4,22.6,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55.0
22377,2015,9,19,8,43.0,2.0,52.0,700,2.0,19.3,1013.7,12.1,0.0,1.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0
4139,2013,8,20,10,216.0,20.2776,102.2394,1500,49.0,29.2,1004.4,21.9,0.0,1.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,129.0
14337,2014,10,19,8,372.0,13.0,138.0,2700,2.0,15.4,1009.5,12.7,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,275.0
33072,2016,12,7,23,209.0,26.0,128.0,2900,4.0,1.5,1014.3,-5.4,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,204.0
3530,2013,7,26,1,83.0,21.9912,88.4843,1200,8.0,26.2,997.7,20.5,0.0,1.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,59.0
27771,2016,5,1,2,182.0,13.0,42.0,1300,128.0,18.9,995.9,14.4,0.0,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,182.0
9874,2014,4,16,9,129.0,17.0,94.0,900,2.0,17.1,1010.2,-2.6,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47.0
28174,2016,5,17,21,78.0,11.0,59.0,600,148.0,25.5,1004.2,11.6,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52.0
25811,2016,2,9,10,19.0,17.0,34.0,400,44.0,4.4,1018.8,-13.0,0.0,2.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0
28446,2016,5,29,5,91.0,5.0,89.0,900,9.0,16.2,1001.4,10.9,0.0,1.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54.0
26208,2016,2,25,23,23.0,2.0,16.0,100,76.0,2.1,1027.2,-17.5,0.0,2.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0
24945,2016,1,4,8,21.0,8.0,37.0,1000,32.0,-1.5,1025.3,-14.7,0.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.0
28967,2016,6,19,22,113.0,6.0,96.0,800,80.0,28.8,997.4,16.7,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,58.0
2441,2013,6,10,16,19.0,7.0,44.0,400,92.0,24.8,1005.4,10.3,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.0
31750,2016,10,13,21,208.0,2.0,123.0,1800,3.0,13.7,1013.1,12.6,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,204.0
1698,2013,5,10,17,34.0,26.0,18.0,300,83.0,30.3,992.6,-1.2,0.0,2.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.0
20595,2015,7,7,2,60.0,9.0,29.0,1200,84.0,23.6,1004.2,17.3,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60.0
20236,2015,6,22,3,99.0,36.0,35.0,1200,123.0,22.5,1000.1,14.3,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,63.0
24158,2015,12,2,13,5.0,2.0,11.0,200,48.0,5.0,1014.0,-13.4,0.0,4.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
9669,2014,4,7,20,186.0,20.0,99.0,900,82.0,18.8,1006.8,5.9,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,112.0
21448,2015,8,11,15,75.0,5.0,34.0,1400,303.0,34.5,1001.1,18.1,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75.0
12145,2014,7,20,0,39.0,7.0,26.0,400,77.0,28.4,1001.8,25.0,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36.0
19816,2015,6,4,15,28.0,3.0,39.0,8000,87.0,18.0,997.1,16.2,1.7,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28.0
31460,2016,10,1,19,202.0,11.0,97.0,1300,57.0,17.7,1008.6,12.6,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,155.0
17784,2015,3,11,23,88.0,22.0,90.0,1000,20.0,5.4,1014.1,-14.7,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50.0
2166,2013,5,30,5,93.0,13.0,81.0,700,2.0,14.4,1003.6,9.8,0.0,0.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,66.0
27838,2016,5,3,21,72.0,2.0,44.0,300,60.0,15.8,997.1,-2.2,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0
32424,2016,11,10,23,69.0,3.0,74.0,1000,2.0,1.2,1008.8,-2.4,0.0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.0
15704,2014,12,15,7,74.0,13.0,26.0,800,28.0,1.4,1025.0,-15.2,0.0,2.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.0
14411,2014,10,22,10,164.0,18.0,90.0,1400,2.0,11.6,1018.2,4.1,0.0,0.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0
13638,2014,9,20,5,115.0,6.0,61.0,800,12.0,16.9,1004.2,16.9,0.0,0.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.0
4506,2013,9,4,17,42.0,9.996,53.378,900,94.0,21.2,1009.4,18.6,0.0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39.0
28827,2016,6,14,2,51.0,2.0,26.0,600,65.0,18.4,992.9,17.6,0.0,0.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51.0
7103,2013,12,21,22,264.0,63.0,123.0,3100,0.4284,-7.0,1027.8,-10.4,0.0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,253.0
29529,2016,7,13,8,30.0,2.0,45.0,600,21.0,25.8,999.6,21.0,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23.0
33182,2016,12,12,13,249.0,49.0,110.0,3000,8.0,4.5,1017.7,-4.3,0.0,1.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,237.0
31459,2016,10,1,18,175.0,21.0,74.0,1200,101.0,19.7,1008.0,12.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,157.0
29192,2016,6,29,7,113.0,2.0,47.0,900,13.0,20.6,999.1,19.8,0.1,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,113.0
22409,2015,9,20,16,100.0,15.0,20.0,1000,178.0,27.3,1004.5,15.3,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100.0
1261,2013,4,22,12,215.0,54.0,86.0,1200,40.0,13.9,1009.1,7.0,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,199.0
13888,2014,9,30,15,43.0,7.0,37.0,400,36.0,15.3,1017.3,2.8,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.0
16813,2015,1,30,12,8.0,11.0,24.0,400,38.0,1.0,1032.0,-21.4,0.0,2.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0
9261,2014,3,21,20,109.0,19.0,76.0,700,52.0,15.5,1010.3,-5.0,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44.0
9684,2014,4,8,11,287.0,63.0,118.0,2100,28.0,21.0,1008.1,7.6,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,206.0
4590,2013,9,8,5,112.0,8.2824,72.8815,600,8.0,18.5,1012.0,15.4,0.0,0.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0
20866,2015,7,18,9,43.0,2.0,30.0,800,68.0,22.6,1001.4,20.5,0.0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0
4638,2013,9,10,5,107.0,6.5688,76.7822,800,1.0,18.0,1006.1,17.7,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,98.0
17714,2015,3,9,1,92.0,3.0,34.0,300,50.0,1.3,1026.4,-24.2,0.0,4.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.0
10829,2014,5,26,4,45.0,7.0,100.0,500,2.0,13.4,998.2,8.0,0.0,0.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.0
2319,2013,6,5,14,139.0,7.0,49.0,2100,18.0,19.9,1006.2,18.2,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,187.0
9655,2014,4,7,6,209.0,13.0,95.0,900,2.0,9.8,1008.3,2.4,0.0,0.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0
992,2013,4,11,7,28.0,13.0,102.0341,900,2.0,8.9,1015.0,-8.7,0.0,1.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.0
