No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Aotizhongxin,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
29535,2016,7,13,14,17.0,2.0,12.0,200,166.0,35.5,999.4,15.8,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0
27804,2016,5,2,11,55.0,2.0,14.0,300,79.0,13.4,1007.2,8.5,0.1,2.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26.0
20086,2015,6,15,21,179.0,19.0,48.0,900,179.0,28.8,1000.4,13.5,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,78.0
4140,2013,8,20,11,179.0,29.0,75.0,1800,129.0,29.0,1003.9,22.2,0.0,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,153.0
33961,2017,1,14,0,37.0,20.0,48.0,100,45.0,-1.55,1026.0,-22.7,0.0,0.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17.0
11847,2014,7,7,14,199.0,2.0,29.0,800,195.0,31.2,994.3,23.3,0.0,4.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,199.0
5731,2013,10,25,18,130.0,7.0,85.0,700,5.0,7.5,1019.6,2.2,0.0,0.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40.0
10902,2014,5,29,5,56.0,9.0,124.0,600,2.0,19.2,991.8,13.8,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0
11381,2014,6,18,4,66.0,2.0,70.0,500,2.0,18.6,998.4,18.6,0.0,0.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66.0
28457,2016,5,29,16,19.0,4.0,14.0,200,164.0,30.9,1000.7,-3.0,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.0
30296,2016,8,14,7,16.0,3.0,43.0,600,8.0,25.3,1002.1,18.5,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.0
14261,2014,10,16,4,60.0,7.0,73.0,600,2.0,4.0,1017.2,2.3,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24.0
21353,2015,8,7,16,128.0,3.0,36.0,1200,178.0,30.2,1006.7,22.6,0.0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,116.0
23470,2015,11,3,21,201.0,12.0,166.0,3200,5.0,8.0,1018.2,6.0,0.0,0.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,191.0
8854,2014,3,4,21,24.0,7.0,25.0,500,52.0,3.3,1023.7,-18.8,0.0,2.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.0
15749,2014,12,17,4,62.0,27.0,51.0,800,2.0,-2.9,1018.0,-19.3,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34.0
28148,2016,5,16,19,42.0,4.0,24.0,300,130.0,28.0,1000.6,-1.1,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20.0
25222,2016,1,15,21,137.0,43.0,124.0,2400,8.0,-1.7,1014.7,-14.8,0.0,1.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.0
602,2013,3,26,1,166.0,49.0,108.0,1000,7.0,1.1,1011.4,-2.3,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100.0
25286,2016,1,18,13,77.0,2.0,8.0,600,63.0,-7.7,1023.1,-27.4,0.0,4.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.0
4966,2013,9,23,21,50.0,6.0,39.0,1100,1.0,10.4,1016.6,9.2,0.0,0.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.0
17005,2015,2,7,12,23.0,19.0,21.0,600,85.0,2.0,1024.0,-18.7,0.0,2.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15.0
24431,2015,12,13,22,350.0,70.0,162.0,7200,11.0,2.1,1021.9,-2.8,0.0,0.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,297.0
26608,2016,3,13,15,20.0,4.0,7.0,300,108.0,11.6,1019.0,-16.9,0.0,5.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.0
34201,2017,1,24,0,116.0,66.0,108.0,300,18.0,-6.966666667,1032.333333,-14.5,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97.0
35045,2017,2,28,4,21.0,14.0,45.0,500,66.0,7.0,1016.0,-9.4,0.0,1.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0
23510,2015,11,5,13,46.0,8.0,55.0,900,12.0,8.7,1026.2,5.6,0.0,1.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0
26391,2016,3,4,14,345.0,83.0,101.0,5000,17.0,7.9,1012.5,-0.1,0.0,2.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.0
22174,2015,9,10,21,9.0,2.0,39.0,500,51.0,13.9,1016.6,11.6,0.3,2.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0
4587,2013,9,8,2,203.0,15.0,95.0,1200,1.0,18.9,1011.5,16.5,0.0,1.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100.0
12565,2014,8,6,12,22.0,3.0,22.0,300,110.0,34.4,1001.0,10.9,0.0,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.0
20928,2015,7,20,23,142.0,2.0,99.0,1500,74.0,24.9,1002.5,22.4,0.9,2.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,142.0
4586,2013,9,8,1,149.0,11.0,129.0,1400,1.0,19.2,1011.5,16.2,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90.0
11859,2014,7,8,2,227.0,4.0,69.0,1300,51.0,25.1,994.5,23.3,0.0,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,227.0
999,2013,4,11,14,14.0,4.0,11.0,400,91.4634,17.0,1011.0,-9.9,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0
9616,2014,4,5,15,54.0,8.0,11.0,400,95.0,20.9,1013.5,-10.7,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.0
31644,2016,10,9,11,63.0,3.0,45.0,600,16.0,12.0,1020.5,4.5,0.0,0.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.0
680,2013,3,29,7,163.0,21.0,84.0,1600,2.0,4.2,1018.4,-4.5,0.0,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90.0
4931,2013,9,22,10,138.0,10.0,68.0,1400,1.0,21.7,1010.2,17.5,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0
13114,2014,8,29,9,64.0,2.0,36.0,1300,79.0,24.0,1010.6,18.4,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0
4450,2013,9,2,9,65.0,16.0,57.0,1000,37.0,24.2,1012.0,13.7,0.0,1.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0
5499,2013,10,16,2,60.0,5.0,62.0,700,1.0,3.4,1021.5,2.5,0.0,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45.0
27883,2016,5,5,18,96.0,15.0,35.0,1200,136.0,22.5,998.2,8.9,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,71.0
30720,2016,8,31,23,18.0,2.0,48.0,500,44.0,27.7,991.2,-2.2,0.0,1.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0
33262,2016,12,15,21,46.0,21.0,85.0,1300,2.0,-1.8,1029.6,-14.9,0.0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0
27419,2016,4,16,10,220.0,6.0,11.0,300,69.0,15.8,1005.3,-2.2,0.0,4.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64.0
13989,2014,10,4,20,106.0,2.0,76.0,900,3.0,12.6,1016.7,12.6,0.0,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.0
12226,2014,7,23,9,20.0,6.0,75.0,500,2.0,25.2,999.2,21.7,0.0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20.0
30804,2016,9,4,11,148.0,6.0,58.0,1900,69.0,28.4,1006.3,18.5,0.0,1.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,148.0
22412,2015,9,20,19,94.0,20.0,45.0,1100,161.0,24.8,1006.5,13.7,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,72.0
10703,2014,5,20,22,267.0,21.0,52.0,2300,155.0,23.5,1000.2,14.5,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,130.0
4374,2013,8,30,5,6.0,1.0,20.0,200,36.0,18.2,1007.2,13.3,0.0,0.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
331,2013,3,14,18,136.0,99.0,74.0,1100,52.0,6.8,1018.4,-2.9,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,115.0
14423,2014,10,22,22,195.0,14.0,104.0,1600,2.0,12.3,1013.8,7.8,0.0,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,109.0
22434,2015,9,21,17,152.0,27.0,44.0,1200,225.0,26.9,1005.2,12.5,0.0,2.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96.0
11874,2014,7,8,17,9.0,4.0,18.0,300,91.0,31.8,996.1,12.1,0.0,0.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0
18356,2015,4,4,19,120.0,7.0,68.0,1100,121.0,15.1,1007.6,2.6,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,85.0
